Name,Logging,Property,Easting,Northing,Lat,Long,Cam nr,series,,picture,species name,Species,Type,Nr,Total,Year,Month ,Day,Hour Exact,Comment,camera brand,Location,Logging
01B,Yes,Yalbac,286795,1939898,17.53528000,-89.00844200,1,B,,3154,Jaguar,Panthera onca,Mammal,1,40,2020,4,18,1.13,,,,
13E,Yes,Laguna Seca,289293,1951344,17.63891200,-88.98604900,13,E,,34,Great Tinamou,Tinamus major,Bird,1,15,2020,8,20,5.59,,,,
13B,Yes,Laguna Seca,289492,1951376,17.63922100,-88.98418000,13,B,,100,Racoon,Procyon lotor,Mammal,1,9,2020,3,22,2.34,,,,
02D,Yes,Yalbac,284809,1938170,17.51947900,-89.02696600,2,D,,188,Blue Ground-Dove,Claravis pretiosa,Bird,1,9,2020,6,28,6.41,,,,
01G,Yes,Yalbac,284473,1939228,17.529,-89.030236,1,G,,376,Squirrel,Sciurus sp,Mammal,1,8,2020,10,21,7.56,,,,
06G,Yes,Yalbac,285950,1936022,17.500181,-89.016015,6,G,,143,Rodent,Rodent,Mammal,1,6,2020,10,11,19.49,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,217,Slaty-breasted Tinamou,Crypturellus boucardi,Bird,1,5,2020,4,18,7.22,,,,
13F,Yes,Laguna Seca,289288,1951348,17.638948,-88.986102,13,F,,28,Mammal,Mammal,Mammal,1,5,2020,10,1,6.13,,,,
13E,Yes,Laguna Seca,289293,1951344,17.63891200,-88.98604900,13,E,,148,Little Tinamou,Crypturellus soui,Bird,1,3,2020,9,14,10.06,,,,
11C,Yes,Laguna Seca,290853,1951848,17.64361000,-88.97140600,11,C,,112,Virginia Opossum,Didelphis virginiana,Mammal,1,3,2020,5,28,1.55,,,,
06C,Yes,Yalbac,286216,1936445,17.50402900,-89.01355500,6,C,,550,Plain Chachalaca,Ortalis vetula,Bird,1,3,2020,5,26,14.45,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,16,Ruddy Quail Dove ,Geotrygon montana,Bird,1,2,2020,8,25,8.22,,,,
01H,Yes,Yalbac,284474,1939211,17.52885,-89.030233,1,H,,80,Swainson's Thrush,Catharus ustulatus,Bird,1,2,2020,11,4,16.15,,,,
01D,Yes,Yalbac,284079,1939085,17.52767300,-89.03393300,1,D,,4,Toad,Amphibian,Amphibian,1,1,2020,6,13,18.46,,,,
01H,Yes,Yalbac,284474,1939211,17.52885,-89.030233,1,H,,106,Clay coloured Thrush,Turdus grayi,Bird,1,1,2020,11,5,11.03,,,,
01H,Yes,Yalbac,284474,1939211,17.52885,-89.030233,1,H,,187,Green-backed Sparrow,Arremonops chloronotus,Bird,1,1,2020,11,20,7.48,,,,
01H,Yes,Yalbac,284474,1939211,17.52885,-89.030233,1,H,,148,Hooded Warbler,Setophaga citrina,Bird,1,1,2020,11,12,6.59,,,,
03G,Yes,Yalbac,284578,1939508,17.531539,-89.029275,3,G,,34,Brown-headed Flycatcher,Myiarchus tyrannulus,Bird,1,1,2020,9,24,13.11,,,,
01H,Yes,Yalbac,284474,1939211,17.52885,-89.030233,1,H,,136,Ameiva,Ameiva undulata,Mammal,1,1,2020,11,10,12.29,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,871,White-tailed Deer,Odocoileus virginianus,Mammal,1,0,2020,9,11,1.11,,,,
03F,Yes,Laguna Seca,284574,1939502,17.53149200,-89.02931900,3,F,,43,Ocelot,Leopardus pardalis,Mammal,1,,2020,9,6,21.23,2 eyes,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,244,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,20,2.15,2 eyes,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,452,Ocelot,Leopardus pardalis,Mammal,1,,2020,5,11,22.54,2 eyes,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,151,Ocelot,Leopardus pardalis,Mammal,1,,2020,3,21,21.09,2 eyes,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,157,Ocelot,Leopardus pardalis,Mammal,1,,2020,3,23,4.13,2 eyes,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,208,Ocelot,Leopardus pardalis,Mammal,1,,2020,3,26,4.07,2 eyes,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,571,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,5,22.32,2 eyes,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,766,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,22,2.46,2 eyes,,,
03C,Yes,Yalbac,284478,1939229,17.52901000,-89.03019500,3,C,,346,Ocelot,Leopardus pardalis,Mammal,1,,2020,5,25,4.32,2 eyes,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,64,Ocelot,Leopardus pardalis,Mammal,1,,2020,6,20,0.56,2 eyes,,,
02B,Yes,Yalbac,284998,1938089,17.51876800,-89.02518300,2,B,,281,Red Brocket Deer,Mazama temama,Mammal,1,,2020,3,29,10.12,fawn,,,
13B,Yes,Laguna Seca,289492,1951376,17.63922100,-88.98418000,13,B,,367,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,4,28,3.43,Leucistic,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,364,Tayra,Eira barbara,Mammal,1,,2020,8,6,11.03,male,,,
02E,Yes,Yalbac,284808,1938170,17.519475,-89.026982,2,E,,548,Tayra,Eira barbara,Mammal,1,,2020,8,20,12.18,male,,,
03E,Yes,Yalbac,284206,1939118,17.527981,-89.032738,3,E,,40,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,7,22,1.06,Normal,,,
02D,Yes,Yalbac,284809,1938170,17.51947900,-89.02696600,2,D,,172,Ocelot,Leopardus pardalis,Mammal,1,,2020,6,28,3.58,one eye?,,,
03B,Yes,Yalbac,284474,1939228,17.52900600,-89.03022600,3,B,,118,Ocelot,Leopardus pardalis,Mammal,1,,2020,3,20,0.14,one eye?,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,61,Ocelot,Leopardus pardalis,Mammal,1,,2020,6,19,21.01,one eye?,,,
03E,Yes,Yalbac,284206,1939118,17.527981,-89.032738,3,E,,76,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,7,25,23.49,Same as 70,,,
03E,Yes,Yalbac,284206,1939118,17.527981,-89.032738,3,E,,28,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,7,20,20.51,White,,,
03E,Yes,Yalbac,284206,1939118,17.527981,-89.032738,3,E,,46,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,7,22,1.09,white,,,
03D,Yes,Yalbac,284201,1939112,17.52793000,-89.03278700,3,D,,178,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,28,10.40,white butterflies,,,
03E,Yes,Yalbac,284206,1939118,17.527981,-89.032738,3,E,,70,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,7,24,1.45,White with white spot on the right,,,
13B,Yes,Laguna Seca,289492,1951376,17.63922100,-88.98418000,13,B,,302,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,11,22.50,with prey,,,
13B,Yes,Laguna Seca,289492,1951376,17.63922100,-88.98418000,13,B,,370,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,4,28,4.00,with prey,,,
01F,Yes,Laguna Seca,284751,1939654,17.53287600,-89.02766500,1,F,,1171,Gray-headed Dove,Leptotila plumbeiceps,Bird,1,,2020,9,11,6.41,,,,
01F,Yes,Laguna Seca,284751,1939654,17.53287600,-89.02766500,1,F,,1030,Great Curassow,Crax rubra,Bird,1,,2020,9,8,5.33,,,,
01F,Yes,Laguna Seca,284751,1939654,17.53287600,-89.02766500,1,F,,1154,Great Curassow,Crax rubra,Bird,1,,2020,9,10,5.35,,,,
01F,Yes,Laguna Seca,284751,1939654,17.53287600,-89.02766500,1,F,,252,Great Tinamou,Tinamus major,Bird,1,,2020,8,28,11.59,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,59,Blue Ground-Dove,Claravis pretiosa,Bird,1,,2020,8,30,16.49,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,67,Blue Ground-Dove,Claravis pretiosa,Bird,1,,2020,8,31,5.39,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,135,Crested guan,Penelope purpurascens,Bird,1,,2020,9,2,13.43,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,236,Crested guan,Penelope purpurascens,Bird,1,,2020,9,2,14.00,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,92,Gray-headed Dove,Leptotila plumbeiceps,Bird,1,,2020,8,31,11.01,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,100,Gray-headed Dove,Leptotila plumbeiceps,Bird,1,,2020,8,31,11.51,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,108,Gray-headed Dove,Leptotila plumbeiceps,Bird,1,,2020,8,31,14.42,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,251,Great Curassow,Crax rubra,Bird,1,,2020,9,2,14.17,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,467,Great Curassow,Crax rubra,Bird,1,,2020,9,5,8.38,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,507,Great Curassow,Crax rubra,Bird,1,,2020,9,5,9.13,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,591,Great Curassow,Crax rubra,Bird,1,,2020,9,6,7.23,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,743,Great Curassow,Crax rubra,Bird,1,,2020,9,8,6.07,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,807,Great Curassow,Crax rubra,Bird,1,,2020,9,8,13.39,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,959,Great Curassow,Crax rubra,Bird,1,,2020,9,13,16.36,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,967,Great Curassow,Crax rubra,Bird,1,,2020,9,14,5.16,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,995,Great Curassow,Crax rubra,Bird,1,,2020,9,16,15.21,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,1024,Great Curassow,Crax rubra,Bird,1,,2020,9,18,5.23,,,,
02F,Yes,Laguna Seca,284986,1938087,17.51874300,-89.02529900,2,F,,36,Slaty-breasted Tinamou,Crypturellus boucardi,Bird,1,,2020,8,28,9.18,,,,
03F,Yes,Laguna Seca,284574,1939502,17.53149200,-89.02931900,3,F,,16,Great Curassow,Crax rubra,Bird,1,,2020,8,26,6.01,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,21,Great Curassow,Crax rubra,Bird,1,,2020,3,17,8.57,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,53,Great Curassow,Crax rubra,Bird,1,,2020,3,21,7.44,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,201,Great Curassow,Crax rubra,Bird,1,,2020,4,13,17.57,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,401,Great Curassow,Crax rubra,Bird,1,,2020,5,6,6.00,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,425,Great Curassow,Crax rubra,Bird,1,,2020,5,9,17.25,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,441,Great Curassow,Crax rubra,Bird,1,,2020,5,11,5.38,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,445,Great Curassow,Crax rubra,Bird,1,,2020,5,11,15.18,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,457,Great Curassow,Crax rubra,Bird,1,,2020,5,14,5.40,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,497,Great Curassow,Crax rubra,Bird,1,,2020,5,18,5.25,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,501,Great Curassow,Crax rubra,Bird,1,,2020,5,20,7.40,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,505,Great Curassow,Crax rubra,Bird,1,,2020,5,21,6.04,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,9,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,3,15,6.20,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,121,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,1,6.48,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,125,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,4,6.48,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,161,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,6,8.45,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,169,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,7,13.34,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,173,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,9,9.13,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,181,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,11,6.07,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,189,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,12,7.53,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,193,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,12,10.39,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,197,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,12,16.03,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,209,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,14,17.14,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,213,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,17,15.32,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,225,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,18,16.28,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,237,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,19,9.09,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,249,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,20,5.56,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,265,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,22,14.00,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,269,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,22,16.01,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,273,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,22,17.57,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,281,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,25,6.21,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,289,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,25,6.55,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,301,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,28,10.11,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,309,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,29,11.09,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,313,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,30,6.06,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,317,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,30,7.38,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,325,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,1,11.03,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,329,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,1,17.20,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,337,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,2,5.39,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,341,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,2,10.41,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,361,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,3,12.52,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,369,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,4,5.40,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,377,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,4,11.30,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,381,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,4,15.14,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,389,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,4,17.54,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,397,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,5,5.42,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,405,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,6,9.45,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,409,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,6,14.50,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,413,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,7,13.19,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,417,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,8,13.43,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,433,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,10,12.03,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,473,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,16,6.10,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,477,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,16,9.13,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,485,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,5,16,13.04,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,141,Slaty-breasted Tinamou,Crypturellus boucardi,Bird,1,,2020,4,4,8.47,,,,
04B,Yes,Laguna Seca,287639,1949425,17.62142200,-89.00144600,4,B,,153,Slaty-breasted Tinamou,Crypturellus boucardi,Bird,1,,2020,4,6,5.39,,,,
04C,Yes,Laguna Seca,288509,1951219,17.63770700,-88.99342700,4,C,,69,Great Curassow,Crax rubra,Bird,1,,2020,6,4,13.57,,,,
04C,Yes,Laguna Seca,288509,1951219,17.63770700,-88.99342700,4,C,,195,Great Curassow,Crax rubra,Bird,1,,2020,6,9,10.44,,,,
04C,Yes,Laguna Seca,288509,1951219,17.63770700,-88.99342700,4,C,,196,Great Curassow,Crax rubra,Bird,1,,2020,6,10,14.49,,,,
04C,Yes,Laguna Seca,288509,1951219,17.63770700,-88.99342700,4,C,,169,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,7,7.59,,,,
04C,Yes,Laguna Seca,288509,1951219,17.63770700,-88.99342700,4,C,,175,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,7,15.28,,,,
04C,Yes,Laguna Seca,288509,1951219,17.63770700,-88.99342700,4,C,,179,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,8,6.59,,,,
04D,Yes,Laguna Seca,287464,1948463,17.61271800,-89.00299800,4,D,,5,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,7,8,10.46,,,,
04E,Yes,Laguna Seca,287465,1948470,17.61277500,-89.00299100,4,E,,153,Crested guan,Penelope purpurascens,Bird,1,,2020,9,8,14.21,,,,
11B,Yes,Laguna Seca,290911,1952392,17.64853000,-88.97090700,11,B,,4,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,15,17.53,,,,
11C,Yes,Laguna Seca,290853,1951848,17.64361000,-88.97140600,11,C,,286,Great Curassow,Crax rubra,Bird,1,,2020,6,14,17.50,,,,
11C,Yes,Laguna Seca,290853,1951848,17.64361000,-88.97140600,11,C,,289,Great Curassow,Crax rubra,Bird,1,,2020,6,15,9.06,,,,
11C,Yes,Laguna Seca,290853,1951848,17.64361000,-88.97140600,11,C,,253,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,11,8.07,,,,
11C,Yes,Laguna Seca,290853,1951848,17.64361000,-88.97140600,11,C,,256,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,11,9.28,,,,
11C,Yes,Laguna Seca,290853,1951848,17.64361000,-88.97140600,11,C,,262,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,11,18.12,,,,
11C,Yes,Laguna Seca,290853,1951848,17.64361000,-88.97140600,11,C,,274,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,14,15.10,,,,
11D,Yes,Laguna Seca,290851,1951849,17.64362100,-88.97142600,11,D,,10,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,7,18,11.27,,,,
11D,Yes,Laguna Seca,290851,1951849,17.64362100,-88.97142600,11,D,,43,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,7,23,5.54,,,,
11D,Yes,Laguna Seca,290851,1951849,17.64362100,-88.97142600,11,D,,79,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,7,26,11.38,,,,
11D,Yes,Laguna Seca,290851,1951849,17.64362100,-88.97142600,11,D,,175,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,8,4,17.28,,,,
11E,Yes,Laguna Seca,290905,1952384,17.64846300,-88.97096900,11,E,,43,Great Tinamou,Tinamus major,Bird,1,,2020,8,21,16.20,,,,
11E,Yes,Laguna Seca,290905,1952384,17.64846300,-88.97096900,11,E,,37,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,8,12,6.43,,,,
11E,Yes,Laguna Seca,290905,1952384,17.64846300,-88.97096900,11,E,,106,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,9,6,17.28,,,,
12E,Yes,Laguna Seca,285829,1953728,17.66011600,-89.01892500,12,E,,37,Great Curassow,Crax rubra,Bird,1,,2020,8,12,6.43,,,,
12E,Yes,Laguna Seca,285829,1953728,17.66011600,-89.01892500,12,E,,25,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,8,12,15.16,,,,
12E,Yes,Laguna Seca,285829,1953728,17.66011600,-89.01892500,12,E,,112,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,8,21,15.19,,,,
12E,Yes,Laguna Seca,285829,1953728,17.66011600,-89.01892500,12,E,,121,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,8,24,16.02,,,,
13B,Yes,Laguna Seca,289492,1951376,17.63922100,-88.98418000,13,B,,70,Great Tinamou,Tinamus major,Bird,1,,2020,3,18,5.58,,,,
13B,Yes,Laguna Seca,289492,1951376,17.63922100,-88.98418000,13,B,,211,Great Tinamou,Tinamus major,Bird,1,,2020,3,29,6.28,,,,
13B,Yes,Laguna Seca,289492,1951376,17.63922100,-88.98418000,13,B,,325,Great Tinamou,Tinamus major,Bird,1,,2020,4,16,5.47,,,,
13B,Yes,Laguna Seca,289492,1951376,17.63922100,-88.98418000,13,B,,3446,Great Tinamou,Tinamus major,Bird,1,,2020,4,24,6.23,,,,
13B,Yes,Laguna Seca,289492,1951376,17.63922100,-88.98418000,13,B,,169,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,3,24,16.48,,,,
13B,Yes,Laguna Seca,289492,1951376,17.63922100,-88.98418000,13,B,,280,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,7,8.41,,,,
13B,Yes,Laguna Seca,289492,1951376,17.63922100,-88.98418000,13,B,,286,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,4,9,7.59,,,,
13C,Yes,Laguna Seca,289865,1951697,17.64215300,-88.98069800,13,C,,58,Great Curassow,Crax rubra,Bird,1,,2020,5,27,10.33,,,,
13C,Yes,Laguna Seca,289865,1951697,17.64215300,-88.98069800,13,C,,67,Great Curassow,Crax rubra,Bird,1,,2020,5,30,12.58,,,,
13C,Yes,Laguna Seca,289865,1951697,17.64215300,-88.98069800,13,C,,73,Great Curassow,Crax rubra,Bird,1,,2020,6,1,5.32,,,,
13C,Yes,Laguna Seca,289865,1951697,17.64215300,-88.98069800,13,C,,82,Great Curassow,Crax rubra,Bird,1,,2020,6,4,8.13,,,,
13C,Yes,Laguna Seca,289865,1951697,17.64215300,-88.98069800,13,C,,88,Great Curassow,Crax rubra,Bird,1,,2020,6,4,9.47,,,,
13C,Yes,Laguna Seca,289865,1951697,17.64215300,-88.98069800,13,C,,115,Great Curassow,Crax rubra,Bird,1,,2020,6,8,15.31,,,,
13C,Yes,Laguna Seca,289865,1951697,17.64215300,-88.98069800,13,C,,163,Great Curassow,Crax rubra,Bird,1,,2020,6,13,5.39,,,,
13C,Yes,Laguna Seca,289865,1951697,17.64215300,-88.98069800,13,C,,181,Great Curassow,Crax rubra,Bird,1,,2020,6,15,7.04,,,,
13C,Yes,Laguna Seca,289865,1951697,17.64215300,-88.98069800,13,C,,205,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,19,6.19,,,,
13C,Yes,Laguna Seca,289865,1951697,17.64215300,-88.98069800,13,C,,208,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,19,12.02,,,,
13C,Yes,Laguna Seca,289865,1951697,17.64215300,-88.98069800,13,C,,211,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,19,18.10,,,,
13C,Yes,Laguna Seca,289865,1951697,17.64215300,-88.98069800,13,C,,220,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,20,5.41,,,,
13C,Yes,Laguna Seca,289865,1951697,17.64215300,-88.98069800,13,C,,226,Ocellated Turkey,Meleagris ocellata,Bird,1,,2020,6,21,18.13,,,,
