Location,Cam nr,series,picture,species name,Nr,Year,Month ,Day,Hour Exact,Comment,camera brand,Location,Logging
Yalbac 703G,703,G,112,Striped Hog-nosed Skunk,1,2017,12,13,23.58,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,457,White-tailed Deer,1,2018,1,2,11.32,,Bushnell,Laguna Seca,Yes
Yalbac 704F,704,F,37,Agouti,1,2017,11,16,8.19,,Moultrie,Laguna Seca,Yes
Yalbac 704F,704,F,13,White-tailed Deer,2,2017,11,1,13.37,with bambi,Moultrie,Laguna Seca,Yes
Yalbac 704F,704,F,40,White-tailed Deer,1,2017,11,20,9.25,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,77,Agouti,2,2017,12,3,7.32,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,112,Agouti,1,2017,12,6,6.29,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,180,Agouti,1,2017,12,15,7.52,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,200,Agouti,1,2017,12,17,6.3,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,239,Agouti,1,2017,12,19,6.17,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,251,Agouti,1,2017,12,22,8.18,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,287,Agouti,1,2017,12,24,10.07,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,323,Agouti,1,2017,12,28,6.32,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,326,Agouti,1,2017,12,28,17.56,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,347,Agouti,1,2018,1,2,6.32,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,210,Collared Pecary,2,2017,12,17,12.53,met jong,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,230,Collared Pecary,1,2017,12,17,13.29,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,242,Gray fox,1,2017,12,20,19.01,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,254,Gray fox,1,2017,12,22,8.04,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,290,Gray fox,1,2017,12,25,12.46,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,317,Gray fox,1,2017,12,27,11.5,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,329,Margay,1,2017,12,30,5.23,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,175,Ocellated Turkey,1,2017,12,14,16.16,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,257,Ocelot,1,2017,12,23,14.17,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,124,White-tailed Deer,2,2017,12,10,15.49,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,194,White-tailed Deer,1,2017,12,15,14.47,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,248,White-tailed Deer,1,2017,12,21,15.02,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,260,White-tailed Deer,1,2017,12,23,8.54,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,279,White-tailed Deer,1,2017,12,23,12.27,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,299,White-tailed Deer,2,2017,12,26,9.52,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,308,White-tailed Deer,1,2017,12,26,12.12,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,311,White-tailed Deer,1,2017,12,26,15.53,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,314,White-tailed Deer,1,2017,12,27,11.43,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,320,White-tailed Deer,1,2017,12,27,15.2,,Moultrie,Laguna Seca,Yes
Yalbac 704G,704,G,332,White-tailed Deer,2,2017,12,30,11.15,,Moultrie,Laguna Seca,Yes
Yalbac 706A,706,A,1270010,Agouti,1,2017,1,27,17.01,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2010040,Agouti,1,2017,2,1,7.22,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2070112,Agouti,1,2017,2,7,8.39,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2110133,Agouti,1,2017,2,11,17.51,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2160154,Agouti,1,2017,2,16,13.22,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2190172,Agouti,1,2017,2,19,18,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2160157,Crested guan,1,2017,2,16,15.43,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2010067,Gray fox,1,2017,2,1,12.47,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,1280019,Great Curassow,1,2017,1,28,17.47,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,1300022,Great Curassow,1,2017,1,30,7.03,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2010043,Great Curassow,1,2017,2,1,8.18,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2040070,Great Curassow,2,2017,2,4,12.22,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2090115,Great Curassow,1,2017,2,9,7.01,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2190169,Great Curassow,1,2017,2,19,7.37,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2060103,Ocellated Turkey,1,2017,2,6,9.09,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,1280013,Paca,1,2017,1,28,16,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2060109,Red Brocket Deer,1,2017,2,6,15.45,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2210008,Red Brocket Deer,1,2017,2,21,2.46,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2090119,White-tailed Deer,1,2017,2,9,7.21,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2130139,White-tailed Deer,1,2017,2,13,5.23,,Bushnell,Laguna Seca,Yes
Yalbac 706A,706,A,2160151,White-tailed Deer,1,2017,2,16,1.12,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5190022,Agouti,1,2017,5,19,6.53,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5190037,Agouti,1,2017,5,19,9.07,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5270085,Agouti,1,2017,5,27,6.2,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5300094,Agouti,1,2017,5,30,8.39,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6050127,Agouti,1,2017,6,5,6.39,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6070136,Agouti,1,2017,6,7,5.37,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6100142,Agouti,1,2017,6,10,5.53,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6120148,Agouti,1,2017,6,12,5.47,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6140151,Agouti,1,2017,6,14,8.12,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6140157,Agouti,1,2017,6,14,9.01,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6140160,Agouti,1,2017,6,14,9.53,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6170181,Agouti,1,2017,6,17,9.01,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6300253,Agouti,1,2017,6,30,9.33,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7050313,Agouti,1,2017,7,5,7.48,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7120334,Agouti,1,2017,7,12,6.35,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7140409,Agouti,1,2017,7,14,8.54,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7180484,Agouti,1,2017,7,18,6.4,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5300100,Common Opossum,1,2017,5,30,21.14,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5160007,Great Curassow,1,2017,5,16,5.22,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5190026,Great Curassow,2,2017,5,19,6.56,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5290091,Great Curassow,1,2017,5,29,7.2,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6170172,Great Curassow,1,2017,6,17,6.04,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6180184,Great Curassow,2,2017,6,18,13.26,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6180187,Great Curassow,1,2017,6,18,16.3,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6240199,Great Curassow,1,2017,6,24,6.45,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6250226,Great Curassow,2,2017,6,25,10.16,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7040280,Great Curassow,1,2017,7,4,15.49,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7040283,Great Curassow,1,2017,7,4,16.38,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7120337,Great Curassow,1,2017,7,12,8.47,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7140340,Great Curassow,2,2017,7,14,6.22,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7150416,Great Curassow,2,2017,7,15,6.02,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7150433,Great Curassow,1,2017,7,15,8.14,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7150439,Great Curassow,2,2017,7,15,6.16,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7160475,Great Curassow,1,2017,7,16,9.19,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7180487,Great Curassow,2,2017,7,18,6.51,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6010115,Lesson's motmot,1,2017,6,1,5.47,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6150163,Ocellated Turkey,1,2017,6,15,8.21,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7170478,Ocellated Turkey,1,2017,7,17,9.51,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5310112,Ocelot,1,2017,5,31,11.29,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6230193,Ocelot,1,2017,6,23,1.48,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6250234,Ocelot,1,2017,6,25,15.17,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5180019,Paca,1,2017,5,18,22.29,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5190043,Paca,1,2017,5,19,22.1,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5210049,Paca,1,2017,5,21,3.06,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5220067,Paca,1,2017,5,25,23.16,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5270073,Paca,1,2017,5,27,1.28,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5280088,Paca,1,2017,5,28,3.2,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5310103,Paca,1,2017,5,31,0.17,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6030118,Paca,1,2017,6,3,1.34,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6150166,Paca,1,2017,6,15,21.4,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6260236,Paca,1,2017,6,26,1.29,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5180013,Red Brocket Deer,1,2017,5,18,20.09,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5210055,Red Brocket Deer,1,2017,5,21,5.53,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6160170,Red Brocket Deer,1,2017,6,16,15.12,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6260239,Red Brocket Deer,1,2017,6,26,6.5,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6300247,Red Brocket Deer,1,2017,6,30,5.17,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7030268,Red Brocket Deer,1,2017,7,3,13.27,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7030275,White-tailed Deer,2,2017,7,3,13.59,met bambi,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5220061,White-tailed Deer,1,2017,5,22,12.17,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,5270082,White-tailed Deer,1,2017,5,27,5.5,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,6240220,White-tailed Deer,1,2017,6,24,7.1,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7030258,White-tailed Deer,1,2017,7,3,8.35,,Bushnell,Laguna Seca,Yes
Yalbac 706B,706,B,7060320,White-tailed Deer,1,2017,7,6,5.41,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7230109,Agouti,1,2017,7,23,5.45,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7300205,Agouti,1,2017,7,30,7.43,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7300213,Agouti,1,2017,7,30,9.26,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7310244,Agouti,1,2017,7,31,13.53,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8010262,Agouti,1,2017,8,1,6.27,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8040307,Agouti,2,2017,8,4,7.56,met jong,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8050325,Agouti,2,2017,8,5,6.1,met jong,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8050340,Agouti,1,2017,8,5,10,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8060343,Agouti,1,2017,8,6,7.3,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8070364,Agouti,1,2017,8,7,10.15,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8070367,Agouti,1,2017,8,7,13.11,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8090370,Agouti,1,2017,8,9,6.13,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8090379,Agouti,1,2017,8,9,14.54,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8100385,Agouti,1,2017,8,10,9.43,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8100388,Agouti,1,2017,8,10,15.33,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8110391,Agouti,1,2017,8,11,7.58,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8120397,Agouti,2,2017,8,12,17.02,met jong,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8130403,Agouti,1,2017,8,13,7.03,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8140415,Agouti,1,2017,8,14,8.54,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8150418,Agouti,1,2017,8,15,7.38,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8150421,Agouti,1,2017,8,15,8.46,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8150424,Agouti,1,2017,8,15,10.35,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8170439,Agouti,1,2017,8,17,9.01,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8170442,Agouti,1,2017,8,17,10.46,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8180451,Agouti,1,2017,8,18,10.02,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8190466,Agouti,1,2017,8,19,5.56,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8200497,Agouti,1,2017,8,20,11.1,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8200499,Agouti,1,2017,8,20,15.5,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8210508,Agouti,1,2017,8,21,6.05,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8220511,Agouti,1,2017,8,22,5.54,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8230517,Agouti,1,2017,8,23,8.52,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8240535,Agouti,1,2017,8,24,6.15,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8240538,Agouti,1,2017,8,24,9.49,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8240541,Agouti,2,2017,8,24,15.46,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8250547,Agouti,1,2017,8,25,15.2,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8260560,Agouti,1,2017,8,26,7.04,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8280580,Agouti,1,2017,8,28,7.37,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8300586,Agouti,1,2017,8,30,15.36,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8310589,Agouti,1,2017,8,31,10.46,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8310592,Agouti,1,2017,8,31,11.5,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9090628,Agouti,1,2017,9,9,10.21,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9090637,Agouti,1,2017,9,9,16.07,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9100643,Agouti,1,2017,9,10,7.46,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9110649,Agouti,1,2017,9,11,16.36,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9120664,Agouti,1,2017,9,12,11.5,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9120669,Agouti,1,2017,9,12,14.32,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9170691,Agouti,1,2017,9,17,6.11,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9180701,Agouti,1,2017,9,18,13.19,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9190709,Agouti,1,2017,9,19,17.08,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9230730,Agouti,1,2017,9,23,8.05,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9230733,Agouti,1,2017,9,23,9.01,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9230742,Agouti,1,2017,9,23,14.26,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9240766,Agouti,1,2017,9,24,17.16,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9250778,Agouti,1,2017,9,25,9.15,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9270793,Agouti,1,2017,9,27,8.1,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7180019,Great Curassow,2,2017,7,19,5.56,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7200037,Great Curassow,1,2017,7,20,6.41,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7200049,Great Curassow,1,2017,7,20,9.07,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7210055,Great Curassow,1,2017,7,21,5.55,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7210064,Great Curassow,1,2017,7,21,7,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7210067,Great Curassow,1,2017,7,21,7.35,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7220086,Great Curassow,1,2017,7,22,5.46,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7220088,Great Curassow,1,2017,7,22,6.31,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7220097,Great Curassow,1,2017,7,22,8.19,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7220100,Great Curassow,1,2017,7,22,18.15,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7230103,Great Curassow,1,2017,7,23,4.04,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7240115,Great Curassow,1,2017,7,24,5.58,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7250133,Great Curassow,2,2017,7,25,6.5,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7270142,Great Curassow,4,2017,7,27,6.47,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7280175,Great Curassow,2,2017,7,28,7.1,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7300199,Great Curassow,1,2017,7,30,6.33,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7300208,Great Curassow,1,2017,7,30,7.43,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7310223,Great Curassow,1,2017,7,31,5.48,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7310238,Great Curassow,1,2017,7,31,6.26,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7310241,Great Curassow,2,2017,7,31,6.56,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8040320,Great Curassow,1,2017,8,4,8.5,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8070358,Great Curassow,1,2017,8,7,6.16,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8200481,Great Curassow,1,2017,8,20,10.23,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9080619,Great Curassow,1,2017,9,8,8.47,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9120661,Great Curassow,1,2017,9,12,7.32,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9240757,Great Curassow,3,2017,9,24,8.07,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8180454,Jaguar,1,2017,8,18,11.03,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8170437,Ocelot,1,2017,8,17,8.15,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9040599,Ocelot,1,2017,9,4,2.12,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7280181,Otter,1,2017,7,28,23.59,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7210052,Paca,1,2017,7,21,3.34,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7210070,Paca,1,2017,7,21,20.43,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7210076,Paca,1,2017,7,21,23.3,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7240112,Paca,1,2017,7,24,3.3,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7250118,Paca,1,2017,7,25,0.41,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7250124,Paca,1,2017,7,25,1.51,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7250127,Paca,1,2017,7,25,2.31,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7280172,Paca,1,2017,7,28,2.25,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7280178,Paca,1,2017,7,28,19.54,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7290187,Paca,1,2017,7,29,22.2,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7300193,Paca,1,2017,7,30,0.2,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7300196,Paca,1,2017,7,30,2.05,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,7310217,Paca,1,2017,7,31,1.09,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8010247,Paca,1,2017,8,1,3.3,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8010253,Paca,1,2017,8,1,4.07,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8020284,Paca,1,2017,8,2,2.01,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8030286,Paca,1,2017,8,3,2.21,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8030292,Paca,1,2017,8,3,2.57,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8040301,Paca,1,2017,8,4,3.17,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8050322,Paca,1,2017,8,5,3.15,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8090382,Paca,1,2017,8,9,22.05,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8120400,Paca,1,2017,8,12,19.23,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8130409,Paca,1,2017,8,13,20.2,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8130412,Paca,1,2017,8,13,22.2,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8150427,Paca,1,2017,8,15,21.4,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8180445,Paca,1,2017,8,18,1.26,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8180448,Paca,1,2017,8,18,2.33,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8180463,Paca,1,2017,8,18,23.41,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8190469,Paca,1,2017,8,19,21.21,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8200502,Paca,1,2017,8,20,20.13,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8230514,Paca,1,2017,8,23,0.15,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8230520,Paca,1,2017,8,23,20.58,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8230529,Paca,1,2017,8,23,21.54,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8250550,Paca,1,2017,8,25,23.05,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8250556,Paca,1,2017,8,25,23.45,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8270565,Paca,1,2017,8,27,0.06,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8270568,Paca,1,2017,8,27,1.05,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,8280571,Paca,1,2017,8,28,0.19,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9010595,Paca,1,2017,9,1,3.26,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9090640,Paca,1,2017,9,9,19.11,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9110658,Paca,1,2017,9,11,21,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9140670,Paca,1,2017,9,14,21.55,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9150673,Paca,1,2017,9,15,2.09,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9150676,Paca,1,2017,9,15,21.36,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9160682,Paca,1,2017,9,16,21.5,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9170694,Paca,1,2017,9,17,20.39,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9180703,Paca,1,2017,9,18,21.14,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9190706,Paca,1,2017,9,19,0.06,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9200718,Paca,1,2017,9,20,22.38,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9210724,Paca,1,2017,9,21,23.16,,Bushnell,Laguna Seca,Yes
Yalbac 706D,706,D,9220727,Paca,1,2017,9,22,0.05,,Bushnell,Laguna Seca,Yes
