Location,Cam nr,series,picture,species name,Nr,Year,Month ,Day,Hour Exact,Comment,camera brand,Location,Logging
Yalbac 702B,702,B,748,Great Curassow,1,2017,7,15,10.46,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,760,Great Curassow,1,2017,7,16,6.15,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,763,Great Curassow,2,2017,7,17,7.24,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,770,Great Curassow,1,2017,7,18,6.38,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,52,Margay,1,2017,5,17,1.27,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,238,Ocellated Turkey,1,2017,5,19,17.07,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,247,Ocellated Turkey,1,2017,5,20,12.21,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,256,Ocellated Turkey,1,2017,5,23,8.07,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,265,Ocellated Turkey,1,2017,5,23,14.4,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,322,Ocellated Turkey,1,2017,5,27,14.3,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,394,Ocellated Turkey,2,2017,6,2,6.08,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,397,Ocellated Turkey,1,2017,6,2,13.42,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,403,Ocellated Turkey,1,2017,6,3,11.13,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,499,Ocellated Turkey,1,2017,6,12,5.52,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,505,Ocellated Turkey,1,2017,6,13,11.05,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,517,Ocellated Turkey,1,2017,6,16,12.09,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,523,Ocellated Turkey,1,2017,6,17,6.01,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,586,Ocellated Turkey,1,2017,6,27,17.57,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,640,Ocellated Turkey,1,2017,7,2,17.04,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,646,Ocellated Turkey,3,2017,7,3,15.07,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,676,Ocellated Turkey,3,2017,7,8,6.1,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,694,Ocellated Turkey,1,2017,7,9,13.09,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,664,Ocelot,1,2017,7,5,22.36,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,274,Ocelot,1,2017,5,24,3.17,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,292,Ocelot,1,2017,5,24,23.18,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,412,Ocelot,1,2017,6,6,0.01,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,478,Ocelot,1,2017,6,7,22.04,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,529,Ocelot,1,2017,6,17,22.56,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,593,Ocelot,1,2017,6,28,12.17,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,661,Ocelot,1,2017,7,5,21.06,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,730,Ocelot,1,2017,7,14,4.03,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,589,Paca,1,2017,6,27,23.08,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,331,Puma,1,2017,5,27,21.43,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,736,Red Brocket Deer,1,2017,7,14,14.18,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,739,Red Brocket Deer,1,2017,7,14,14.56,,Moultrie,Laguna Seca,Yes
Yalbac 702B,702,B,287,White-tailed Deer,2,2017,5,24,13.15,Bambi,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,79,Agouti,1,2017,7,25,7.49,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,169,Agouti,1,2017,8,10,6.17,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,107,Common Opossum,1,2017,7,30,3.04,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,34,Gray fox,1,2017,7,19,8.07,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,52,Gray fox,1,2017,7,20,9.56,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,58,Gray fox,1,2017,7,22,14.48,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,88,Gray fox,1,2017,7,27,17.21,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,100,Gray fox,1,2017,7,29,9.25,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,124,Gray fox,1,2017,8,2,8.58,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,136,Gray fox,1,2017,8,3,17.32,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,148,Gray fox,1,2017,8,5,10.39,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,154,Gray fox,1,2017,8,6,23.33,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,160,Gray fox,1,2017,8,8,10.37,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,178,Gray fox,1,2017,8,12,12.34,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,184,Gray fox,1,2017,8,13,4.43,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,190,Gray fox,1,2017,8,13,9.36,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,196,Gray fox,1,2017,8,14,6.55,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,205,Gray fox,1,2017,8,15,10.23,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,223,Gray fox,1,2017,8,18,13.53,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,229,Gray fox,1,2017,8,19,6.01,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,232,Gray fox,1,2017,8,19,16.23,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,235,Gray fox,1,2017,8,20,9.35,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,241,Gray fox,1,2017,8,22,9.56,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,247,Gray fox,1,2017,8,23,15.24,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,253,Gray fox,1,2017,8,25,8.38,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,49,Great Curassow,1,2017,7,20,9.41,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,67,Great Curassow,1,2017,7,24,6.1,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,91,Great Curassow,2,2017,7,28,6.52,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,97,Great Curassow,1,2017,7,29,5.49,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,118,Great Curassow,1,2017,7,31,12.16,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,142,Great Curassow,1,2017,8,3,17.52,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,151,Great Curassow,1,2017,8,6,6.22,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,217,Jaguar,1,2017,8,18,11.1,218 and 219 nice picture,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,250,Jaguar,1,2017,8,23,23.05,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,157,Ocellated Turkey,3,2017,8,7,18.39,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,172,Ocellated Turkey,5,2017,8,10,6.2,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,187,Ocellated Turkey,2,2017,8,13,8.28,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,259,Ocellated Turkey,2,2017,8,26,16.52,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,55,Ocelot,1,2017,7,22,3.04,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,76,Ocelot,1,2017,7,25,3.49,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,121,Ocelot,1,2017,8,1,0.29,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,133,Ocelot,1,2017,8,3,2.14,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,166,Ocelot,1,2017,8,8,23.52,unknown cat,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,73,Paca,1,2017,7,24,23.42,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,31,Puma,1,2017,7,18,21.54,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,64,Puma,1,2017,7,24,2.44,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,46,Red Brocket Deer,1,2017,7,20,9.27,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,209,Tayra,1,2017,8,16,17.39,,Moultrie,Laguna Seca,Yes
Yalbac 702D,702,D,63,White-nosed Coati,2,2017,7,23,16.55,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,25,Gray fox,1,2017,9,27,23.28,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,28,Gray fox,1,2017,9,28,5.16,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,37,Gray fox,1,2017,9,29,9.35,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,40,Gray fox,1,2017,9,29,9.57,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,46,Gray fox,1,2017,10,2,7.32,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,52,Gray fox,1,2017,10,2,13.03,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,58,Gray fox,1,2017,10,6,12.28,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,72,Gray fox,1,2017,10,8,13.18,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,78,Gray fox,1,2017,10,11,10.06,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,81,Gray fox,1,2017,10,12,9.31,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,84,Gray fox,1,2017,10,12,11.39,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,87,Gray fox,2,2017,10,13,8.2,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,90,Gray fox,1,2017,10,13,9.44,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,60,Great Curassow,1,2017,10,7,7.54,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,75,Great Curassow,1,2017,10,10,16.22,,Moultrie,Laguna Seca,Yes
Yalbac 702E,702,E,49,Ocellated Turkey,1,2017,10,2,10.59,,Moultrie,Laguna Seca,Yes
Yalbac 702F,702,F,28,Agouti,1,2017,11,3,6.56,,Moultrie,Laguna Seca,Yes
Yalbac 702F,702,F,19,Gray fox,1,2017,11,1,6.09,,Moultrie,Laguna Seca,Yes
Yalbac 702F,702,F,25,Unknown,1,2017,11,1,14.39,,Moultrie,Laguna Seca,Yes
Yalbac 702G,702,G,22,Agouti,1,2017,12,4,16.07,,Moultrie,Laguna Seca,Yes
Yalbac 702G,702,G,34,Gray-headed Dove,1,2017,12,29,12.4,,Moultrie,Laguna Seca,Yes
Yalbac 702G,702,G,37,Great Curassow,1,2017,12,29,14.35,,Moultrie,Laguna Seca,Yes
Yalbac 702G,702,G,28,Red Brocket Deer,1,2017,12,29,10.2,,Moultrie,Laguna Seca,Yes
Yalbac 703A,703,A,86,Chachalaca,1,2017,5,4,6.44,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,1,Gray fox,1,2017,2,2,11.39,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,28,Gray fox,1,2017,3,2,19.53,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,152,Gray fox,1,2017,5,8,4.43,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,161,Gray fox,1,2017,5,8,5.06,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,167,Gray fox,1,2017,5,9,20.31,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,212,Gray fox,1,2017,5,15,5.1,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,25,Great Curassow,1,2017,3,1,7.13,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,188,Great Curassow,1,2017,5,12,5.38,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,191,Great Curassow,1,2017,5,12,6.39,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,40,Ocellated Turkey,1,2017,2,8,16.43,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,4,Paca,1,2017,2,3,4.03,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,28,Paca,2,2017,2,4,3.53,Plus juvenile,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,43,Paca,1,2017,2,9,19.17,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,94,Paca,1,2017,2,20,2.28,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,40,Paca,1,2017,3,5,0.49,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,173,Ruddy Quail Dove ,1,2017,5,10,7.09,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,194,White-nosed Coati,1,2017,5,12,8.15,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,49,White-tailed Deer,1,2017,2,10,16.29,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,55,White-tailed Deer,1,2017,2,10,17.51,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,69,White-tailed Deer,1,2017,2,11,6.37,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,70,White-tailed Deer,1,2017,2,13,10.13,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,73,White-tailed Deer,1,2017,2,16,14.2,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,85,White-tailed Deer,1,2017,2,16,15.37,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,88,White-tailed Deer,2,2017,2,17,14.28,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,2,White-tailed Deer,1,2017,2,27,10.45,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,13,White-tailed Deer,2,2017,2,27,17.11,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,34,White-tailed Deer,1,2017,3,4,15.45,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,43,White-tailed Deer,1,2017,3,5,10.27,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,46,White-tailed Deer,1,2017,3,5,17.23,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,50,White-tailed Deer,1,2017,4,24,5.27,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,65,White-tailed Deer,1,2017,4,25,5.12,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,71,White-tailed Deer,1,2017,4,26,5.1,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,77,White-tailed Deer,1,2017,5,3,5.21,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,92,White-tailed Deer,1,2017,5,4,18.24,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,119,White-tailed Deer,1,2017,5,6,21.02,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,125,White-tailed Deer,1,2017,5,7,0.47,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,131,White-tailed Deer,1,2017,5,7,13.11,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,134,White-tailed Deer,1,2017,5,7,18.32,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,140,White-tailed Deer,1,2017,5,7,19.36,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,146,White-tailed Deer,1,2017,5,8,2.25,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,164,White-tailed Deer,1,2017,5,8,19.51,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,176,White-tailed Deer,1,2017,5,10,20.58,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,182,White-tailed Deer,1,2017,5,10,23.31,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,197,White-tailed Deer,1,2017,5,13,5.47,,Bushnell,Laguna Seca,Yes
Yalbac 703A,703,A,206,White-tailed Deer,1,2017,5,13,17.58,,Bushnell,Laguna Seca,Yes
Yalbac 703B,703,B,40,Agouti,1,2017,5,18,5.31,,Bushnell,Laguna Seca,Yes
Yalbac 703B,703,B,28,Gray fox,1,2017,5,15,14.14,,Bushnell,Laguna Seca,Yes
Yalbac 703B,703,B,43,Gray fox,1,2017,5,19,5.54,,Bushnell,Laguna Seca,Yes
Yalbac 703B,703,B,37,Great Curassow,1,2017,5,17,13.48,,Bushnell,Laguna Seca,Yes
Yalbac 703B,703,B,46,Ocellated Turkey,1,2017,5,19,6.11,,Bushnell,Laguna Seca,Yes
Yalbac 703B,703,B,31,White-tailed Deer,2,2017,5,16,6.21,With a bambi,Bushnell,Laguna Seca,Yes
Yalbac 703E,703,E,19,Black-faced Antthrush,1,2017,10,4,5.48,,Bushnell,Laguna Seca,Yes
Yalbac 703E,703,E,16,Common Opossum,1,2017,9,30,22.18,,Bushnell,Laguna Seca,Yes
Yalbac 703E,703,E,22,Ocellated Turkey,4,2017,10,5,7.06,,Bushnell,Laguna Seca,Yes
Yalbac 703E,703,E,13,White-tailed Deer,1,2017,9,29,14.41,,Bushnell,Laguna Seca,Yes
Yalbac 703E,703,E,28,White-tailed Deer,1,2017,10,8,9.56,,Bushnell,Laguna Seca,Yes
Yalbac 703E,703,E,31,White-tailed Deer,1,2017,10,13,10.16,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,20,Agouti,1,2017,11,8,17.1,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,53,Agouti,1,2017,11,18,8.24,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,100,Agouti,1,2017,11,24,7.12,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,106,Agouti,1,2017,11,24,8.24,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,75,Baird's Tapir,1,2017,11,21,12.57,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,34,Gray fox,1,2017,11,15,9.4,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,71,Gray fox,1,2017,11,21,8.54,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,112,Gray fox,1,2017,11,25,10.22,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,18,Great Curassow,1,2017,11,5,7,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,30,Ocellated Turkey,1,2017,11,12,10.3,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,56,Ocellated Turkey,1,2017,11,18,11.14,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,25,Ocelot,1,2017,11,11,21.23,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,46,Ocelot,1,2017,11,16,21.16,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,88,Ocelot,1,2017,11,23,18.26,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,97,Paca,1,2017,11,23,23.15,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,118,Paca,1,2017,11,26,3.36,,Bushnell,Laguna Seca,Yes
Yalbac 703F,703,F,11,White-tailed Deer,1,2017,11,2,7.4,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,13,Agouti,1,2017,12,3,15.33,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,79,Agouti,1,2017,12,12,16.56,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,202,Agouti,1,2017,12,22,9,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,253,Agouti,1,2017,12,26,9.4,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,298,Agouti,1,2017,12,29,8.32,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,304,Agouti,1,2017,12,29,9.16,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,310,Agouti,1,2017,12,29,16.5,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,448,Agouti,1,2018,1,2,6.52,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,454,Agouti,1,2018,1,2,7.08,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,7,Common Opossum,1,2017,12,1,22.07,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,16,Gray fox,1,2017,12,4,10.26,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,37,Gray fox,1,2017,12,8,9.08,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,52,Gray fox,1,2017,12,10,3.08,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,70,Gray fox,1,2017,12,11,18.05,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,73,Gray fox,1,2017,12,11,18.48,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,103,Gray fox,1,2017,12,13,9.32,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,193,Gray fox,1,2017,12,21,10.49,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,226,Gray fox,1,2017,12,23,12.17,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,262,Gray fox,1,2017,12,26,11.11,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,121,Gray-headed Dove,1,2017,12,14,11.27,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,19,Great Curassow,1,2017,12,4,10.48,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,31,Great Curassow,3,2017,12,7,17.24,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,94,Great Curassow,2,2017,12,13,6.04,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,127,Great Curassow,3,2017,12,16,13.21,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,148,Great Curassow,2,2017,12,17,11.14,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,175,Great Curassow,2,2017,12,19,6.19,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,181,Great Curassow,3,2017,12,20,17.35,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,187,Great Curassow,1,2017,12,21,6.14,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,196,Great Curassow,3,2017,12,22,6.35,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,205,Great Curassow,3,2017,12,22,17.18,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,214,Great Curassow,3,2017,12,23,6.13,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,229,Great Curassow,1,2017,12,24,6.36,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,232,Great Curassow,2,2017,12,24,7.19,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,235,Great Curassow,3,2017,12,24,8.03,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,244,Great Curassow,1,2017,12,25,6.37,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,271,Great Curassow,1,2017,12,27,6.32,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,277,Great Curassow,1,2017,12,28,7.13,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,280,Great Curassow,1,2017,12,28,17.36,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,289,Great Curassow,2,2017,12,29,6.14,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,316,Great Curassow,2,2017,12,29,17.3,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,322,Great Curassow,2,2017,12,30,6.21,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,340,Great Curassow,2,2017,12,30,17.3,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,346,Great Curassow,2,2017,12,31,6.25,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,358,Great Curassow,1,2017,12,31,7.39,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,370,Great Curassow,1,2017,12,31,17.02,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,379,Great Curassow,2,2018,1,1,6.17,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,400,Great Curassow,1,2018,1,1,6.51,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,403,Great Curassow,2,2018,1,1,8.01,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,436,Great Curassow,1,2018,1,1,11.27,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,439,Great Curassow,2,2018,1,2,6.22,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,361,Jaguar,1,2017,12,31,11.23,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,364,Jaguar,1,2017,12,31,12.04,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,55,Ocellated Turkey,1,2017,12,10,8.33,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,58,Ocellated Turkey,1,2017,12,10,11.3,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,76,Ocellated Turkey,1,2017,12,12,11.5,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,163,Ocellated Turkey,1,2017,12,18,9.27,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,268,Ocellated Turkey,1,2017,12,26,12.46,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,313,Ocellated Turkey,1,2017,12,29,16.57,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,25,Ocelot,1,2017,12,6,7.04,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,40,Ocelot,1,2017,12,8,21.15,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,91,Ocelot,1,2017,12,13,0.14,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,154,Ocelot,1,2017,12,17,20.27,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,169,Ocelot,1,2017,12,18,22.32,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,250,Ocelot,1,2017,12,26,6.54,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,286,Ocelot,1,2017,12,29,5.57,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,334,Ocelot,1,2017,12,30,9.05,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,397,Ocelot,1,2018,1,1,6.45,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,64,Paca,1,2017,12,10,18.37,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,88,Paca,1,2017,12,12,19.07,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,142,Racoon,1,2017,12,16,18.44,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,145,Racoon,1,2017,12,16,19.22,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,190,Red Brocket Deer,1,2017,12,21,9.32,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,115,Scaled Pigeon,1,2017,12,14,8.06,,Bushnell,Laguna Seca,Yes
Yalbac 703G,703,G,34,Striped Hog-nosed Skunk,1,2017,12,8,6.03,,Bushnell,Laguna Seca,Yes
