Location,Cam nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour_exact,Hour_BERDS,Comment,Camera Brand,No_Sr,Easting,Northing,
Yalbac507H,507,H,,,187,Great Curassow,2,2016,12,12,6.09,6,Time off,Bushnell,507H,283483,1934993.94,
Yalbac505G,505,G,,,136,Great Curassow,1,2015,12,13,10.09,10,,Moultrie,505G,291021,1956145,
Yalbac506G,506,G,,,388,Great Curassow,1,2015,12,13,11.12,11,,Bushnell,506G,292534,1956194,
Yalbac510H,510,H,,,124,Great Curassow,1,2015,12,13,17.55,18,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,193,Great Curassow,1,2016,12,14,6.17,6.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac509H,509,H,,,166,Great Curassow,1,2015,12,14,7.32,7.5,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,136,Great Curassow,2,2015,12,14,15.53,16,,Moultrie,510H,282719,1935522.766,
Yalbac508H,508,H,,,1785,Great Curassow,3,2015,12,16,10.49,11,,ScoutGuard,,,,
Yalbac510H,510,H,,,142,Great Curassow,2,2015,12,16,7.49,8,,Moultrie,510H,282719,1935522.766,
Yalbac506G,506,G,,,412,Great Curassow,1,2015,12,18,6.31,6.5,,Bushnell,506G,292534,1956194,
Yalbac506G,506,G,,,415,Great Curassow,1,2015,12,20,16.38,16.5,,Bushnell,506G,292534,1956194,
Yalbac506G,506,G,,,418,Great Curassow,1,2015,12,21,7.21,7.5,,Bushnell,506G,292534,1956194,
Yalbac510H,510,H,,,169,Great Curassow,2,2015,12,22,6.46,7,,Moultrie,510H,282719,1935522.766,
Yalbac506G,506,G,,,436,Great Curassow,1,2015,12,23,16.29,16.5,,Bushnell,506G,292534,1956194,
Yalbac510H,510,H,,,190,Great Curassow,2,2015,12,23,18.08,18,,Moultrie,510H,282719,1935522.766,
Yalbac509H,509,H,,,220,Great Curassow,1,2015,12,26,8.11,8,,Bushnell,509H,283730,1935382.07,
Yalbac511H,511,H,,,112,Great Curassow,1,2015,12,26,5.11,5,,Moultrie,511H,282087,1935456.716,
Yalbac510H,510,H,,,205,Great Curassow,2,2015,12,27,17.02,17,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,223,Great Curassow,2,2015,12,28,8.07,8,,Moultrie,510H,282719,1935522.766,
Yalbac509H,509,H,,,235,Great Curassow,1,2015,12,29,7.34,7.5,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,253,Great Curassow,1,2015,12,30,15.5,16,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,262,Great Curassow,1,2015,12,31,9.13,9,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,910,Great Tinamou,1,2016,2,17,12.14,12,Time off,Bushnell,507H,283483,1934993.94,
Yalbac504c,504,C,,,22,Great Tinamou,1,2015,4,11,8.53,9,,Scoutguard,504 C,292789,1954318,
Yalbac504c,504,C,,,39,Great Tinamou,1,2015,4,15,6.32,7,,Scoutguard,504 C,292789,1954318,
Yalbac504c,504,C,,,147,Great Tinamou,1,2015,5,1,18.48,19,,Scoutguard,504 C,292789,1954318,
Yalbac503D,503,D,,,64,Great Tinamou,1,2015,6,3,10.24,10.5,,Bushnell,503 D,292559,1958254,
Yalbac507D,507,D,,,28,Great Tinamou,1,2015,6,8,8.14,8,,Bushnell,507 D,283856,1935164,
Yalbac503D,503,D,,,177,Great Tinamou,1,2015,6,9,11.33,11.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,235,Great Tinamou,1,2015,6,11,10.35,10.5,,Bushnell,503 D,292559,1958254,
Yalbac506E,506,E,,,25,Great Tinamou,1,2015,7,29,17.09,17,,Bushnell,506 E,292491,1955895,
Yalbac503E,503,E,,,10,Great Tinamou,1,2015,8,1,9.06,9,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,10,Great Tinamou,3,2015,8,1,9.08,9,Female with 2 chicks,Bushnell,503 E,291322,1957347,
Yalbac512E,512,E,,,63,Great Tinamou,1,2015,8,1,8.52,9,,ScoutGuard,512 E,282178,1935684,
Yalbac506E,506,E,,,103,Great Tinamou,1,2015,8,14,18.03,18,,Bushnell,506 E,292491,1955895,
Yalbac503E,503,E,,,338,Great Tinamou,3,2015,8,21,6.54,7,Female with 2 chicks,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,339,Great Tinamou,1,2015,8,21,6.54,7,1 adult and 2 chicks,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,355,Great Tinamou,3,2015,8,22,7.1,7,Female with 2 chicks,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,356,Great Tinamou,1,2015,8,22,7.1,7,1 adult and 2 chicks,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,403,Great Tinamou,3,2015,8,23,7.39,7.5,Female with 2 chicks,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,405,Great Tinamou,1,2015,8,23,7.39,7.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,691,Great Tinamou,1,2015,9,10,10.18,10.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,693,Great Tinamou,1,2015,9,10,18.51,19,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,709,Great Tinamou,1,2015,9,11,6.43,6.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,710,Great Tinamou,1,2015,9,11,6.43,6.5,,Bushnell,503 E,291322,1957347,
Yalbac501f,501,F,,,25,Great Tinamou,1,2015,9,23,16.56,17,,,501F,292314,1958107,
Yalbac501f,501,F,,,28,Great Tinamou,1,2015,9,24,5.5,6,,,501F,292314,1958107,
Yalbac506G,506,G,,,313,Great Tinamou,1,2015,12,7,7.45,8,,Bushnell,506G,292534,1956194,
Yalbac503D,503,D,,,563,Green-backed Sparrow,1,2015,7,6,6.56,7,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,653,Green-backed Sparrow,1,2015,7,15,8.29,9.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,658,Green-backed Sparrow,1,2015,7,15,10.58,11,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,684,Green-backed Sparrow,1,2015,7,16,7.36,7.5,,Bushnell,503 D,292559,1958254,
Yalbac503E,503,E,,,360,Hawk,1,2015,8,22,10.38,10.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,524,Hawk,1,2015,9,4,13.35,13.3,,Bushnell,503 E,291322,1957347,
Yalbac507H,507,H,,,397,Jaguar,1,2016,1,14,17.14,17,Time off,Bushnell,507H,283483,1934993.94,
Yalbac509H,509,H,,,2506,Jaguar,1,2016,2,21,15.58,16,,Bushnell,509H,283730,1935382.07,
Yalbac507c,507,C,,,313,Jaguar,1,2015,5,14,21.59,22,,Bushnell,507 C,283656,1935412,
Yalbac501c,501,C,,,332,Jaguar,1,2015,5,15,18.38,18.5,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,377,Jaguar,1,2015,5,20,2.4,2.5,,Bushnell,501 C,292447,1954693,
Yalbac510D,510,D,,,19,Jaguar,1,2015,5,31,23.21,23.5,,Moultrie,510 D,282702,1935595,
Yalbac510D,510,D,,,70,Jaguar,1,2015,6,12,9.53,10,,Moultrie,510 D,282702,1935595,
Yalbac503D,503,D,,,313,Jaguar,1,2015,6,14,17.19,17.5,,Bushnell,503 D,292559,1958254,
Yalbac509D,509,D,,,58,Jaguar,1,2015,6,23,17.25,17.5,,Bushnell,509 D,280713,1934457,
Yalbac503D,503,D,,,466,Jaguar,1,2015,6,28,6.51,7,,Bushnell,503 D,292559,1958254,
Yalbac506D,506,D,,,169,Jaguar,1,2015,7,10,7.32,7.5,,Bushnell,506 D,291532,1956956,
Yalbac501D,501,D,,,127,Jaguar,1,2015,7,13,16,16,,Bushnell,501 D,292588,1957992,
Yalbac503D,503,D,,,616,Jaguar,1,2015,7,13,16.28,16.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,94,Jaguar,1,2015,7,29,13.34,13.5,,Bushnell,503 D,292559,1958254,
Yalbac509E,509,E,,,55,Jaguar,1,2015,8,5,16.53,17,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,55,Jaguar,1,2015,8,5,16.53,17,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,58,Jaguar,1,2015,8,6,18.54,19,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,61,Jaguar,1,2015,8,6,18.54,19,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,67,Jaguar,1,2015,8,8,4.46,5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,69,Jaguar,1,2015,8,8,4.46,4.5,,Bushnell,509 E,281203,1934430,
Yalbac510E,510,E,,,50,Jaguar,1,2015,8,8,4.32,4.5,,Moultrie,510 E,281670,1934730,
Yalbac506E,506,E,,,135,Jaguar,1,2015,8,18,0.33,0.5,,Bushnell,506 E,292491,1955895,
Yalbac509E,509,E,,,148,Jaguar,1,2015,9,1,0.44,0.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,150,Jaguar,1,2015,9,1,0.44,0.5,,Bushnell,509 E,281203,1934430,
Yalbac512E,512,E,,,1951,Jaguar,1,2015,9,1,6.26,6,,ScoutGuard,512 E,282178,1935684,
Yalbac509E,509,E,,,151,Jaguar,1,2015,9,2,22.45,23,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,153,Jaguar,1,2015,9,2,22.45,22.5,,Bushnell,509 E,281203,1934430,
Yalbac507E,507,E,,,420,Jaguar,1,2015,9,3,0.37,0.5,,Bushnell,507 E,283482,1934992,
Yalbac503E,503,E,,,640,Jaguar,1,2015,9,9,10.06,10,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,641,Jaguar,1,2015,9,9,10.06,10,,Bushnell,503 E,291322,1957347,
Yalbac505E,505,E,,,64,Jaguar,1,2015,9,9,8.2,8.5,,Moultrie,505 E,290522,1956892,
Yalbac505E,505,E,,,65,Jaguar,1,2015,9,9,8.2,8,,Moultrie,505 E,290522,1956892,
Yalbac509F,509,F,,,27,Jaguar,1,2015,9,19,23.19,23.5,,Bushnell,509F,283280,1934662,
Yalbac511G,511,G,,,43,Jaguar,1,2015,9,28,14.1,14,,Moultrie,511FG,282114,1934484,
Yalbac505F,505,F,,,145,Jaguar,1,2015,11,4,3.59,4,,Moultrie,505F,290310,1956304,
Yalbac511G,511,G,,,129,Jaguar,1,2015,11,9,17.25,17.5,,Moultrie,511FG,282114,1934484,
Yalbac512H,512,H,,,19,Jaguar,1,2015,12,2,16.5,17,,ScoutGuard,512H,283335,1934690.881,
Yalbac507H,507,H,,,55,Jaguar,1,2015,12,5,21.43,21.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac505G,505,G,,,127,Jaguar,1,2015,12,10,3.15,3.5,,Moultrie,505G,291021,1956145,
Yalbac507H,507,H,,,115,Jaguar,1,2015,12,10,16.28,16.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,118,Jaguar,1,2015,12,10,16.43,16.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,232,Jaguar,1,2016,12,14,18.57,19,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,235,Jaguar,1,2016,12,14,19.4,19.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac501f,501,F,,,42,Louisiana waterthrush,1,2015,9,24,14.47,15,,,501F,292314,1958107,
Yalbac501f,501,F,,,53,Louisiana waterthrush,1,2015,9,30,12.01,12,,,501F,292314,1958107,
Yalbac507H,507,H,,,1067,Margay,1,2016,2,27,12.26,12.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507c,507,C,,,85,Margay,1,2015,4,23,5.38,5.5,,Bushnell,507 C,283656,1935412,
Yalbac504D,504,D,,,73,Margay,1,2015,7,5,16.07,16,,Scoutguard,504 D,291590,1956114,
Yalbac512E,512,E,,,167,Margay,1,2015,8,2,1.01,1,,ScoutGuard,512 E,282178,1935684,
Yalbac507E,507,E,,,405,Margay,1,2015,8,29,3.53,4,,Bushnell,507 E,283482,1934992,
Yalbac505F,505,F,,,28,Margay,1,2015,9,16,19.3,19.5,,Moultrie,505F,290310,1956304,
Yalbac509F,509,F,,,54,Margay,1,2015,9,29,3.34,3.5,,Bushnell,509F,283280,1934662,
Yalbac510FG,510,FG,,,75,Margay,1,2015,10,8,22.29,22.5,,Moultrie,510FG,281361,1934328,
Yalbac510FG,510,FG,,,109,Margay,1,2015,11,5,0.4,0.5,,Moultrie,510FG,281361,1934328,
Yalbac511G,511,G,,,157,Margay,1,2015,11,26,20.58,21,,Moultrie,511FG,282114,1934484,
Yalbac503D,503,D,,,415,Mouse,1,2015,6,22,16.21,16.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,574,Mouse,1,2015,7,8,23.4,23.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,700,Mouse,1,2015,7,17,1.48,2,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,25,Mouse,1,2015,7,27,2.42,2.5,,Bushnell,503 D,292559,1958254,
Yalbac504F,504,F,,,8,Nine-banded Armadillo,1,2015,9,16,4.4,4.5,,HCO ScoutGuard,504F,289314,1956370,
Yalbac504D,504,D,,,34,Nine-banded Armadillo,1,2015,6,5,21.31,21.5,,Scoutguard,504 D,291590,1956114,
Yalbac504D,504,D,,,44,Nine-banded Armadillo,1,2015,6,11,1.53,2,,Scoutguard,504 D,291590,1956114,
Yalbac504D,504,D,,,50,Nine-banded Armadillo,1,2015,6,11,22.48,23,,Scoutguard,504 D,291590,1956114,
Yalbac511D,511,D,,,118,Nine-banded Armadillo,1,2015,6,11,1.58,2,,Moultrie,511 D,283157,1935085,
Yalbac503D,503,D,,,280,Nine-banded Armadillo,1,2015,6,13,23.22,23.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,284,Nine-banded Armadillo,1,2015,6,13,23.38,23.5,,Bushnell,503 D,292559,1958254,
Yalbac512E,512,E,,,48,Nine-banded Armadillo,1,2015,7,30,14.45,14.5,,ScoutGuard,512 E,282178,1935684,
Yalbac509E,509,E,,,112,Nine-banded Armadillo,1,2015,8,17,1.18,1.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,113,Nine-banded Armadillo,1,2015,8,17,1.18,1,,Bushnell,509 E,281203,1934430,
Yalbac512E,512,E,,,2939,Nine-banded Armadillo,1,2015,9,14,3.22,3.5,,ScoutGuard,512 E,282178,1935684,
Yalbac510FG,510,FG,,,70,Nine-banded Armadillo,1,2015,10,8,1.51,2,,Moultrie,510FG,281361,1934328,
Yalbac510FG,510,FG,,,85,Nine-banded Armadillo,1,2015,10,19,0.33,0.5,,Moultrie,510FG,281361,1934328,
Yalbac510FG,510,FG,,,170,Nine-banded Armadillo,1,2015,11,24,3.48,3.5,,Moultrie,510FG,281361,1934328,
Yalbac505G,505,G,,,250,Northern Tamandua,1,2016,1,7,6.33,6.5,,Moultrie,505G,291021,1956145,
Yalbac501D,501,D,,,49,Northern Tamandua,1,2015,6,7,1.03,1,,Bushnell,501 D,292588,1957992,
Yalbac506E,506,E,,,226,Northern Tamandua,1,2015,8,28,4.12,4,,Bushnell,506 E,292491,1955895,
Yalbac505F,505,F,,,43,Northern Tamandua,1,2015,9,29,7.33,7.5,,Moultrie,505F,290310,1956304,
Yalbac509F,509,F,,,55,Northern Tamandua,1,2015,10,1,3.37,3.5,,Bushnell,509F,283280,1934662,
Yalbac503G,503,G,,,9,Northern Waterthrush,1,2015,11,17,8.41,8.5,,Bushnell,503G,291304,1957372,
Yalbac503G,503,G,,,17,Northern Waterthrush,1,2015,11,21,9.36,9.5,,Bushnell,503G,291304,1957372,
Yalbac509H,509,H,,,271,Ocellated Turkey,3,2016,1,2,12.46,13,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,274,Ocellated Turkey,3,2016,1,2,15.26,15.5,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,283,Ocellated Turkey,1,2016,1,2,9.08,9,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,289,Ocellated Turkey,1,2016,1,2,12.18,12.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,292,Ocellated Turkey,1,2016,1,2,14.28,14.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,295,Ocellated Turkey,1,2016,1,2,15.12,15,,Moultrie,510H,282719,1935522.766,
Yalbac509H,509,H,,,281,Ocellated Turkey,3,2016,1,3,8,8,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,307,Ocellated Turkey,2,2016,1,3,13.44,13.5,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,157,Ocellated Turkey,1,2016,1,3,14.11,14,,Moultrie,511H,282087,1935456.716,
Yalbac507H,507,H,,,271,Ocellated Turkey,3,2016,1,4,5.44,5.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,310,Ocellated Turkey,2,2016,1,4,7.32,7.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,316,Ocellated Turkey,2,2016,1,4,10.19,10.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,326,Ocellated Turkey,2,2016,1,4,13.11,13,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,162,Ocellated Turkey,1,2016,1,4,14.55,15,,Moultrie,511H,282087,1935456.716,
Yalbac510H,510,H,,,334,Ocellated Turkey,2,2016,1,5,7.02,7,,Moultrie,510H,282719,1935522.766,
Yalbac509H,509,H,,,308,Ocellated Turkey,1,2016,1,6,16.26,16.5,,Bushnell,509H,283730,1935382.07,
Yalbac506G,506,G,,,598,Ocellated Turkey,1,2016,1,7,13.08,13,,Bushnell,506G,292534,1956194,
Yalbac507H,507,H,,,328,Ocellated Turkey,1,2016,1,7,5.14,5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac509H,509,H,,,310,Ocellated Turkey,1,2016,1,7,13.29,13.5,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,313,Ocellated Turkey,1,2016,1,7,14.28,14.5,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,319,Ocellated Turkey,1,2016,1,8,6.38,6.5,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,373,Ocellated Turkey,1,2016,1,8,9.58,10,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,223,Ocellated Turkey,1,2016,1,8,16.35,16.5,,Moultrie,511H,282087,1935456.716,
Yalbac510H,510,H,,,391,Ocellated Turkey,1,2016,1,12,8.54,9,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,394,Ocellated Turkey,1,2016,1,12,15.4,15.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,407,Ocellated Turkey,1,2016,1,12,17.2,17.5,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,364,Ocellated Turkey,1,2016,1,13,8.02,8,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,367,Ocellated Turkey,1,2016,1,13,12.26,12.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,413,Ocellated Turkey,1,2016,1,13,7.12,7,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,421,Ocellated Turkey,1,2016,1,13,7.15,7.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,430,Ocellated Turkey,1,2016,1,13,8.54,9,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,440,Ocellated Turkey,1,2016,1,13,13.44,13.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,442,Ocellated Turkey,1,2016,1,13,15.17,15.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,454,Ocellated Turkey,1,2016,1,13,17.38,17.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,463,Ocellated Turkey,1,2016,1,14,7.11,7,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,466,Ocellated Turkey,1,2016,1,14,8.53,9,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,469,Ocellated Turkey,1,2016,1,14,9.2,9.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,475,Ocellated Turkey,1,2016,1,14,12.17,12.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,478,Ocellated Turkey,1,2016,1,14,16.45,17,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,484,Ocellated Turkey,1,2016,1,14,17.38,17.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,491,Ocellated Turkey,1,2016,1,15,7.08,7,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,517,Ocellated Turkey,1,2016,1,15,16.07,16,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,415,Ocellated Turkey,1,2016,1,16,13.17,13.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,529,Ocellated Turkey,1,2016,1,16,16.06,16,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,263,Ocellated Turkey,1,2016,1,16,7.09,7,,Moultrie,511H,282087,1935456.716,
Yalbac511H,511,H,,,265,Ocellated Turkey,1,2016,1,16,14.55,15,,Moultrie,511H,282087,1935456.716,
Yalbac510H,510,H,,,535,Ocellated Turkey,1,2016,1,17,7.29,7.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,541,Ocellated Turkey,1,2016,1,17,8.47,9,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,544,Ocellated Turkey,1,2016,1,17,11.59,12,,Moultrie,510H,282719,1935522.766,
Yalbac509H,509,H,,,424,Ocellated Turkey,1,2016,1,18,10.54,11,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,427,Ocellated Turkey,1,2016,1,18,13.58,14,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,435,Ocellated Turkey,1,2016,1,18,17.32,17.5,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,440,Ocellated Turkey,1,2016,1,19,9.44,9.5,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,442,Ocellated Turkey,1,2016,1,19,12.49,13,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,580,Ocellated Turkey,1,2016,1,19,15.5,16,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,541,Ocellated Turkey,1,2016,1,20,14.1,14,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,583,Ocellated Turkey,1,2016,1,20,7.08,7,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,322,Ocellated Turkey,1,2016,1,20,14.41,14.5,,Moultrie,511H,282087,1935456.716,
Yalbac507H,507,H,,,547,Ocellated Turkey,1,2016,1,21,11.32,11.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,598,Ocellated Turkey,1,2016,1,21,17.47,18,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,550,Ocellated Turkey,1,2016,1,22,8.25,8.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,604,Ocellated Turkey,1,2016,1,22,14.47,15,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,610,Ocellated Turkey,1,2016,1,22,16.59,17,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,613,Ocellated Turkey,1,2016,1,22,17.52,18,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,562,Ocellated Turkey,1,2016,1,23,13.25,13.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,616,Ocellated Turkey,1,2016,1,23,6.55,7,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,625,Ocellated Turkey,1,2016,1,23,15.19,15,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,631,Ocellated Turkey,1,2016,1,23,16.3,16.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,632,Ocellated Turkey,1,2016,1,23,18,18,,Moultrie,510H,282719,1935522.766,
Yalbac509H,509,H,,,1300,Ocellated Turkey,1,2016,1,24,16.01,16,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,637,Ocellated Turkey,1,2016,1,24,6.5,7,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,646,Ocellated Turkey,1,2016,1,24,14.51,15,,Moultrie,510H,282719,1935522.766,
Yalbac509H,509,H,,,1576,Ocellated Turkey,1,2016,1,25,13.44,13.5,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,1594,Ocellated Turkey,1,2016,1,25,14.28,14.5,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,1600,Ocellated Turkey,1,2016,1,25,15.46,16,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,664,Ocellated Turkey,1,2016,1,26,7.03,7,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,682,Ocellated Turkey,1,2016,1,27,15.24,15.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,685,Ocellated Turkey,1,2016,1,28,8.01,8,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,679,Ocellated Turkey,1,2016,1,29,12.08,12,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,700,Ocellated Turkey,1,2016,1,29,15.11,15,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,436,Ocellated Turkey,1,2016,1,29,4.51,5,,Moultrie,511H,282087,1935456.716,
Yalbac507H,507,H,,,685,Ocellated Turkey,1,2016,1,30,15.03,15,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,710,Ocellated Turkey,1,2016,1,30,11.39,11.5,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,439,Ocellated Turkey,1,2016,1,30,10.24,10.5,,Moultrie,511H,282087,1935456.716,
Yalbac510H,510,H,,,718,Ocellated Turkey,1,2016,1,31,15.07,15,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,724,Ocellated Turkey,1,2016,1,31,16.39,16.5,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,694,Ocellated Turkey,1,2016,2,1,8.31,8.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,730,Ocellated Turkey,1,2016,2,1,14.37,14.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,733,Ocellated Turkey,1,2016,2,1,17.53,18,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,739,Ocellated Turkey,1,2016,2,2,7.43,7.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,745,Ocellated Turkey,1,2016,2,2,8.03,8,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,721,Ocellated Turkey,1,2016,2,3,12.41,12.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac509H,509,H,,,2137,Ocellated Turkey,1,2016,2,3,10.26,10.5,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,2140,Ocellated Turkey,1,2016,2,3,16.48,17,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,2143,Ocellated Turkey,1,2016,2,4,7.43,7.5,,Bushnell,509H,283730,1935382.07,
Yalbac507H,507,H,,,745,Ocellated Turkey,1,2016,2,6,8.41,8.5,Time off,Bushnell,507H,283483,1934993.94,
