Location,Cam nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour_exact,Hour_BERDS,Comment,Camera Brand,,,,
Yalbac404F,404,F,304653,1927840,1158,Paca,1,2015,2,13,1.33,,,ScoutGuard,,,,
Yalbac404F,404,F,304653,1927840,1187,Paca,1,2015,2,13,19,,,ScoutGuard,,,,
Yalbac404F,404,F,304653,1927840,1207,Paca,1,2015,2,14,23.04,,,ScoutGuard,,,,
Yalbac404F,404,F,304653,1927840,1212,Paca,1,2015,2,15,19.08,,,ScoutGuard,,,,
Yalbac404F,404,F,304653,1927840,1213,Paca,1,2015,2,15,22.21,,,ScoutGuard,,,,
Yalbac404F,404,F,304653,1927840,1226,Paca,1,2015,2,17,19.13,,,ScoutGuard,,,,
Yalbac407D,407,D,283444,1934825,58,Plain Chachalaca,1,2014,9,24,12.03,,,Bushnell,,,,
Yalbac407E,407,E,284554,1935262,277,Plain Chachalaca,4,2014,11,29,9.56,,,Bushnell,,,,
Yalbac404B,404,B,305818,1928442,30,Plain Chachalaca,1,2014,4,27,13.09,13,,HCO ScoutGuard,,,,
Yalbac409C,409,C,287509,1932206,37,Plain Chachalaca,3,2014,6,8,12.4,12.5,,Moultrie,,,,
Yalbac401c,401,C,305786,1928483,39,Plain Chachalaca,3,2014,6,9,8.05,8,,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,62,Plain Chachalaca,4,2014,6,12,14.52,14.5,,Moultrie,,,,
Yalbac407C,407,C,287745,1932109,204,Plain Chachalaca,1,2014,6,29,15.46,15.5,,Bushnell,,,,
Yalbac407C,407,C,287745,1932109,239,Plain Chachalaca,2,2014,7,6,6.3,6.5,,Bushnell,,,,
Yalbac409C,409,C,287509,1932206,198,Plain Chachalaca,1,2014,7,7,7.13,7,,Moultrie,,,,
Yalbac410A,410,A,282533,1934009,1,Puma,1,2014,3,18,18.36,18.5,,Moultrie,,,,
Yalbac409A,409,A,283362,1934000,79,Puma,1,2014,3,21,19.43,19.5,,Moultriecam,,,,
Yalbac406A,406,A,283348,1933228,27,Puma,1,2014,3,22,5.2,5,,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,134,Puma,1,2014,3,30,19.01,19,,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,279,Puma,1,2014,4,14,19.06,19,,Bushnell,,,,
Yalbac407A,407,A,282835,1934017,62,Puma,1,2014,4,15,4.19,4,,Bushnell,,,,
Yalbac410A,410,A,282533,1934009,91,Puma,1,2014,4,15,4.39,4.5,,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,394,Puma,1,2014,4,17,22.08,22,,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,219,Puma,1,2014,4,18,4.03,4,,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,109,Puma,1,2014,4,27,5.32,5.5,,Bushnell,,,,
Yalbac409B,409,B,283090,1934101,59,Puma,1,2014,5,8,5.5,5.5,,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,377,Puma,1,2014,5,9,21.05,21,,Bushnell,,,,
Yalbac405B,405,B,283454,1932033,299,Puma,1,2014,5,11,18.09,18,,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,544,Puma,2,2014,5,17,16.11,16,1 cob one adults,Bushnell,,,,
Yalbac407B,407,B,282356,1934101,20,Puma,1,2014,5,17,7.06,7,,Bushnell,,,,
Yalbac412B,412,B,283420,1931719,258,Puma,1,2014,5,23,19.01,19,,HCO ScoutGuard,,,,
Yalbac406B,406,B,283558,1934171,771,Puma,1,2014,5,26,2.16,2,,Bushnell,,,,
Yalbac406C,406,C,283359,1934195,22,Puma,1,2014,5,28,17.19,17,,Bushnell,,,,
Yalbac405C,405,C,283406,1933798,49,Puma,1,2014,6,2,21.03,21,,Moultrie,,,,
Yalbac406C,406,C,283359,1934195,47,Puma,1,2014,6,2,20.23,20,"male, deficating/ urinating",Bushnell,,,,
Yalbac408C,408,C,283344,1933425,71,Puma,1,2014,6,2,21.11,21,,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,52,Puma,1,2014,6,2,21.26,21,,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,28,Puma,1,2014,6,2,19.51,19.5,,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,102,Puma,1,2014,6,6,13.11,13,,HCO ScoutGuard,,,,
Yalbac401c,401,C,305786,1928483,43,Puma,1,2014,6,11,12.14,12,,Moultrie,,,,
Yalbac412C,412,C,282701,1934210,55,Puma,1,2014,6,15,23.55,23.5,,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,217,Puma,1,2014,6,21,15.48,15.5,,HCO ScoutGuard,,,,
Yalbac405C,405,C,283406,1933798,184,Puma,1,2014,6,22,7.16,7.5,individual apparently deficating infront of camera,Moultrie,,,,
Yalbac405C,405,C,283406,1933798,196,Puma,1,2014,6,22,22.52,22.5,,Moultrie,,,,
Yalbac406C,406,C,283359,1934195,153,Puma,1,2014,6,22,10.34,10.5,,Bushnell,,,,
Yalbac406C,406,C,283359,1934195,155,Puma,1,2014,6,22,23.11,23,,Bushnell,,,,
Yalbac408C,408,C,283344,1933425,232,Puma,1,2014,6,22,19.29,19,,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,132,Puma,1,2014,6,22,19.2,19,looks skinny,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,251,Puma,1,2014,6,26,16.19,16,,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,167,Puma,1,2014,6,26,15.32,15.5,,HCO ScoutGuard,,,,
Yalbac405C,405,C,283406,1933798,238,Puma,1,2014,6,28,19.52,19.5,,Moultrie,,,,
Yalbac408C,408,C,283344,1933425,278,Puma,1,2014,6,28,19.26,19,,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,201,Puma,1,2014,6,28,19.17,19,,HCO ScoutGuard,,,,
Yalbac409C,409,C,287509,1932206,157,Puma,1,2014,7,1,6.02,6,,Moultrie,,,,
Yalbac405C,405,C,283406,1933798,277,Puma,1,2014,7,3,3.39,3.5,,Moultrie,,,,
Yalbac408C,408,C,283344,1933425,383,Puma,1,2014,7,3,1.36,1.5,,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,223,Puma,1,2014,7,3,1.31,1.5,"low body condition, skinny",HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,396,Puma,1,2014,7,10,5.39,5.5,,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,146,Puma,1,2014,7,10,6.31,6.5,,HCO ScoutGuard,,,,
Yalbac410C,410,C,286612,1934360,325,Puma,1,2014,7,13,19.5,19.5,,Moultrie,,,,
Yalbac406C,406,C,283359,1934195,192,Puma,1,2014,7,14,6.42,6.42,,Bushnell,,,,
Yalbac409C,409,C,287509,1932206,271,Puma,1,2014,7,17,16.58,16.5,"animal very skinny, bones are noticable",Moultrie,,,,
Yalbac405,405,C2,283406,1933798,13,Puma,1,2014,7,19,20.2,20,,Moultricam,,,,
Yalbac406,406,C2,283359,1934195,22,Puma,1,2014,7,20,0.37,0.5,,Bushnell,,,,
Yalbac407,407,C2,287745,1932109,10,Puma,1,2014,7,20,10.52,10.5,male,Bushnell,,,,
Yalbac408,408,C2,283344,1933425,111,Puma,1,2014,7,20,0.21,0,,HCO ScoutGuard,,,,
Yalbac405,405,C2,283406,1933798,40,Puma,1,2014,7,24,8.11,8,,Moultricam,,,,
Yalbac413C,413,C2,302854,1927594,78,Puma,1,2014,7,28,0.02,0,,Bushnell,,,,
Yalbac405,405,C2,283406,1933798,73,Puma,1,2014,7,29,10.18,10,apparent with butflies on the back and hind leg,Moultricam,,,,
Yalbac409,409,C2,287509,1932206,11,Puma,1,2014,8,1,21.42,21.5,,Moultricam,,,,
Yalbac402,402,C2,303764,1927657,26,Puma,1,2014,8,2,1.38,1.5,,Bushnell,,,,
Yalbac407,407,C2,287745,1932109,26,Puma,1,2014,8,2,21.45,21.5,,Bushnell,,,,
Yalbac410,410,C2,286612,1934360,67,Puma,1,2014,8,6,12.45,12.5,,Moultricam,,,,
Yalbac406,406,C2,283359,1934195,149,Puma,1,2014,8,12,4.17,4,male,Bushnell,,,,
Yalbac408,408,C2,283344,1933425,903,Puma,1,2014,8,13,6.25,6,,HCO ScoutGuard,,,,
Yalbac405,405,C2,283406,1933798,209,Puma,1,2014,8,19,7.09,7,animal looks a little starved,Moultricam,,,,
Yalbac409,409,C2,287509,1932206,121,Puma,1,2014,8,19,23.56,23.5,,Moultricam,,,,
Yalbac405,405,C2,283406,1933798,225,Puma,1,2014,8,20,3.56,3.5,,Moultricam,,,,
Yalbac407,407,C2,287745,1932109,80,Puma,1,2014,8,20,23.3,23.5,,Bushnell,,,,
Yalbac408,408,C2,283344,1933425,1258,Puma,1,2014,9,9,9.34,9.5,,HCO ScoutGuard,,,,
Yalbac412D,412,D,283343,1933216,43,Puma,1,2014,9,23,16.45,,,ScoutGuard,,,,
Yalbac406D,406,D,292120,1930183,43,Puma,1,2014,9,28,16.59,,,Bushnell,,,,
Yalbac405D,405,D,283565,1934622,79,Puma,1,2014,9,30,7.39,,,Moultrie,,,,
Yalbac412D,412,D,283343,1933216,97,Puma,1,2014,9,30,8.06,,,ScoutGuard,,,,
Yalbac412D,412,D,283343,1933216,100,Puma,1,2014,10,1,6.34,,,ScoutGuard,,,,
Yalbac413D,413,D,302850,1927087,112,Puma,1,2014,10,1,7.44,,,Bushnell,,,,
Yalbac412D,412,D,283343,1933216,146,Puma,1,2014,10,3,22.29,,,ScoutGuard,,,,
Yalbac405D,405,D,283565,1934622,119,Puma,1,2014,10,6,16.12,,,Moultrie,,,,
Yalbac412D,412,D,283343,1933216,503,Puma,1,2014,10,6,9.2,,,ScoutGuard,,,,
Yalbac412D,412,D,283343,1933216,1224,Puma,1,2014,10,19,9.41,,,ScoutGuard,,,,
Yalbac405D,405,D,283565,1934622,163,Puma,1,2014,10,20,15.24,,,Moultrie,,,,
Yalbac409D,409,D,283208,1934953,34,Puma,1,2014,10,20,15.53,,,Moultrie,,,,
Yalbac407D,407,D,283444,1934825,121,Puma,1,2014,10,22,1.09,,,Bushnell,,,,
Yalbac412D,412,D,283343,1933216,1318,Puma,1,2014,10,23,11.01,,,ScoutGuard,,,,
Yalbac412E,412,E,283384,1933012,114,Puma,1,2014,11,9,19.31,,,ScoutGuard,,,,
Yalbac407E,407,E,284554,1935262,145,Puma,1,2014,11,15,17.17,,,Bushnell,,,,
Yalbac412E,412,E,283384,1933012,212,Puma,1,2014,12,2,2.33,,,ScoutGuard,,,,
Yalbac407E,407,E,284554,1935262,328,Puma,1,2014,12,4,3.13,,,Bushnell,,,,
Yalbac407E,407,E,284554,1935262,436,Puma,1,2014,12,16,1.15,,,Bushnell,,,,
Yalbac407F,407,F,288175,1935951,16,Puma,1,2014,12,23,0.2,,,Bushnell,,,,
Yalbac409F,409,F,290371,1936481,4,Puma,1,2014,12,25,4.49,,,Moultrie,,,,
Yalbac409F,409,F,290371,1936481,15,Puma,1,2014,12,26,6.04,,,Moultrie,,,,
Yalbac409F,409,F,290371,1936481,19,Puma,2,2014,12,26,11.19,,,Moultrie,,,,
Yalbac405F,405,F,285409,1935699,61,Puma,1,2015,1,4,2.18,,,Moultrie,,,,
Yalbac407F,407,F,288175,1935951,94,Puma,1,2015,1,9,9,,,Bushnell,,,,
Yalbac407F,407,F,288175,1935951,124,Puma,1,2015,1,16,15.49,,,Bushnell,,,,
Yalbac407F,407,F,288175,1935951,127,Puma,1,2015,1,16,22.07,,,Bushnell,,,,
Yalbac407F,407,F,288175,1935951,142,Puma,1,2015,1,17,22.45,,,Bushnell,,,,
Yalbac405F,405,F,285409,1935699,103,Puma,1,2015,1,19,13.14,,,Moultrie,,,,
Yalbac409F,409,F,290371,1936481,124,Puma,1,2015,1,19,0.44,,,Moultrie,,,,
Yalbac409F,409,F,290371,1936481,130,Puma,1,2015,1,19,1.26,,,Moultrie,,,,
Yalbac404F,404,F,304653,1927840,927,Puma,1,2015,1,24,5.43,,,ScoutGuard,,,,
Yalbac409F,409,F,290371,1936481,352,Puma,1,2015,2,12,13.1,,,Moultrie,,,,
Yalbac403F,403,F,291689,1929549,922,Racoon,1,2015,2,5,0.54,,,Bushnell,,,,
Yalbac411F,411,F,291694,1928983,1766,Racoon,1,2015,2,5,0.52,,,ScoutGuard,,,,
Yalbac407A,407,A,282835,1934017,147,Rat,1,2014,4,18,20.31,20.5,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,516,Rat,1,2014,5,16,20.24,20,,Bushnell,,,,
Yalbac412C,412,C,282701,1934210,20,Rat,1,2014,5,31,1.54,1.5,,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,32,Rat,1,2014,6,3,22.45,22.5,,HCO ScoutGuard,,,,
Yalbac406C,406,C,283359,1934195,138,Rat,1,2014,6,18,23.59,23.5,,Bushnell,,,,
Yalbac406C,406,C,283359,1934195,183,Rat,1,2014,7,9,2.26,2,,Bushnell,,,,
Yalbac402,402,C2,303764,1927657,12,Rat,1,2014,7,22,0.53,0.5,,Bushnell,,,,
Yalbac403D,403,D,290967,1926303,7,Rat,1,2014,9,20,2.39,,,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,19,Red Brocket Deer,1,2014,3,20,7.36,7.5,,Bushnell,,,,
Yalbac401a,401,A,299505,1927437,49,Red Brocket Deer,1,2014,3,28,11.54,11.5,female,Moultrie,,,,
Yalbac401a,401,A,299505,1927437,76,Red Brocket Deer,1,2014,4,2,4.47,4.5,female,Moultrie,,,,
Yalbac403A,403,A,291031,1926154,605,Red Brocket Deer,1,2014,4,5,19.27,19,female,Bushnell,,,,
Yalbac407A,407,A,282835,1934017,51,Red Brocket Deer,1,2014,4,6,13.13,13,male,Bushnell,,,,
Yalbac407A,407,A,282835,1934017,52,Red Brocket Deer,1,2014,4,6,19.08,19,,Bushnell,,,,
Yalbac401a,401,A,299505,1927437,88,Red Brocket Deer,1,2014,4,12,19.34,19.5,male,Moultrie,,,,
Yalbac403A,403,A,291031,1926154,717,Red Brocket Deer,1,2014,4,13,8.28,8,,Bushnell,,,,
Yalbac409B,409,B,283090,1934101,25,Red Brocket Deer,1,2014,4,26,22.33,22.5,,Moultrie,,,,
Yalbac411B,411,B,283544,1931474,99,Red Brocket Deer,1,2014,4,26,9.26,9,male,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,218,Red Brocket Deer,2,2014,4,27,10.21,10,,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,139,Red Brocket Deer,1,2014,4,30,8.28,8,male,Moultrie,,,,
Yalbac404B,404,B,305818,1928442,34,Red Brocket Deer,1,2014,5,1,10.47,10.5,male,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,196,Red Brocket Deer,1,2014,5,3,7.16,7,,Moultrie,,,,
Yalbac409B,409,B,283090,1934101,44,Red Brocket Deer,1,2014,5,4,5.1,5,male,Moultrie,,,,
Yalbac411B,411,B,283544,1931474,359,Red Brocket Deer,1,2014,5,4,7.12,7,,HCO ScoutGuard,,,,
Yalbac409B,409,B,283090,1934101,56,Red Brocket Deer,1,2014,5,6,20.33,20.5,male,Moultrie,,,,
Yalbac409B,409,B,283090,1934101,62,Red Brocket Deer,1,2014,5,9,4.46,4.5,male,Moultrie,,,,
Yalbac403B,403,B,291227,1926257,58,Red Brocket Deer,1,2014,5,10,8.55,8.5,female,Bushnell,,,,
Yalbac408B,408,B,284005,1935106,78,Red Brocket Deer,1,2014,5,10,7.17,7,,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,310,Red Brocket Deer,1,2014,5,16,8.53,8.5,male,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,465,Red Brocket Deer,1,2014,5,16,3.11,3,,Bushnell,,,,
Yalbac409B,409,B,283090,1934101,94,Red Brocket Deer,1,2014,5,16,23.07,23,male,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,540,Red Brocket Deer,1,2014,5,17,14.1,14,male,Bushnell,,,,
Yalbac405B,405,B,283454,1932033,313,Red Brocket Deer,1,2014,5,18,3.52,3.5,male,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,320,Red Brocket Deer,1,2014,5,19,3.26,3,male,Moultrie,,,,
Yalbac409B,409,B,283090,1934101,103,Red Brocket Deer,1,2014,5,19,4.06,4,male,Moultrie,,,,
Yalbac412B,412,B,283420,1931719,245,Red Brocket Deer,1,2014,5,19,7.13,7,,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,323,Red Brocket Deer,1,2014,5,20,7.1,7,apparent first year individual ,Moultrie,,,,
Yalbac408B,408,B,284005,1935106,97,Red Brocket Deer,1,2014,5,20,7.23,7,male,HCO ScoutGuard,,,,
Yalbac409B,409,B,283090,1934101,107,Red Brocket Deer,1,2014,5,20,12.08,12,mlae,Moultrie,,,,
Yalbac403B,403,B,291227,1926257,141,Red Brocket Deer,1,2014,5,21,8.02,8,,Bushnell,,,,
Yalbac405B,405,B,283454,1932033,329,Red Brocket Deer,1,2014,5,21,14.12,14,,Moultrie,,,,
Yalbac403B,403,B,291227,1926257,158,Red Brocket Deer,1,2014,5,24,12.18,12,,Bushnell,,,,
Yalbac409B,409,B,283090,1934101,120,Red Brocket Deer,1,2014,5,25,4.52,4.5,,Moultrie,,,,
Yalbac409B,409,B,283090,1934101,128,Red Brocket Deer,1,2014,5,25,15.02,15,,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,781,Red Brocket Deer,1,2014,5,26,12.12,12,,Bushnell,,,,
Yalbac403B,403,B,291227,1926257,171,Red Brocket Deer,1,2014,5,27,4.41,4.5,,Bushnell,,,,
Yalbac403B,403,B,291227,1926257,173,Red Brocket Deer,1,2014,5,27,4.42,4.5,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,807,Red Brocket Deer,1,2014,5,27,11.18,11,,Bushnell,,,,
Yalbac404C,404,C,304607,1927908,34,Red Brocket Deer,1,2014,6,1,7.48,7.5,,HCO ScoutGuard,,,,
Yalbac409C,409,C,287509,1932206,28,Red Brocket Deer,1,2014,6,7,17.53,17.5,male,Moultrie,,,,
Yalbac404C,404,C,304607,1927908,54,Red Brocket Deer,1,2014,6,10,17.47,17.5,male,HCO ScoutGuard,,,,
Yalbac403C,403,C,290976,1926510,105,Red Brocket Deer,1,2014,6,11,12.06,12,,Bushnell,,,,
Yalbac405C,405,C,283406,1933798,121,Red Brocket Deer,1,2014,6,12,18.05,18,male,Moultrie,,,,
Yalbac403C,403,C,290976,1926510,132,Red Brocket Deer,1,2014,6,14,10.52,10.5,,Bushnell,,,,
Yalbac407C,407,C,287745,1932109,95,Red Brocket Deer,1,2014,6,15,5.08,5,,Bushnell,,,,
Yalbac407C,407,C,287745,1932109,97,Red Brocket Deer,1,2014,6,15,7.51,7.5,,Bushnell,,,,
Yalbac409C,409,C,287509,1932206,82,Red Brocket Deer,1,2014,6,15,5.14,5,,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,89,Red Brocket Deer,1,2014,6,15,7.13,7,,Moultrie,,,,
Yalbac408C,408,C,283344,1933425,161,Red Brocket Deer,1,2014,6,16,8.49,8.5,,HCO ScoutGuard,,,,
Yalbac410C,410,C,286612,1934360,175,Red Brocket Deer,1,2014,6,16,7.04,7,,Moultrie,,,,
Yalbac403C,403,C,290976,1926510,147,Red Brocket Deer,1,2014,6,18,13.07,13,,Bushnell,,,,
Yalbac405C,405,C,283406,1933798,176,Red Brocket Deer,1,2014,6,21,9.35,9.5,,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,202,Red Brocket Deer,1,2014,6,24,12.12,12,male,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,209,Red Brocket Deer,1,2014,6,25,7.17,7,,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,136,Red Brocket Deer,1,2014,6,28,10.11,10,,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,170,Red Brocket Deer,1,2014,7,1,22.22,22,male,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,176,Red Brocket Deer,1,2014,7,2,10.12,10,,Moultrie,,,,
Yalbac412C,412,C,282701,1934210,116,Red Brocket Deer,1,2014,7,2,8.29,8,male,HCO ScoutGuard,,,,
Yalbac403C,403,C,290976,1926510,177,Red Brocket Deer,1,2014,7,4,16.46,16.5,,Bushnell,,,,
Yalbac412C,412,C,282701,1934210,139,Red Brocket Deer,1,2014,7,4,9.44,9.5,male,HCO ScoutGuard,,,,
Yalbac409C,409,C,287509,1932206,179,Red Brocket Deer,1,2014,7,5,10.28,10,,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,181,Red Brocket Deer,1,2014,7,6,18.26,18,,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,285,Red Brocket Deer,1,2014,7,6,5.26,5,,Moultrie,,,,
Yalbac409C,409,C,287509,1932206,200,Red Brocket Deer,1,2014,7,7,8.07,8,male,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,286,Red Brocket Deer,1,2014,7,7,5.4,5.5,,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,291,Red Brocket Deer,1,2014,7,7,22.59,22.5,male,Moultrie,,,,
Yalbac412C,412,C,282701,1934210,145,Red Brocket Deer,1,2014,7,8,7.42,7.5,male,HCO ScoutGuard,,,,
Yalbac413C,413,C,302854,1927594,5699,Red Brocket Deer,1,2014,7,8,23.34,23.5,,Bushnell,,,,
Yalbac409C,409,C,287509,1932206,241,Red Brocket Deer,1,2014,7,11,16.14,16,,Moultrie,,,,
Yalbac404C,404,C,304607,1927908,646,Red Brocket Deer,1,2014,7,13,11.41,11.5,female,HCO ScoutGuard,,,,
Yalbac409C,409,C,287509,1932206,265,Red Brocket Deer,1,2014,7,13,12.1,12,,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,322,Red Brocket Deer,1,2014,7,13,2.5,5,,Moultrie,,,,
Yalbac407C,407,C,287745,1932109,251,Red Brocket Deer,1,2014,7,16,8.12,8,male,Bushnell,,,,
Yalbac411C,411,C,283393,1933215,273,Red Brocket Deer,1,2014,7,16,8.25,8,,HCO ScoutGuard,,,,
Yalbac410C,410,C,286612,1934360,331,Red Brocket Deer,1,2014,7,18,9.08,9,,Moultrie,,,,
Yalbac409D,409,D,283208,1934953,14,Red Brocket Deer,1,2014,10,2,11.36,,,Moultrie,,,,
Yalbac402D,402,D,303878,1927199,82,Red Brocket Deer,1,2014,10,12,15.47,,,Bushnell,,,,
Yalbac402D,402,D,303878,1927199,127,Red Brocket Deer,1,2014,10,31,7.24,,,Bushnell,,,,
Yalbac409D,409,D,283208,1934953,61,Red Brocket Deer,1,2014,11,1,7.21,,,Moultrie,,,,
Yalbac403D,403,D,290967,1926303,218,Red Brocket Deer,1,2014,11,3,10.21,,,Bushnell,,,,
Yalbac406E,406,E,286926,1935340,7,Red Brocket Deer,1,2014,11,8,7.32,,,Bushnell,,,,
Yalbac409E,409,E,283847,1934963,10,Red Brocket Deer,1,2014,11,12,14.19,,,Moultrie,,,,
Yalbac403E,403,E,287303,1935282,22,Red Brocket Deer,1,2014,11,13,2.36,,,Bushnell,,,,
Yalbac409E,409,E,283847,1934963,22,Red Brocket Deer,1,2014,11,13,10.42,,,Moultrie,,,,
Yalbac403E,403,E,287303,1935282,76,Red Brocket Deer,1,2014,11,29,5.45,,,Bushnell,,,,
Yalbac403E,403,E,287303,1935282,114,Red Brocket Deer,1,2014,11,30,7.34,,,Bushnell,,,,
Yalbac403E,403,E,287303,1935282,118,Red Brocket Deer,1,2014,12,1,5.39,,,Bushnell,,,,
Yalbac403E,403,E,287303,1935282,139,Red Brocket Deer,1,2014,12,11,2.05,,,Bushnell,,,,
Yalbac409E,409,E,283847,1934963,28,Red Brocket Deer,1,2014,12,11,13.15,,,Moultrie,,,,
Yalbac402E,402,E,303760,1927582,139,Red Brocket Deer,1,2014,12,16,7.44,,,Bushnell,,,,
Yalbac406E,406,E,286926,1935340,46,Red Brocket Deer,1,2014,12,16,21.44,,,Bushnell,,,,
Yalbac409F,409,F,290371,1936481,28,Red Brocket Deer,1,2015,1,6,10.23,,,Moultrie,,,,
Yalbac409F,409,F,290371,1936481,118,Red Brocket Deer,1,2015,1,17,8.46,,,Moultrie,,,,
Yalbac405F,405,F,285409,1935699,178,Red Brocket Deer,1,2015,2,1,1.48,,,Moultrie,,,,
Yalbac403F,403,F,291689,1929549,910,Red Brocket Deer,1,2015,2,2,13.05,,,Bushnell,,,,
Yalbac409F,409,F,290371,1936481,337,Red Brocket Deer,1,2015,2,5,9.37,,,Moultrie,,,,
Yalbac409F,409,F,290371,1936481,341,Red Brocket Deer,1,2015,2,5,17.07,,,Moultrie,,,,
Yalbac404F,404,F,304653,1927840,1037,Red Brocket Deer,1,2015,2,6,14.21,,,ScoutGuard,,,,
Yalbac410,410,C2,286612,1934360,13,Red Brocket Deer,1,2014,7,22,16.27,16,,Moultricam,,,,
Yalbac409,409,C2,287509,1932206,1,Red Brocket Deer,1,2014,7,23,19.53,19.5,need to check the dates,Moultricam,,,,
Yalbac407,407,C2,287745,1932109,14,Red Brocket Deer,1,2014,7,26,7.52,7.5,,Bushnell,,,,
Yalbac403,403,C2,290976,1926510,21,Red Brocket Deer,1,2014,7,29,8.04,8,,Bushnell,,,,
Yalbac403,403,C2,290976,1926510,23,Red Brocket Deer,1,2014,7,29,14.55,14.5,,Bushnell,,,,
Yalbac409,409,C2,287509,1932206,19,Red Brocket Deer,1,2014,8,1,0.36,0,,Moultricam,,,,
Yalbac409,409,C2,287509,1932206,38,Red Brocket Deer,1,2014,8,1,9.49,9.5,,Moultricam,,,,
Yalbac402,402,C2,303764,1927657,37,Red Brocket Deer,1,2014,8,9,0.35,0.5,male,Bushnell,,,,
Yalbac413C,413,C2,302854,1927594,204,Red Brocket Deer,1,2014,8,12,15.04,15,,Bushnell,,,,
Yalbac401,401,C2,306148,1928079,122,Red Brocket Deer,1,2014,8,16,8.39,8.5,,Moultricam,,,,
Yalbac409,409,C2,287509,1932206,125,Red Brocket Deer,1,2014,8,20,5.12,5,,Moultricam,,,,
Yalbac407,407,C2,287745,1932109,97,Red Brocket Deer,1,2014,8,24,10.53,10.5,male,Bushnell,,,,
Yalbac409,409,C2,287509,1932206,127,Red Brocket Deer,1,2014,8,31,10.36,10.5,,Moultricam,,,,
Yalbac402,402,C2,303764,1927657,175,Red Brocket Deer,1,2014,9,4,9.11,9,,Bushnell,,,,
Yalbac402,402,C2,303764,1927657,202,Red Brocket Deer,1,2014,9,9,7.47,7.5,,Bushnell,,,,
Yalbac402,402,C2,303764,1927657,215,Red Brocket Deer,1,2014,9,10,6.27,6.5,male,Bushnell,,,,
Yalbac402,402,C2,303764,1927657,218,Red Brocket Deer,1,2014,9,10,7.56,7.5,,Bushnell,,,,
Yalbac403,403,C2,290976,1926510,411,Red Brocket Deer,1,2014,9,15,2.4,2.5,,Bushnell,,,,
Yalbac403,403,C2,290976,1926510,416,Red Brocket Deer,1,2014,9,17,15.11,15,,Bushnell,,,,
Yalbac409,409,C2,287509,1932206,163,Red Brocket Deer,1,2014,9,17,9.41,9.41,,Moultricam,,,,
Yalbac402D,402,D,303878,1927199,25,Red Brocket Deer,1,2014,9,21,9.14,,,Bushnell,,,,
Yalbac401D,401,D,305786,1928483,91,Red Brocket Deer,1,2014,10,31,13.11,,,Moultricam,,,,
Yalbac413C,413,C,302854,1927594,141,Red-billed Pigeon,1,2014,6,1,12.41,12.5,,Bushnell,,,,
Yalbac413E,413,E,305716,1928611,358,Rodent,1,2014,11,18,21.19,,,ScoutGuard,,,,
Yalbac413E,413,E,305716,1928611,359,Rodent,1,2014,11,19,18.26,,,ScoutGuard,,,,
