Location,Cam nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour_exact,Hour_BERDS,Comment,Camera Brand,,,,
Yalbac406B,406,B,283558,1934171,754,Gray-necked Woodrail,1,2014,5,24,17.53,17.5,,Bushnell,,,,
Yalbac403C,403,C,290976,1926510,29,Gray-necked Woodrail,1,2014,6,4,16.25,16,,Bushnell,,,,
Yalbac401,401,C2,306148,1928079,80,Great Black Hawk,1,2014,8,7,11.59,11.5,,Moultricam,,,,
Yalbac403,403,C2,290976,1926510,280,Great Black Hawk,1,2014,8,17,15.49,15.5,,Bushnell,,,,
Yalbac401,401,C2,306148,1928079,136,Great Black Hawk,1,2014,8,24,10.18,10,,Moultricam,,,,
Yalbac403,403,C2,290976,1926510,419,Great Black Hawk,1,2014,9,18,11.58,11.5,,Bushnell,,,,
Yalbac401a,401,A,299505,1927437,45,Great Black Hawk,1,2014,3,28,15.2,15,,Moultrie,,,,
Yalbac408C,408,C,283344,1933425,233,Great Black Hawk,1,2014,6,23,6.35,6.5,,HCO ScoutGuard,,,,
Yalbac403C,403,C,290976,1926510,252,Great Black Hawk,1,2014,7,18,11.16,11,,Bushnell,,,,
Yalbac413D,413,D,302850,1927087,124,Great Black Hawk,1,2014,10,2,14.2,,,Bushnell,,,,
Yalbac403D,403,D,290967,1926303,169,Great Black Hawk,1,2014,10,22,15.01,,,Bushnell,,,,
Yalbac413D,413,D,302850,1927087,190,Great Black Hawk,1,2014,10,27,8.33,,,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,11,Great Curassow,1,2014,3,18,15.21,15,female,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,37,Great Curassow,1,2014,3,18,4.28,4,female,Moultrie,,,,
Yalbac403A,403,A,291031,1926154,24,Great Curassow,1,2014,3,20,8.15,8,male,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,41,Great Curassow,1,2014,3,20,14.36,14.5,male,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,50,Great Curassow,2,2014,3,21,7.43,7.5,female,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,105,Great Curassow,1,2014,3,21,14.15,14,male,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,128,Great Curassow,1,2014,3,23,10.38,10.5,male,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,135,Great Curassow,1,2014,3,24,8.22,8,female,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,158,Great Curassow,2,2014,3,24,10.37,10.5,female,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,169,Great Curassow,1,2014,3,24,15.03,15,female,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,84,Great Curassow,1,2014,3,24,12.2,12,male,Bushnell,,,,
Yalbac410A,410,A,282533,1934009,16,Great Curassow,1,2014,3,25,9.31,9.5,male,Moultrie,,,,
Yalbac409A,409,A,283362,1934000,86,Great Curassow,1,2014,3,26,17.39,17.5,female,Moultriecam,,,,
Yalbac403A,403,A,291031,1926154,176,Great Curassow,1,2014,3,27,6.11,6,female,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,187,Great Curassow,1,2014,3,27,6.17,6,male,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,242,Great Curassow,2,2014,3,27,9.43,9.5,male and female,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,259,Great Curassow,1,2014,3,27,12.02,12,male,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,271,Great Curassow,2,2014,3,27,16.36,16.5,male and female,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,314,Great Curassow,2,2014,3,28,6.13,1,male and female,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,87,Great Curassow,2,2014,3,28,9.21,9,female,Bushnell,,,,
Yalbac410A,410,A,282533,1934009,20,Great Curassow,2,2014,3,28,13.55,13.5,both female,Moultrie,,,,
Yalbac403A,403,A,291031,1926154,356,Great Curassow,2,2014,3,29,6.25,6,male and female,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,374,Great Curassow,2,2014,3,29,10.47,10.5,male and female,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,513,Great Curassow,1,2014,3,30,14.42,14.5,female,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,519,Great Curassow,2,2014,3,31,6.38,6.5,male and female,Bushnell,,,,
Yalbac409A,409,A,283362,1934000,107,Great Curassow,1,2014,3,31,15.46,15.5,male,Moultriecam,,,,
Yalbac403A,403,A,291031,1926154,591,Great Curassow,3,2014,4,3,7.5,7.5,male and female,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,167,Great Curassow,1,2014,4,4,6.42,6.5,,Bushnell,,,,
Yalbac409A,409,A,283362,1934000,114,Great Curassow,1,2014,4,5,13.38,13.5,male,Moultriecam,,,,
Yalbac409A,409,A,283362,1934000,134,Great Curassow,1,2014,4,6,6.46,6.5,female,Moultriecam,,,,
Yalbac409A,409,A,283362,1934000,136,Great Curassow,1,2014,4,6,8.04,8,female,Moultriecam,,,,
Yalbac410A,410,A,282533,1934009,53,Great Curassow,1,2014,4,6,14.08,14.08,female,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,206,Great Curassow,1,2014,4,7,6.55,6.5,male,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,210,Great Curassow,1,2014,4,7,6.56,6.5,female,Bushnell,,,,
Yalbac410A,410,A,282533,1934009,61,Great Curassow,1,2014,4,8,9.02,9,male,Moultrie,,,,
Yalbac410A,410,A,282533,1934009,65,Great Curassow,1,2014,4,8,9.04,9,female,Moultrie,,,,
Yalbac403A,403,A,291031,1926154,672,Great Curassow,2,2014,4,9,10.29,10,male and female,Bushnell,,,,
Yalbac409A,409,A,283362,1934000,158,Great Curassow,3,2014,4,9,7.4,7.5,male and  2 female,Moultriecam,,,,
Yalbac403A,403,A,291031,1926154,689,Great Curassow,1,2014,4,11,8.4,8.5,male,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,249,Great Curassow,2,2014,4,11,15.33,15.5,male and female,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,262,Great Curassow,2,2014,4,12,9.15,9,male and female,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,736,Great Curassow,1,2014,4,13,9.47,9.5,male,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,755,Great Curassow,1,2014,4,13,17.05,17,,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,774,Great Curassow,1,2014,4,14,6.4,6.5,male,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,792,Great Curassow,1,2014,4,14,10.28,10,male,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,299,Great Curassow,2,2014,4,15,16.54,6.5,male,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,793,Great Curassow,1,2014,4,16,7.47,7.5,male,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,849,Great Curassow,1,2014,4,16,14.38,14.5,male,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,305,Great Curassow,2,2014,4,16,7.1,7,male and female,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,954,Great Curassow,2,2014,4,17,7.09,7,male and female,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,974,Great Curassow,1,2014,4,17,8.36,8.5,male,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,1040,Great Curassow,1,2014,4,17,10.42,10.5,male,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,337,Great Curassow,1,2014,4,17,7.06,7,female,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,342,Great Curassow,1,2014,4,17,9.49,9.5,male,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,343,Great Curassow,1,2014,4,17,9.56,9.5,female,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,366,Great Curassow,1,2014,4,17,14.04,14,female,Bushnell,,,,
Yalbac410A,410,A,282533,1934009,103,Great Curassow,1,2014,4,17,8.45,8.5,male,Moultrie,,,,
Yalbac403A,403,A,291031,1926154,1052,Great Curassow,1,2014,4,18,6.39,6.5,male,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,420,Great Curassow,1,2014,4,18,7.52,7.5,female,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,425,Great Curassow,1,2014,4,18,10.5,10.5,female,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,1064,Great Curassow,1,2014,4,21,11.08,11,male,Bushnell,,,,
Yalbac405A,405,A,283423,1932759,251,Great Curassow,1,2014,4,21,10.21,10,,Moultrie,,,,
Yalbac405A,405,A,283423,1932759,263,Great Curassow,1,2014,4,23,7.54,7.5,male,Moultrie,,,,
Yalbac405A,405,A,283423,1932759,283,Great Curassow,1,2014,4,23,9.43,9.43,female,Moultrie,,,,
Yalbac406A,406,A,283348,1933228,449,Great Curassow,2,2014,4,23,6.48,6.5,male and female,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,452,Great Curassow,2,2014,4,23,7.25,7,female,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,465,Great Curassow,1,2014,4,23,8.23,8,male,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,468,Great Curassow,1,2014,4,23,9.12,9,male,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,16,Great Curassow,1,2014,4,23,16.29,16,male,Bushnell,,,,
Yalbac405B,405,B,283454,1932033,65,Great Curassow,1,2014,4,25,8.26,8,female,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,59,Great Curassow,2,2014,4,25,16.46,16.5,male and female,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,74,Great Curassow,1,2014,4,26,6.05,6,female,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,79,Great Curassow,1,2014,4,26,7.38,7.5,male,Bushnell,,,,
Yalbac409B,409,B,283090,1934101,4,Great Curassow,1,2014,4,26,8.03,8,male,Moultrie,,,,
Yalbac408B,408,B,284005,1935106,23,Great Curassow,1,2014,4,27,15.44,15.5,female,HCO ScoutGuard,,,,
Yalbac408B,408,B,284005,1935106,26,Great Curassow,1,2014,4,27,15.45,15.5,male,HCO ScoutGuard,,,,
Yalbac412B,412,B,283420,1931719,51,Great Curassow,1,2014,4,27,6.4,6.5,female,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,124,Great Curassow,1,2014,4,29,14.59,14.5,male,Moultrie,,,,
Yalbac412B,412,B,283420,1931719,75,Great Curassow,1,2014,4,29,7.29,7,female,HCO ScoutGuard,,,,
Yalbac412B,412,B,283420,1931719,80,Great Curassow,1,2014,4,29,12.59,12.5,female,HCO ScoutGuard,,,,
Yalbac412B,412,B,283420,1931719,82,Great Curassow,1,2014,4,29,13.37,13.5,male,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,145,Great Curassow,1,2014,4,30,16.25,16,female,Moultrie,,,,
Yalbac412B,412,B,283420,1931719,91,Great Curassow,1,2014,4,30,7.1,7,female,HCO ScoutGuard,,,,
Yalbac412B,412,B,283420,1931719,96,Great Curassow,1,2014,4,30,8.08,8,male,HCO ScoutGuard,,,,
Yalbac403B,403,B,291227,1926257,17,Great Curassow,2,2014,5,1,8.37,8.5,male and female,Bushnell,,,,
Yalbac403B,403,B,291227,1926257,22,Great Curassow,3,2014,5,1,8.38,8.8,female,Bushnell,,,,
Yalbac405B,405,B,283454,1932033,151,Great Curassow,1,2014,5,1,6.5,6.5,male,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,164,Great Curassow,1,2014,5,2,15.16,15,female,Moultrie,,,,
Yalbac409B,409,B,283090,1934101,42,Great Curassow,1,2014,5,2,12.04,12,female,Moultrie,,,,
Yalbac410B,410,B,282304,1934085,53,Great Curassow,1,2014,5,2,14.49,14.5,female,Moultrie,,,,
Yalbac412B,412,B,283420,1931719,134,Great Curassow,1,2014,5,2,16.35,16.5,female,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,181,Great Curassow,1,2014,5,3,6.44,6.5,female,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,202,Great Curassow,2,2014,5,3,9.32,9.5,male and female,Moultrie,,,,
Yalbac409B,409,B,283090,1934101,47,Great Curassow,1,2014,5,4,9.38,9.5,male,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,225,Great Curassow,1,2014,5,5,5.31,5.5,male,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,230,Great Curassow,1,2014,5,5,5.34,5.5,female,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,236,Great Curassow,1,2014,5,5,11.38,11.5,male,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,240,Great Curassow,1,2014,5,5,11.4,11.5,female,Moultrie,,,,
Yalbac403B,403,B,291227,1926257,48,Great Curassow,1,2014,5,6,9.58,9.5,female,Bushnell,,,,
Yalbac405B,405,B,283454,1932033,249,Great Curassow,1,2014,5,6,7.54,7.5,male,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,250,Great Curassow,1,2014,5,6,7.56,7.5,female,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,256,Great Curassow,1,2014,5,6,8.23,8,,Moultrie,,,,
Yalbac412B,412,B,283420,1931719,156,Great Curassow,1,2014,5,6,6.04,6,female,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,268,Great Curassow,1,2014,5,7,17.22,17,female,Moultrie,,,,
Yalbac412B,412,B,283420,1931719,201,Great Curassow,1,2014,5,7,14.41,14.5,male,HCO ScoutGuard,,,,
Yalbac412B,412,B,283420,1931719,204,Great Curassow,1,2014,5,7,14.42,14.5,female,HCO ScoutGuard,,,,
Yalbac405B,405,B,283454,1932033,274,Great Curassow,1,2014,5,8,6.35,6.5,female,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,277,Great Curassow,1,2014,5,8,6.45,6.5,male,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,280,Great Curassow,1,2014,5,9,9.21,9,male,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,284,Great Curassow,2,2014,5,9,12.1,12,male and female,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,286,Great Curassow,1,2014,5,10,6.33,6.5,female,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,289,Great Curassow,1,2014,5,10,6.34,6.5,male,Moultrie,,,,
Yalbac403B,403,B,291227,1926257,71,Great Curassow,1,2014,5,11,14.46,14.5,female,Bushnell,,,,
Yalbac405B,405,B,283454,1932033,294,Great Curassow,2,2014,5,11,11.54,11.5,male and female,Moultrie,,,,
Yalbac412B,412,B,283420,1931719,218,Great Curassow,1,2014,5,11,9.26,9,female,HCO ScoutGuard,,,,
Yalbac403B,403,B,291227,1926257,81,Great Curassow,1,2014,5,13,17.1,17,female,Bushnell,,,,
Yalbac403B,403,B,291227,1926257,93,Great Curassow,1,2014,5,15,7.2,7,male,Bushnell,,,,
Yalbac403B,403,B,291227,1926257,114,Great Curassow,1,2014,5,16,10.19,10,female,Bushnell,,,,
Yalbac403B,403,B,291227,1926257,118,Great Curassow,1,2014,5,20,8.11,8,female,Bushnell,,,,
Yalbac403B,403,B,291227,1926257,127,Great Curassow,1,2014,5,20,14.51,14.5,female,Bushnell,,,,
Yalbac403B,403,B,291227,1926257,144,Great Curassow,1,2014,5,21,16.46,16.5,female,Bushnell,,,,
Yalbac405B,405,B,283454,1932033,333,Great Curassow,1,2014,5,24,16.45,16.5,female,Moultrie,,,,
Yalbac409B,409,B,283090,1934101,124,Great Curassow,1,2014,5,25,7.16,7,male,Moultrie,,,,
Yalbac403B,403,B,291227,1926257,166,Great Curassow,1,2014,5,26,14.49,14.5,female,Bushnell,,,,
Yalbac405B,405,B,283454,1932033,346,Great Curassow,2,2014,5,28,7,7,male and female,Moultrie,,,,
Yalbac405B,405,B,283454,1932033,350,Great Curassow,1,2014,5,28,7.1,7,female,Moultrie,,,,
Yalbac411C,411,C,283393,1933215,27,Great Curassow,1,2014,5,28,17.01,17,male,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,13,Great Curassow,1,2014,5,29,7.54,7.5,female,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,30,Great Curassow,1,2014,5,29,5.44,5.5,male,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,34,Great Curassow,1,2014,5,29,7.19,7,male,HCO ScoutGuard,,,,
Yalbac405C,405,C,283406,1933798,16,Great Curassow,1,2014,5,30,14.12,14,female,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,1,Great Curassow,1,2014,5,30,8.19,8,female,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,5,Great Curassow,2,2014,5,30,11.29,11,male and female,Moultrie,,,,
Yalbac412C,412,C,282701,1934210,17,Great Curassow,1,2014,5,30,14.38,14.5,male,HCO ScoutGuard,,,,
Yalbac405C,405,C,283406,1933798,28,Great Curassow,1,2014,5,31,8.47,8.5,male,Moultrie,,,,
Yalbac408C,408,C,283344,1933425,33,Great Curassow,1,2014,5,31,7.32,7.5,female,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,36,Great Curassow,1,2014,5,31,8.14,8,male,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,42,Great Curassow,1,2014,5,31,11.07,11,male,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,49,Great Curassow,2,2014,5,31,13.06,13,1 chick 1 female,HCO ScoutGuard,,,,
Yalbac410C,410,C,286612,1934360,25,Great Curassow,1,2014,5,31,7.42,7.5,male,Moultrie,,,,
Yalbac411C,411,C,283393,1933215,39,Great Curassow,1,2014,5,31,7.5,7.5,female,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,45,Great Curassow,1,2014,5,31,15.06,15,female,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,21,Great Curassow,1,2014,5,31,13.26,13,male,HCO ScoutGuard,,,,
Yalbac406C,406,C,283359,1934195,35,Great Curassow,1,2014,6,1,12.23,12,,Bushnell,,,,
Yalbac408C,408,C,283344,1933425,58,Great Curassow,1,2014,6,1,8.4,8.5,,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,60,Great Curassow,1,2014,6,1,11.54,11.5,female,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,22,Great Curassow,1,2014,6,1,11.44,11.5,male,HCO ScoutGuard,,,,
Yalbac405C,405,C,283406,1933798,47,Great Curassow,1,2014,6,2,14.09,14,male,Moultrie,,,,
Yalbac408C,408,C,283344,1933425,67,Great Curassow,1,2014,6,2,13.5,13.5,female,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,68,Great Curassow,1,2014,6,2,15.51,15.51,female,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,50,Great Curassow,1,2014,6,2,14,14,female,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,51,Great Curassow,1,2014,6,2,15.44,15.5,female,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,26,Great Curassow,1,2014,6,2,9.45,9.5,male,HCO ScoutGuard,,,,
Yalbac403C,403,C,290976,1926510,14,Great Curassow,1,2014,6,3,17.47,17.5,female,Bushnell,,,,
Yalbac408C,408,C,283344,1933425,73,Great Curassow,1,2014,6,3,9.09,9,female,HCO ScoutGuard,,,,
Yalbac410C,410,C,286612,1934360,47,Great Curassow,1,2014,6,3,6.47,6.5,female,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,67,Great Curassow,2,2014,6,3,7.12,7,male and female,Moultrie,,,,
Yalbac412C,412,C,282701,1934210,29,Great Curassow,1,2014,6,3,9.27,9,male,HCO ScoutGuard,,,,
Yalbac403C,403,C,290976,1926510,39,Great Curassow,2,2014,6,5,18.18,18,1 chick and a female,Bushnell,,,,
Yalbac405C,405,C,283406,1933798,63,Great Curassow,1,2014,6,5,11.18,11,male,Moultrie,,,,
Yalbac408C,408,C,283344,1933425,96,Great Curassow,1,2014,6,5,15.5,15.5,,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,53,Great Curassow,1,2014,6,5,17.17,17,female,HCO ScoutGuard,,,,
Yalbac403C,403,C,290976,1926510,40,Great Curassow,2,2014,6,6,6.19,6,1 chick and a female,Bushnell,,,,
Yalbac408C,408,C,283344,1933425,100,Great Curassow,1,2014,6,6,9.2,9,female,HCO ScoutGuard,,,,
Yalbac403C,403,C,290976,1926510,67,Great Curassow,2,2014,6,7,6.48,6.5,1 chick and a female,Bushnell,,,,
Yalbac408C,408,C,283344,1933425,120,Great Curassow,1,2014,6,7,12.22,12,male,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,122,Great Curassow,1,2014,6,7,13.27,13,female,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,125,Great Curassow,1,2014,6,7,15.53,15.5,female,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,128,Great Curassow,1,2014,6,7,16.3,16.3,male,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,130,Great Curassow,1,2014,6,7,7.01,7,female,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,56,Great Curassow,1,2014,6,7,13.51,13.5,female,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,36,Great Curassow,1,2014,6,7,13.21,13,male,HCO ScoutGuard,,,,
Yalbac403C,403,C,290976,1926510,75,Great Curassow,2,2014,6,8,6.25,6,2 chich and a female,Bushnell,,,,
Yalbac403C,403,C,290976,1926510,87,Great Curassow,1,2014,6,8,17.44,17.5,female,Bushnell,,,,
Yalbac408C,408,C,283344,1933425,139,Great Curassow,1,2014,6,8,15.31,15.5,male,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,140,Great Curassow,1,2014,6,8,17.24,17,female,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,62,Great Curassow,1,2014,6,8,6.02,6,female,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,66,Great Curassow,1,2014,6,8,15.04,15,male,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,39,Great Curassow,1,2014,6,8,12.2,12,male,HCO ScoutGuard,,,,
Yalbac403C,403,C,290976,1926510,93,Great Curassow,2,2014,6,9,17.5,17.5,1 chick and a female,Bushnell,,,,
Yalbac406C,406,C,283359,1934195,56,Great Curassow,1,2014,6,9,8.01,8,female,Bushnell,,,,
Yalbac408C,408,C,283344,1933425,144,Great Curassow,1,2014,6,9,14.09,14,female,HCO ScoutGuard,,,,
Yalbac410C,410,C,286612,1934360,129,Great Curassow,1,2014,6,9,7.21,7,male,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,131,Great Curassow,1,2014,6,9,7.21,7,female,Moultrie,,,,
Yalbac412C,412,C,282701,1934210,43,Great Curassow,1,2014,6,9,6.01,6,male,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,45,Great Curassow,1,2014,6,9,9.45,9.5,male,HCO ScoutGuard,,,,
Yalbac403C,403,C,290976,1926510,100,Great Curassow,2,2014,6,10,17.47,17.5,1 chick and a female,Bushnell,,,,
Yalbac408C,408,C,283344,1933425,148,Great Curassow,1,2014,6,11,10.14,10,female,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,150,Great Curassow,1,2014,6,11,12.02,12,female,HCO ScoutGuard,,,,
Yalbac410C,410,C,286612,1934360,162,Great Curassow,1,2014,6,11,17.37,17.5,male,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,163,Great Curassow,1,2014,6,11,17.38,17.5,female,Moultrie,,,,
Yalbac403C,403,C,290976,1926510,108,Great Curassow,2,2014,6,12,5.48,5.5,1 chick and a female,Bushnell,,,,
Yalbac405C,405,C,283406,1933798,116,Great Curassow,1,2014,6,12,8.59,8.5,female,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,166,Great Curassow,1,2014,6,12,5.53,5.5,female,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,172,Great Curassow,1,2014,6,12,6.02,6,male,Moultrie,,,,
Yalbac412C,412,C,282701,1934210,49,Great Curassow,1,2014,6,12,10.4,10.5,male,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,155,Great Curassow,1,2014,6,13,7.55,7.5,male,HCO ScoutGuard,,,,
Yalbac403C,403,C,290976,1926510,126,Great Curassow,2,2014,6,14,5.31,5.5,1 chick and a female,Bushnell,,,,
Yalbac403C,403,C,290976,1926510,135,Great Curassow,1,2014,6,14,17.43,17.5,female,Bushnell,,,,
Yalbac405C,405,C,283406,1933798,137,Great Curassow,1,2014,6,15,9.33,9.5,male,Moultrie,,,,
Yalbac408C,408,C,283344,1933425,165,Great Curassow,1,2014,6,16,8.59,8.5,male,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,57,Great Curassow,1,2014,6,16,17.17,17,,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,60,Great Curassow,1,2014,6,17,6.5,6.5,male,HCO ScoutGuard,,,,
Yalbac405C,405,C,283406,1933798,145,Great Curassow,1,2014,6,18,16.56,16.5,male,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,178,Great Curassow,1,2014,6,18,11.12,11,male,Moultrie,,,,
Yalbac412C,412,C,282701,1934210,79,Great Curassow,2,2014,6,18,18.16,18,1 chick 1  female,HCO ScoutGuard,,,,
Yalbac405C,405,C,283406,1933798,163,Great Curassow,1,2014,6,20,6.49,6.5,male,Moultrie,,,,
Yalbac408C,408,C,283344,1933425,201,Great Curassow,1,2014,6,20,15.44,15.5,male,HCO ScoutGuard,,,,
Yalbac405C,405,C,283406,1933798,188,Great Curassow,1,2014,6,22,9.57,9.5,male,Moultrie,,,,
Yalbac405C,405,C,283406,1933798,205,Great Curassow,1,2014,6,23,9.36,9.5,male,Moultrie,,,,
Yalbac411C,411,C,283393,1933215,133,Great Curassow,1,2014,6,23,6.29,6,female,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,94,Great Curassow,1,2014,6,23,13.36,13.5,male,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,97,Great Curassow,1,2014,6,24,12.25,12,male,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,177,Great Curassow,1,2014,6,27,9.51,9.5,female,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,180,Great Curassow,1,2014,6,27,17.18,17,female,HCO ScoutGuard,,,,
Yalbac405C,405,C,283406,1933798,229,Great Curassow,1,2014,6,28,8.56,8.5,male,Moultrie,,,,
Yalbac405C,405,C,283406,1933798,232,Great Curassow,1,2014,6,28,8.58,8.5,female,Moultrie,,,,
Yalbac410C,410,C,286612,1934360,228,Great Curassow,1,2014,6,28,5.54,5,male,Moultrie,,,,
Yalbac411C,411,C,283393,1933215,183,Great Curassow,1,2014,6,28,6.54,6.5,male,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,187,Great Curassow,1,2014,6,28,9.31,9.5,female,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,196,Great Curassow,1,2014,6,28,15.54,15.5,female,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,200,Great Curassow,1,2014,6,28,17.04,17,female,HCO ScoutGuard,,,,
Yalbac403C,403,C,290976,1926510,160,Great Curassow,2,2014,6,29,15.24,15,1 chick and a female,Bushnell,,,,
Yalbac411C,411,C,283393,1933215,205,Great Curassow,1,2014,6,29,7.35,7.5,female,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,206,Great Curassow,1,2014,6,29,17.16,17,female,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,109,Great Curassow,1,2014,6,29,5.52,5.5,male,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,318,Great Curassow,1,2014,6,30,8.54,8.5,,HCO ScoutGuard,,,,
