Location,Camera,Easting,Northing,Lat,Long,Cam nr,series,picture,species name,Scientific Name,Nr,Year,Month ,Day,Hour Exact,Comment,camera brand,Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,28,Agouti,Dasyprocta punctata,1,2019,3,10,7.26,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,36,Agouti,Dasyprocta punctata,1,2019,3,10,8.01,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,40,Agouti,Dasyprocta punctata,1,2019,3,10,9.01,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,43,Agouti,Dasyprocta punctata,1,2019,3,10,16.58,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,46,Great Curassow,Crax rubra,1,2019,3,10,17.32,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,58,Agouti,Dasyprocta punctata,1,2019,3,11,7.01,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,64,Agouti,Dasyprocta punctata,1,2019,3,12,6.42,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,67,Agouti,Dasyprocta punctata,1,2019,3,12,7.35,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,70,Agouti,Dasyprocta punctata,1,2019,3,12,7.52,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,76,Agouti,Dasyprocta punctata,1,2019,3,12,8.40,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,79,Ocellated Turkey,Meleagris ocellata,1,2019,3,12,16.06,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,82,Agouti,Dasyprocta punctata,1,2019,3,12,16.54,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,85,Ocellated Turkey,Meleagris ocellata,1,2019,3,13,7.06,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,88,Agouti,Dasyprocta punctata,1,2019,3,13,8.24,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,91,Wood Thrush,Hylocichla mustelina,1,2019,3,13,13.26,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,103,Agouti,Dasyprocta punctata,1,2019,3,14,6.46,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,107,Agouti,Dasyprocta punctata,1,2019,3,15,8.02,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,113,Agouti,Dasyprocta punctata,1,2019,3,15,11.02,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,130,Ocellated Turkey,Meleagris ocellata,1,2019,3,15,15.22,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,136,Gray-headed Dove,Leptotila plumbeiceps,1,2019,3,16,12.49,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,139,Agouti,Dasyprocta punctata,1,2019,3,16,17.09,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,142,Agouti,Dasyprocta punctata,1,2019,3,17,6.29,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,157,Agouti,Dasyprocta punctata,1,2019,3,17,15.19,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,160,Agouti,Dasyprocta punctata,1,2019,3,17,16.18,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,169,White-tailed Deer,Odocoileus virginianus,1,2019,3,18,4.16,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,208,Gray-headed Dove,Leptotila plumbeiceps,1,2019,3,18,9.19,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,214,Agouti,Dasyprocta punctata,1,2019,3,19,6.20,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,220,Deppe's Squirrel,Sciurus deppei,1,2019,3,19,6.50,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,223,Agouti,Dasyprocta punctata,1,2019,3,20,5.56,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,226,Wood Thrush,Hylocichla mustelina,1,2019,3,20,6.56,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,235,Collared Pecary,Pecari tajacu,1,2019,3,20,16.23,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,250,Agouti,Dasyprocta punctata,1,2019,3,21,7.23,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,256,Puma,Puma concolor,1,2019,3,21,7.51,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,259,Collared Pecary,Pecari tajacu,1,2019,3,21,15.43,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,298,Collared Pecary,Pecari tajacu,1,2019,3,22,0.51,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,304,Agouti,Dasyprocta punctata,1,2019,3,22,8.01,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,310,Agouti,Dasyprocta punctata,1,2019,3,23,6.04,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,313,White-tailed Deer,Odocoileus virginianus,1,2019,3,23,7.11,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,316,Agouti,Dasyprocta punctata,1,2019,3,23,8.34,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,322,Ocellated Turkey,Meleagris ocellata,1,2019,3,24,9.46,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,328,Agouti,Dasyprocta punctata,1,2019,3,25,9.24,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,331,Ocellated Turkey,Meleagris ocellata,1,2019,3,25,9.26,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,337,Ocellated Turkey,Meleagris ocellata,1,2019,3,25,14.01,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,346,Black-faced Antthrush,Formicarius analis,1,2019,3,25,16.49,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,352,Collared Pecary,Pecari tajacu,1,2019,3,26,10.08,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,355,Gray-headed Dove,Leptotila plumbeiceps,1,2019,3,26,11.02,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,358,Ocellated Turkey,Meleagris ocellata,1,2019,3,26,15.21,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,361,Agouti,Dasyprocta punctata,1,2019,3,26,15.24,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,367,Great Curassow,Crax rubra,3,2019,3,27,6.27,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,400,Ocellated Turkey,Meleagris ocellata,1,2019,3,27,8.29,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,403,Agouti,Dasyprocta punctata,1,2019,3,27,9.13,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,406,Striped Hog-nosed Skunk,Conepatus semistriatus,1,2019,3,28,2.24,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,415,Black-faced Antthrush,Formicarius analis,1,2019,3,29,7.25,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,424,Ocellated Turkey,Meleagris ocellata,1,2019,3,29,11.01,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,430,Ocellated Turkey,Meleagris ocellata,1,2019,3,30,9.13,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,433,White-lipped Peccary,Tayassu pecari,4,2019,3,30,12.16,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,445,Great Curassow,Crax rubra,1,2019,3,31,12.17,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,452,Ocellated Turkey,Meleagris ocellata,1,2019,3,31,13.56,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,457,Collared Pecary,Pecari tajacu,2,2019,4,1,8.57,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,466,Great Curassow,Crax rubra,1,2019,4,1,11.16,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,469,Gray-headed Dove,Leptotila plumbeiceps,1,2019,4,1,12.00,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,477,Great Curassow,Crax rubra,4,2019,4,1,13.12,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,517,Gray-headed Dove,Leptotila plumbeiceps,1,2019,4,2,12.04,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,523,Great Curassow,Crax rubra,1,2019,4,4,6.59,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,526,Agouti,Dasyprocta punctata,1,2019,4,4,7.24,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,529,Ocelot,Leopardus pardalis,1,2019,4,4,10.23,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,533,Great Tinamou,Tinamus major,1,2019,4,5,6.27,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,545,Great Curassow,Crax rubra,1,2019,4,5,8.29,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,556,Great Curassow,Crax rubra,1,2019,4,5,12.46,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,559,Great Curassow,Crax rubra,1,2019,4,6,15.57,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,562,Great Curassow,Crax rubra,1,2019,4,7,13.07,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,565,Great Curassow,Crax rubra,2,2019,4,7,15.45,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,568,Great Curassow,Crax rubra,1,2019,4,8,8.42,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,571,Great Curassow,Crax rubra,1,2019,4,8,13.08,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,577,Agouti,Dasyprocta punctata,1,2019,4,8,17.32,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,580,Great Tinamou,Tinamus major,1,2019,4,8,17.52,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,592,White-lipped Peccary,Tayassu pecari,2,2019,4,10,14.40,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,607,Great Curassow,Crax rubra,1,2019,4,11,8.46,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,619,Great Curassow,Crax rubra,2,2019,4,11,12.36,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,631,Great Curassow,Crax rubra,1,2019,4,13,7.44,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,634,Great Curassow,Crax rubra,1,2019,4,13,12.24,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,637,Ocellated Turkey,Meleagris ocellata,1,2019,4,13,14.01,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,640,Great Curassow,Crax rubra,2,2019,4,13,16.11,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,652,Great Curassow,Crax rubra,1,2019,4,14,5.56,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,655,Great Curassow,Crax rubra,2,2019,4,14,7.49,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,673,Great Curassow,Crax rubra,1,2019,4,14,8.49,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,676,Great Curassow,Crax rubra,2,2019,4,14,17.18,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,685,Gray-headed Dove,Leptotila plumbeiceps,1,2019,4,15,14.19,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,694,Agouti,Dasyprocta punctata,1,2019,4,16,7.57,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,703,Great Curassow,Crax rubra,1,2019,4,18,10.07,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,709,Great Curassow,Crax rubra,3,2019,4,19,9.08,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,733,Agouti,Dasyprocta punctata,1,2019,4,20,9.34,,bushnell,No Logging
Laguna Seca,901B,283780,1951003,17.63636500,-89.03794300,901,B,736,Agouti,Dasyprocta punctata,1,2019,4,21,7.27,,bushnell,No Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,31,Gray fox,Urocyon cinereoargenteus,1,2019,4,21,19.13,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,37,Gray fox,Urocyon cinereoargenteus,1,2019,4,22,4.16,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,40,Great Curassow,Crax rubra,1,2019,4,22,6.42,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,52,Common Opossum,Didelphis marsupialis,1,2019,4,22,21.36,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,118,Virginia opossum,Didelphis virginiana,1,2019,4,24,2.00,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,143,Ocellated Turkey,Meleagris ocellata,1,2019,4,24,11.28,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,313,Gray fox,Urocyon cinereoargenteus,1,2019,4,25,4.09,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,316,Ocellated Turkey,Meleagris ocellata,1,2019,4,25,6.46,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,322,Gray fox,Urocyon cinereoargenteus,1,2019,4,26,3.47,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,325,Ocellated Turkey,Meleagris ocellata,1,2019,4,27,6.45,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,328,Ocellated Turkey,Meleagris ocellata,1,2019,4,27,9.04,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,331,White-nosed Coati,Nasua narica,1,2019,4,27,13.47,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,416,Gray-headed Dove,Leptotila plumbeiceps,1,2019,4,29,6.11,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,418,Ocellated Turkey,Meleagris ocellata,1,2019,4,29,9.02,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,436,Puma,Puma concolor,1,2019,4,29,10.23,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,511,Ocellated Turkey,Meleagris ocellata,1,2019,4,29,15.12,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,514,Ocellated Turkey,Meleagris ocellata,1,2019,4,29,17.41,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,517,Ocellated Turkey,Meleagris ocellata,1,2019,4,30,6.55,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,619,Gray fox,Urocyon cinereoargenteus,1,2019,4,30,19.53,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,625,Gray fox,Urocyon cinereoargenteus,1,2019,5,1,4.38,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,763,Agouti,Dasyprocta punctata,1,2019,5,2,2.55,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,766,Ocellated Turkey,Meleagris ocellata,1,2019,5,2,7.37,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,769,Great Curassow,Crax rubra,2,2019,5,2,9.08,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,868,Ocellated Turkey,Meleagris ocellata,2,2019,5,3,6.59,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,880,Ocellated Turkey,Meleagris ocellata,1,2019,5,4,12.16,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,895,Great Curassow,Crax rubra,4,2019,5,5,8.08,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,910,Gray-headed Dove,Leptotila plumbeiceps,1,2019,5,6,8.55,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,913,Gray-headed Dove,Leptotila plumbeiceps,1,2019,5,6,12.01,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,922,Common Opossum,Didelphis marsupialis,1,2019,5,6,21.48,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,928,Ocellated Turkey,Meleagris ocellata,2,2019,5,7,6.35,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,973,Ocellated Turkey,Meleagris ocellata,1,2019,5,7,18.11,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,982,Great Curassow,Crax rubra,1,2019,5,8,5.27,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,988,Ocellated Turkey,Meleagris ocellata,1,2019,5,8,6.05,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,997,Ocellated Turkey,Meleagris ocellata,1,2019,5,8,9.45,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1003,Ocellated Turkey,Meleagris ocellata,1,2019,5,8,16.22,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1006,Ocellated Turkey,Meleagris ocellata,1,2019,5,9,5.47,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1009,Ocellated Turkey,Meleagris ocellata,1,2019,5,9,6.54,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1012,Great Curassow,Crax rubra,1,2019,5,9,7.52,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1033,Gray fox,Urocyon cinereoargenteus,1,2019,5,10,19.24,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1037,Gray-headed Dove,Leptotila plumbeiceps,1,2019,5,11,6.42,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1039,Gray-headed Dove,Leptotila plumbeiceps,1,2019,5,11,7.13,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1045,Ocellated Turkey,Meleagris ocellata,1,2019,5,11,18.23,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1048,Gray-headed Dove,Leptotila plumbeiceps,1,2019,5,12,5.54,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1054,Gray fox,Urocyon cinereoargenteus,1,2019,5,12,12.57,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1057,Gray fox,Urocyon cinereoargenteus,1,2019,5,13,4.24,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1060,Gray-headed Dove,Leptotila plumbeiceps,1,2019,5,13,5.39,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1072,Great Curassow,Crax rubra,10,2019,5,13,6.23,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1123,White-tailed Deer,Odocoileus virginianus,1,2019,5,13,9.28,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1147,Gray fox,Urocyon cinereoargenteus,1,2019,5,13,19.32,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1150,Great Curassow,Crax rubra,1,2019,5,14,8.36,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1153,Ocellated Turkey,Meleagris ocellata,1,2019,5,14,10.41,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1189,White-nosed Coati,Nasua narica,1,2019,5,14,16.51,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1193,Gray-headed Dove,Leptotila plumbeiceps,1,2019,5,15,5.35,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1195,Ocellated Turkey,Meleagris ocellata,1,2019,5,15,8.59,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1210,Gray-headed Dove,Leptotila plumbeiceps,1,2019,5,16,5.55,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1216,Gray-headed Dove,Leptotila plumbeiceps,1,2019,5,16,10.46,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1225,Gray-headed Dove,Leptotila plumbeiceps,1,2019,5,16,12.37,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1240,Gray fox,Urocyon cinereoargenteus,1,2019,5,16,23.41,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1243,Common Opossum,Didelphis marsupialis,1,2019,5,17,2.51,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1303,Gray fox,Urocyon cinereoargenteus,1,2019,5,17,20.49,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1306,Gray fox,Urocyon cinereoargenteus,1,2019,5,17,22.14,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1315,Gray fox,Urocyon cinereoargenteus,1,2019,5,18,0.17,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1318,Great Curassow,Crax rubra,3,2019,5,18,6.02,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1378,Puma,Puma concolor,1,2019,5,18,18.57,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1381,Common Opossum,Didelphis marsupialis,1,2019,5,19,1.50,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1384,Gray fox,Urocyon cinereoargenteus,1,2019,5,19,4.41,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,1627,Crested guan,Penelope purpurascens,1,2019,5,20,11.40,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,2202,Ocellated Turkey,Meleagris ocellata,1,2019,5,21,13.54,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,2280,Ocellated Turkey,Meleagris ocellata,1,2019,5,21,16.39,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,2292,Ocelot,Leopardus pardalis,1,2019,5,22,3.34,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,2295,Ocellated Turkey,Meleagris ocellata,1,2019,5,22,9.06,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,2673,Common Opossum,Didelphis marsupialis,1,2019,5,22,22.41,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,2676,Ocellated Turkey,Meleagris ocellata,1,2019,5,23,5.26,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,2679,Gray-headed Dove,Leptotila plumbeiceps,1,2019,5,23,5.50,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,2685,Agouti,Dasyprocta punctata,1,2019,5,23,6.28,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,2688,Ocellated Turkey,Meleagris ocellata,1,2019,5,23,10.40,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,2772,Gray fox,Urocyon cinereoargenteus,1,2019,5,23,23.14,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,2781,Common Opossum,Didelphis marsupialis,1,2019,5,24,2.30,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,2787,Gray-headed Dove,Leptotila plumbeiceps,1,2019,5,24,6.04,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,2790,Great Curassow,Crax rubra,1,2019,5,24,6.17,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,2796,Great Curassow,Crax rubra,2,2019,5,24,7.38,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,3986,Gray-headed Dove,Leptotila plumbeiceps,1,2019,5,25,17.01,,bushnell,Logging
Laguna Seca,901C,285889,1950244,17.62971900,-89.01799200,901,C,3988,Common Opossum,Didelphis marsupialis,1,2019,5,25,20.05,,bushnell,Logging
