Location,Camera,Easting,Northing,Lat,Long,Cam nr,series,picture,species name,Scientific Name,Nr,Year,Month ,Day,Hour Exact,Comment,camera brand,Logging
Laguna Seca,903C,285914,1952575,17.65077400,-89.01799000,903,C,508,Ocellated Turkey,Meleagris ocellata,1,2019,6,2,11.22,,bushnell,Logging
Laguna Seca,903C,285914,1952575,17.65077400,-89.01799000,903,C,514,Ocellated Turkey,Meleagris ocellata,2,2019,6,3,5.34,,bushnell,Logging
Laguna Seca,903C,285914,1952575,17.65077400,-89.01799000,903,C,595,White-tailed Deer,Odocoileus virginianus,2,2019,6,13,12.34,met bambi,bushnell,Logging
Laguna Seca,903C,285914,1952575,17.65077400,-89.01799000,903,C,598,Great Curassow,Crax rubra,1,2019,6,13,15.59,,bushnell,Logging
Laguna Seca,903C,285914,1952575,17.65077400,-89.01799000,903,C,619,White-tailed Deer,Odocoileus virginianus,1,2019,6,14,14.37,bambi,bushnell,Logging
Laguna Seca,903C,285914,1952575,17.65077400,-89.01799000,903,C,622,Great Curassow,Crax rubra,1,2019,6,14,15.46,,bushnell,Logging
Laguna Seca,903C,285914,1952575,17.65077400,-89.01799000,903,C,634,Great Curassow,Crax rubra,2,2019,6,15,16.16,,bushnell,Logging
Laguna Seca,903C,285914,1952575,17.65077400,-89.01799000,903,C,664,Great Curassow,Crax rubra,2,2019,6,17,6.03,,bushnell,Logging
Laguna Seca,903C,285914,1952575,17.65077400,-89.01799000,903,C,688,White-tailed Deer,Odocoileus virginianus,1,2019,6,19,6.56,bambi,bushnell,Logging
Laguna Seca,903C,285914,1952575,17.65077400,-89.01799000,903,C,709,Ocellated Turkey,Meleagris ocellata,1,2019,6,20,17.47,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,4,Great Curassow,Crax rubra,1,2019,6,21,16.09,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,13,White-tailed Deer,Odocoileus virginianus,1,2019,6,22,7.45,bambi,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,19,Great Curassow,Crax rubra,1,2019,6,22,15.36,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,76,Red Brocket Deer,Mazama temama,1,2019,6,26,18.22,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,79,White-nosed Coati,Nasua narica,3,2019,6,27,6.45,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,196,Gray fox,Urocyon cinereoargenteus,1,2019,6,28,3.38,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,199,Great Curassow,Crax rubra,2,2019,7,1,7.08,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,214,White-tailed Deer,Odocoileus virginianus,1,2019,7,1,12.52,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,220,White-tailed Deer,Odocoileus virginianus,2,2019,7,1,18.03,met bambi,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,223,Agouti,Dasyprocta punctata,1,2019,7,2,6.03,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,226,Great Curassow,Crax rubra,2,2019,7,2,7.17,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,265,White-tailed Deer,Odocoileus virginianus,2,2019,7,2,15.34,met bambi,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,274,White-tailed Deer,Odocoileus virginianus,1,2019,7,3,13.08,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,280,Puma,Puma concolor,1,2019,7,3,17.56,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,283,Jaguar,Panthera onca,1,2019,7,4,1.32,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,286,Bat,Chiroptera,1,2019,7,4,7.41,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,292,Great Curassow,Crax rubra,6,2019,7,5,16.30,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,325,Gray fox,Urocyon cinereoargenteus,1,2019,7,5,23.59,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,353,Gray fox,Urocyon cinereoargenteus,1,2019,7,7,6.21,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,355,Ocellated Turkey,Meleagris ocellata,1,2019,7,7,11.04,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,358,Ocellated Turkey,Meleagris ocellata,1,2019,7,7,15.58,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,370,Great Curassow,Crax rubra,1,2019,7,8,7.00,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,379,White-tailed Deer,Odocoileus virginianus,1,2019,7,8,9.00,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,385,Great Curassow,Crax rubra,2,2019,7,8,13.45,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,434,Great Curassow,Crax rubra,1,2019,7,8,15.07,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,442,White-nosed Coati,Nasua narica,2,2019,7,8,16.04,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,451,Great Curassow,Crax rubra,1,2019,7,9,7.02,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,460,Gray fox,Urocyon cinereoargenteus,1,2019,7,10,14.40,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,464,Great Curassow,Crax rubra,1,2019,7,10,17.35,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,479,Ocellated Turkey,Meleagris ocellata,1,2019,7,12,6.59,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,481,Gray fox,Urocyon cinereoargenteus,1,2019,7,12,10.28,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,490,Common Opossum,Didelphis marsupialis,1,2019,7,13,4.23,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,494,Ocellated Turkey,Meleagris ocellata,1,2019,7,13,8.13,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,508,Gray fox,Urocyon cinereoargenteus,1,2019,7,14,0.46,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,515,Puma,Puma concolor,1,2019,7,14,22.46,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,522,White-nosed Coati,Nasua narica,6,2019,7,15,15.02,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,546,Ocellated Turkey,Meleagris ocellata,1,2019,7,15,17.52,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,551,White-tailed Deer,Odocoileus virginianus,1,2019,7,16,10.14,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,553,Great Curassow,Crax rubra,1,2019,7,16,18.24,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,568,Great Curassow,Crax rubra,1,2019,7,17,17.33,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,586,Great Curassow,Crax rubra,1,2019,7,19,6.52,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,608,White-nosed Coati,Nasua narica,10,2019,7,19,16.14,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,619,Gray fox,Urocyon cinereoargenteus,1,2019,7,20,7.23,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,622,Common Opossum,Didelphis marsupialis,1,2019,7,21,5.15,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,625,Jaguar,Panthera onca,1,2019,7,21,9.01,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,628,Great Curassow,Crax rubra,1,2019,7,21,11.43,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,637,Agouti,Dasyprocta punctata,1,2019,7,21,11.47,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,640,Great Curassow,Crax rubra,1,2019,7,21,14.06,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,646,Gray fox,Urocyon cinereoargenteus,1,2019,7,22,4.05,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,649,White-tailed Deer,Odocoileus virginianus,1,2019,7,22,9.56,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,655,Great Curassow,Crax rubra,2,2019,7,22,18.08,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,658,Gray fox,Urocyon cinereoargenteus,1,2019,7,23,5.39,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,710,Common Opossum,Didelphis marsupialis,1,2019,7,23,19.31,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,712,Puma,Puma concolor,1,2019,7,24,7.16,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,748,Ocellated Turkey,Meleagris ocellata,2,2019,7,25,6.50,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,751,Ocellated Turkey,Meleagris ocellata,2,2019,7,25,8.17,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,760,Gray fox,Urocyon cinereoargenteus,1,2019,7,25,8.23,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,763,Ocellated Turkey,Meleagris ocellata,1,2019,7,25,8.24,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,832,Gray fox,Urocyon cinereoargenteus,1,2019,7,25,22.33,,bushnell,Logging
Laguna Seca,903D,285918,1952575,17.65077300,-89.01795400,903,D,838,Great Curassow,Crax rubra,2,2019,7,26,6.23,,bushnell,Logging
Laguna Seca,903E,286130,1952672,17.65061100,-89.01598800,903,E,37,Puma,Puma concolor,1,2019,7,28,18.25,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,16,White-tailed Deer,Odocoileus virginianus,1,2019,8,24,14.08,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,19,White-tailed Deer,Odocoileus virginianus,1,2019,8,24,14.36,other individual. Male,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,22,Puma,Puma concolor,1,2019,8,25,1.26,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,25,Gray-headed Dove,Leptotila plumbeiceps,1,2019,8,25,6.50,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,28,White-tailed Deer,Odocoileus virginianus,1,2019,8,25,8.53,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,34,White-tailed Deer,Odocoileus virginianus,1,2019,8,26,11.20,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,41,Great Curassow,Crax rubra,2,2019,8,27,6.03,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,46,Gray fox,Urocyon cinereoargenteus,1,2019,8,27,19.03,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,49,Gray fox,Urocyon cinereoargenteus,1,2019,8,28,1.11,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,52,Gray-headed Dove,Leptotila plumbeiceps,1,2019,8,28,6.00,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,55,Common Opossum,Didelphis marsupialis,1,2019,8,29,1.33,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,58,Red Brocket Deer,Mazama temama,1,2019,8,29,15.37,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,61,Common Opossum,Didelphis marsupialis,1,2019,8,29,21.32,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,64,Gray fox,Urocyon cinereoargenteus,1,2019,8,30,2.13,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,70,White-tailed Deer,Odocoileus virginianus,1,2019,8,30,6.01,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,73,White-tailed Deer,Odocoileus virginianus,1,2019,8,30,12.26,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,76,Red Brocket Deer,Mazama temama,1,2019,8,31,8.38,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,82,Ocellated Turkey,Meleagris ocellata,1,2019,8,31,10.02,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,85,Great Curassow,Crax rubra,1,2019,8,31,16.38,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,94,Gray fox,Urocyon cinereoargenteus,1,2019,8,31,19.20,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,97,Puma,Puma concolor,1,2019,9,1,0.22,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,100,Paca,Cuniculus paca,1,2019,9,1,3.14,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,103,Red Brocket Deer,Mazama temama,1,2019,9,1,6.08,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,106,Deppe's Squirrel,Sciurus deppei,1,2019,9,1,7.42,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,109,Gray fox,Urocyon cinereoargenteus,1,2019,9,1,9.24,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,112,White-tailed Deer,Odocoileus virginianus,1,2019,9,1,11.09,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,119,White-tailed Deer,Odocoileus virginianus,1,2019,9,1,16.50,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,121,White-tailed Deer,Odocoileus virginianus,1,2019,9,2,8.45,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,124,Gray fox,Urocyon cinereoargenteus,1,2019,9,2,11.26,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,127,White-tailed Deer,Odocoileus virginianus,2,2019,9,2,11.56,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,134,Ocellated Turkey,Meleagris ocellata,1,2019,9,2,14.02,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,137,White-tailed Deer,Odocoileus virginianus,1,2019,9,2,14.30,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,139,Great Curassow,Crax rubra,1,2019,9,2,16.03,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,146,Ocellated Turkey,Meleagris ocellata,1,2019,9,2,17.01,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,151,Gray fox,Urocyon cinereoargenteus,1,2019,9,2,23.13,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,155,Great Curassow,Crax rubra,1,2019,9,3,9.02,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,160,White-tailed Deer,Odocoileus virginianus,1,2019,9,3,9.46,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,164,White-tailed Deer,Odocoileus virginianus,1,2019,9,3,13.24,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,166,White-tailed Deer,Odocoileus virginianus,1,2019,9,4,8.47,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,173,Ocellated Turkey,Meleagris ocellata,1,2019,9,5,7.46,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,181,Gray fox,Urocyon cinereoargenteus,1,2019,9,5,14.49,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,184,Gray fox,Urocyon cinereoargenteus,1,2019,9,6,0.37,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,190,Deppe's Squirrel,Sciurus deppei,1,2019,9,6,7.13,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,196,Great Curassow,Crax rubra,1,2019,9,6,16.25,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,202,Rodent,Muridae,1,2019,9,7,1.55,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,205,Common Opossum,Didelphis marsupialis,1,2019,9,7,2.10,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,211,White-tailed Deer,Odocoileus virginianus,1,2019,9,8,7.34,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,214,Puma,Puma concolor,1,2019,9,9,0.13,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,217,White-tailed Deer,Odocoileus virginianus,2,2019,9,9,8.06,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,232,White-tailed Deer,Odocoileus virginianus,1,2019,9,9,14.57,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,236,White-tailed Deer,Odocoileus virginianus,2,2019,9,11,14.18,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,241,White-tailed Deer,Odocoileus virginianus,1,2019,9,11,16.18,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,250,Gray fox,Urocyon cinereoargenteus,1,2019,9,12,10.21,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,253,White-tailed Deer,Odocoileus virginianus,1,2019,9,12,13.01,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,256,White-tailed Deer,Odocoileus virginianus,1,2019,9,12,14.28,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,262,White-tailed Deer,Odocoileus virginianus,1,2019,9,12,17.00,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,265,Gray fox,Urocyon cinereoargenteus,1,2019,9,13,13.16,,bushnell,Logging
Laguna Seca,903F,286089,1952719,17.65102400,-89.01637300,903,F,269,White-nosed Coati,Nasua narica,1,2019,9,13,14.28,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,271,Red Brocket Deer,Mazama temama,1,2019,9,13,14.44,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,274,White-tailed Deer,Odocoileus virginianus,2,2019,9,13,15.45,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,283,Striped Hog-nosed Skunk,Conepatus semistriatus,1,2019,9,14,2.00,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,286,White-tailed Deer,Odocoileus virginianus,2,2019,9,14,12.40,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,295,White-tailed Deer,Odocoileus virginianus,1,2019,9,15,7.14,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,304,White-tailed Deer,Odocoileus virginianus,1,2019,9,15,14.42,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,307,Gray fox,Urocyon cinereoargenteus,1,2019,9,15,14.49,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,313,Gray fox,Urocyon cinereoargenteus,1,2019,9,17,22.04,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,316,Red Brocket Deer,Mazama temama,1,2019,9,18,8.32,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,319,White-tailed Deer,Odocoileus virginianus,1,2019,9,18,8.57,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,322,Gray fox,Urocyon cinereoargenteus,1,2019,9,18,11.34,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,325,Gray-headed Dove,Leptotila plumbeiceps,1,2019,9,18,16.57,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,328,White-tailed Deer,Odocoileus virginianus,1,2019,9,19,8.42,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,334,White-tailed Deer,Odocoileus virginianus,1,2019,9,19,14.12,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,337,White-tailed Deer,Odocoileus virginianus,2,2019,9,19,16.16,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,352,White-tailed Deer,Odocoileus virginianus,1,2019,9,20,6.34,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,358,Gray fox,Urocyon cinereoargenteus,1,2019,9,20,14.16,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,361,White-nosed Coati,Nasua narica,1,2019,9,21,7.46,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,364,Great Curassow,Crax rubra,1,2019,9,21,12.20,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,368,White-tailed Deer,Odocoileus virginianus,1,2019,9,21,16.15,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,373,Striped Hog-nosed Skunk,Conepatus semistriatus,1,2019,9,22,2.51,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,376,Great Curassow,Crax rubra,1,2019,9,22,6.22,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,379,White-tailed Deer,Odocoileus virginianus,1,2019,9,22,7.11,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,382,Gray fox,Urocyon cinereoargenteus,1,2019,9,22,12.37,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,386,Baird's Tapir,Tapirus bairdii,1,2019,9,22,21.51,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,388,Red Brocket Deer,Mazama temama,2,2019,9,23,8.27,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,394,Gray fox,Urocyon cinereoargenteus,1,2019,9,26,14.21,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,398,White-tailed Deer,Odocoileus virginianus,1,2019,9,27,12.55,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,400,Gray fox,Urocyon cinereoargenteus,1,2019,9,27,13.30,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,403,White-tailed Deer,Odocoileus virginianus,1,2019,9,28,14.04,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,407,Great Curassow,Crax rubra,1,2019,9,28,17.13,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,410,Gray fox,Urocyon cinereoargenteus,1,2019,9,30,20.26,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,412,White-nosed Coati,Nasua narica,4,2019,10,1,14.32,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,427,Ocellated Turkey,Meleagris ocellata,1,2019,10,1,16.44,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,434,Gray fox,Urocyon cinereoargenteus,1,2019,10,1,19.29,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,440,Baird's Tapir,Tapirus bairdii,1,2019,10,2,0.58,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,442,Red Brocket Deer,Mazama temama,1,2019,10,2,14.51,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,446,Deppe's Squirrel,Sciurus deppei,1,2019,10,4,6.15,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,451,Gray fox,Urocyon cinereoargenteus,1,2019,10,5,13.01,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,454,Gray fox,Urocyon cinereoargenteus,1,2019,10,5,14.33,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,460,Gray fox,Urocyon cinereoargenteus,1,2019,10,5,17.43,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,463,Gray fox,Urocyon cinereoargenteus,1,2019,10,5,23.37,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,467,Gray fox,Urocyon cinereoargenteus,1,2019,10,6,3.37,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,469,White-nosed Coati,Nasua narica,1,2019,10,6,8.20,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,472,Gray fox,Urocyon cinereoargenteus,1,2019,10,6,10.35,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,475,White-tailed Deer,Odocoileus virginianus,1,2019,10,7,14.51,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,478,White-tailed Deer,Odocoileus virginianus,1,2019,10,7,16.56,,bushnell,Logging
Laguna Seca,903F,290794,1952424,17.64880800,-88.97201300,903,F,485,White-tailed Deer,Odocoileus virginianus,1,2019,10,9,8.25,,bushnell,Logging
