Location,Camera,Easting,Northing,Cam nr,series,picture,species name,Nr,Year,Month ,Day,Hour Exact,Comment,camera brand,,Location,Logging,,
,804A,288916,1956673,804,a,190,Gray fox,1,,1,20,18.35,,moultrie,804A,Yalbac,no,,
,814A,289441,1941086,814,a,193,Gray fox,1,,1,10,4.22,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,197,Gray fox,1,,1,10,5.07,,bushnell,814A,Laguna Seca,no,,
,812A,286543,1935392,812,a,199,Gray fox,1,,1,25,19.29,,bushnell,812A,Laguna Seca,no,,
,814A,289441,1941086,814,a,201,Gray fox,1,,1,10,5.13,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,205,Gray fox,1,,1,10,5.23,,bushnell,814A,Laguna Seca,no,,
,803A,289440,1956750,803,a,215,Gray fox,1,,1,15,12.59,,bushnell,803A,Yalbac,no,,
,814A,289441,1941086,814,a,217,Gray fox,1,,1,10,18.06,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,224,Gray fox,1,,1,30,4.29,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,225,Gray fox,1,,1,11,0.43,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,229,Gray fox,2,,1,11,1.20,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,237,Gray fox,1,,1,11,4.53,,bushnell,814A,Laguna Seca,no,,
,812A,286543,1935392,812,a,244,Gray fox,1,,1,29,2.03,,bushnell,812A,Laguna Seca,no,,
,814A,289441,1941086,814,a,246,Gray fox,1,,1,11,7.06,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,256,Gray fox,1,,1,31,4.39,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,261,Gray fox,1,,1,11,18.47,,bushnell,814A,Laguna Seca,no,,
,812A,286543,1935392,812,a,265,Gray fox,1,,2,1,4.04,,bushnell,812A,Laguna Seca,no,,
,814A,289441,1941086,814,a,265,Gray fox,1,,1,11,19.32,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,269,Gray fox,1,,1,11,19.51,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,273,Gray fox,1,,1,12,5.03,,bushnell,814A,Laguna Seca,no,,
,803A,289440,1956750,803,a,296,Gray fox,1,,1,19,6.19,,bushnell,803A,Yalbac,no,,
,814A,289441,1941086,814,a,301,Gray fox,1,,1,13,0.16,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,309,Gray fox,1,,1,13,2.57,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,313,Gray fox,1,,1,13,4.51,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,317,Gray fox,1,,1,13,5.11,,bushnell,814A,Laguna Seca,no,,
,812A,286543,1935392,812,a,322,Gray fox,1,,2,7,1.53,,bushnell,812A,Laguna Seca,no,,
,814A,289441,1941086,814,a,325,Gray fox,1,,1,13,11.20,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,329,Gray fox,1,,1,13,17.55,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,333,Gray fox,1,,1,14,2.10,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,337,Gray fox,1,,1,14,3.34,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,342,Gray fox,1,,1,14,4.14,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,345,Gray fox,1,,1,14,4.29,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,351,Gray fox,1,,2,3,21.33,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,354,Gray fox,1,,2,3,23.52,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,358,Gray fox,1,,2,4,4.47,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,373,Gray fox,1,,1,14,9.37,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,401,Gray fox,1,,2,16,18.49,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,402,Gray fox,1,,1,15,2.34,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,405,Gray fox,1,,1,15,4.19,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,405,Gray fox,1,,2,16,19.23,,bushnell,814A,Laguna Seca,no,,
,812A,286543,1935392,812,a,412,Gray fox,1,,2,16,10.05,,bushnell,812A,Laguna Seca,no,,
,814A,289441,1941086,814,a,413,Gray fox,1,,2,17,3.49,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,430,Gray fox,1,,2,17,4.53,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,433,Gray fox,2,,2,17,4.54,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,449,Gray fox,1,,1,15,17.58,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,453,Gray fox,1,,1,16,1.40,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,457,Gray fox,1,,1,16,1.53,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,459,Gray fox,1,,2,17,10.40,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,461,Gray fox,1,,1,16,3.28,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,465,Gray fox,1,,1,16,4.11,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,472,Gray fox,1,,2,17,22.08,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,476,Gray fox,1,,2,17,22.54,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,504,Gray fox,1,,2,19,18.29,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,505,Gray fox,1,,1,16,23.34,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,509,Gray fox,1,,1,17,1.58,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,521,Gray fox,1,,1,17,11.16,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,529,Gray fox,1,,1,18,1.39,,bushnell,814A,Laguna Seca,no,,
,812A,286543,1935392,812,a,535,Gray fox,1,,3,4,1.37,,bushnell,812A,Laguna Seca,no,,
,814A,289441,1941086,814,a,537,Gray fox,1,,1,18,10.57,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,540,Gray fox,1,,2,20,20.33,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,549,Gray fox,1,,1,18,17.51,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,557,Gray fox,1,,1,19,2.00,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,561,Gray fox,1,,1,19,2.49,,bushnell,814A,Laguna Seca,no,,
,803A,289440,1956750,803,a,590,Gray fox,1,,2,5,3.33,,bushnell,803A,Yalbac,no,,
,814A,289441,1941086,814,a,593,Gray fox,1,,2,22,4.50,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,605,Gray fox,1,,2,24,19.37,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,609,Gray fox,1,,2,25,23.49,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,626,Gray fox,1,,2,27,19.02,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,634,Gray fox,1,,2,27,20.26,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,654,Gray fox,1,,3,2,4.50,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,661,Gray fox,1,,1,19,11.13,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,698,Gray fox,1,,3,3,2.47,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,717,Gray fox,1,,1,20,1.02,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,718,Gray fox,1,,3,3,19.55,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,725,Gray fox,1,,3,4,0.29,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,726,Gray fox,1,,1,20,5.05,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,732,Gray fox,1,,3,4,12.07,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,744,Gray fox,1,,3,4,19.13,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,749,Gray fox,1,,1,20,6.50,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,752,Gray fox,1,,3,4,19.26,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,753,Gray fox,1,,1,20,9.11,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,756,Gray fox,1,,3,5,3.28,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,757,Gray fox,1,,1,20,12.02,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,760,Gray fox,1,,3,5,4.35,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,761,Gray fox,1,,1,20,12.22,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,764,Gray fox,1,,3,5,5.11,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,765,Gray fox,1,,1,20,13.03,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,773,Gray fox,1,,1,20,14.55,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,777,Gray fox,1,,1,20,15.32,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,805,Gray fox,1,,1,21,5.25,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,877,Gray fox,1,,1,22,12.57,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,893,Gray fox,1,,1,23,0.18,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,897,Gray fox,1,,1,23,0.48,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,905,Gray fox,1,,1,23,4.50,,bushnell,814A,Laguna Seca,no,,
,814A,289441,1941086,814,a,965,Gray fox,1,,1,24,5.01,,bushnell,814A,Laguna Seca,no,,
,803B,289436,1956746,803,b,14,Gray fox,1,,3,7,4.23,,bushnell,803B,Yalbac,no,,
,805B,290411,1956668,805,b,16,Gray fox,1,,3,5,14.50,,bushnell,805B,Yalbac,no,,
,805B,290411,1956668,805,b,43,Gray fox,1,,3,6,12.13,,bushnell,805B,Yalbac,no,,
,805B,290411,1956668,805,b,49,Gray fox,1,,3,9,8.15,,bushnell,805B,Yalbac,no,,
,810B,286075,1935996,810,b,52,Gray fox,1,,3,6,3.41,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,91,Gray fox,1,,3,7,2.06,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,97,Gray fox,1,,3,8,1.39,,bushnell,810A,Laguna Seca,no,,
,803B,289436,1956746,803,b,119,Gray fox,1,,3,14,4.25,,bushnell,803B,Yalbac,no,,
,812B,286540,1935398,812,b,142,Gray fox,1,,3,19,20.48,,bushnell,812B,Laguna Seca,no,,
,810B,286075,1935996,810,b,148,Gray fox,1,,3,12,7.54,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,169,Gray fox,1,,3,14,10.15,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,177,Gray fox,1,,3,14,18.16,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,190,Gray fox,1,,3,15,13.24,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,205,Gray fox,1,,3,17,10.56,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,253,Gray fox,1,,3,18,12.00,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,272,Gray fox,1,,3,19,16.13,,bushnell,810A,Laguna Seca,no,,
,803B,289436,1956746,803,b,299,Gray fox,1,,3,28,8.14,,bushnell,803B,Yalbac,no,,
,810B,286075,1935996,810,b,301,Gray fox,1,,3,21,19.16,,bushnell,810A,Laguna Seca,no,,
,812B,286540,1935398,812,b,301,Gray fox,1,,4,1,6.51,,bushnell,812B,Laguna Seca,no,,
,812B,286540,1935398,812,b,322,Gray fox,1,,4,3,1.17,,bushnell,812B,Laguna Seca,no,,
,810B,286075,1935996,810,b,364,Gray fox,1,,3,22,18.48,,bushnell,810A,Laguna Seca,no,,
,812B,286540,1935398,812,b,373,Gray fox,1,,4,9,7.14,,bushnell,812B,Laguna Seca,no,,
,810B,286075,1935996,810,b,376,Gray fox,1,,3,23,10.16,,bushnell,810A,Laguna Seca,no,,
,812B,286540,1935398,812,b,376,Gray fox,1,,4,9,18.54,,bushnell,812B,Laguna Seca,no,,
,810B,286075,1935996,810,b,382,Gray fox,1,,3,23,12.34,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,427,Gray fox,1,,3,25,14.01,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,460,Gray fox,1,,3,31,3.11,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,511,Gray fox,1,,4,3,10.25,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,517,Gray fox,1,,4,3,22.07,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,547,Gray fox,1,,4,5,0.28,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,559,Gray fox,1,,4,5,19.00,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,562,Gray fox,1,,4,5,22.17,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,610,Gray fox,1,,4,7,23.15,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,613,Gray fox,1,,4,8,2.55,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,616,Gray fox,1,,4,8,13.59,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,622,Gray fox,1,,4,8,19.03,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,625,Gray fox,1,,4,8,23.06,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,628,Gray fox,1,,4,9,4.40,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,637,Gray fox,1,,4,9,16.32,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,640,Gray fox,1,,4,9,19.20,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,643,Gray fox,1,,4,9,23.34,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,646,Gray fox,1,,4,10,3.14,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,685,Gray fox,1,,4,10,9.55,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,688,Gray fox,1,,4,10,12.44,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,691,Gray fox,1,,4,10,20.10,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,694,Gray fox,1,,4,10,22.55,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,703,Gray fox,1,,4,11,23.27,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,706,Gray fox,1,,4,12,1.33,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,709,Gray fox,1,,4,12,3.43,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,721,Gray fox,1,,4,12,18.39,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,724,Gray fox,1,,4,12,20.20,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,730,Gray fox,1,,4,13,4.13,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,781,Gray fox,1,,4,13,19.11,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,784,Gray fox,1,,4,14,0.58,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,787,Gray fox,1,,4,14,3.59,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,802,Gray fox,1,,4,14,20.00,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,814,Gray fox,1,,4,16,10.35,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,826,Gray fox,1,,4,16,21.09,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,829,Gray fox,1,,4,16,23.08,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,835,Gray fox,1,,4,17,21.21,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,841,Gray fox,1,,4,18,19.31,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,853,Gray fox,1,,4,19,19.50,,bushnell,810A,Laguna Seca,no,,
,810B,286075,1935996,810,b,856,Gray fox,1,,4,19,22.56,,bushnell,810A,Laguna Seca,no,,
,810C,286074,1935990,810,c,34,Gray fox,1,,4,20,20.11,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,40,Gray fox,1,,4,21,0.37,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,55,Gray fox,1,,4,21,19.30,,bushnell,810C,Laguna Seca,no,,
,804C,288918,1956756,804,c,69,Gray fox,1,,5,8,8.48,,bushnell,804C,Yalbac,no,,
,810C,286074,1935990,810,c,100,Gray fox,1,,4,23,5.02,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,122,Gray fox,1,,4,23,23.13,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,130,Gray fox,1,,4,25,3.51,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,143,Gray fox,1,,4,26,9.37,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,145,Gray fox,1,,4,27,12.01,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,151,Gray fox,1,,4,28,4.30,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,169,Gray fox,1,,5,1,4.17,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,178,Gray fox,1,,5,1,21.09,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,181,Gray fox,1,,5,1,22.42,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,184,Gray fox,1,,5,2,21.36,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,193,Gray fox,1,,5,3,19.20,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,211,Gray fox,1,,5,6,3.24,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,214,Gray fox,1,,5,6,10.21,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,241,Gray fox,1,,5,7,21.26,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,247,Gray fox,1,,5,8,19.16,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,250,Gray fox,1,,5,8,23.02,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,268,Gray fox,1,,5,9,21.58,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,292,Gray fox,1,,5,10,9.46,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,295,Gray fox,1,,5,10,11.10,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,298,Gray fox,1,,5,10,13.56,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,313,Gray fox,1,,5,10,20.35,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,316,Gray fox,1,,5,11,1.07,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,325,Gray fox,1,,5,11,4.44,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,343,Gray fox,1,,5,11,23.07,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,367,Gray fox,1,,5,14,22.22,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,370,Gray fox,1,,5,15,2.50,,bushnell,810C,Laguna Seca,no,,
,812D,286087,1935581,812,d,37,Gray fox,1,,5,25,13.33,,bushnell,812D,Laguna Seca,no,,
,812D,286087,1935581,812,d,40,Gray fox,1,,5,27,4.48,,bushnell,812D,Laguna Seca,no,,
,812D,286087,1935581,812,d,43,Gray fox,1,,5,27,5.17,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,52,Gray fox,2,,5,25,10.33,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,88,Gray fox,1,,5,31,10.55,,bushnell,810D,Laguna Seca,no,,
,812D,286087,1935581,812,d,94,Gray fox,1,,6,4,4.17,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,97,Gray fox,1,,6,1,23.01,,bushnell,810D,Laguna Seca,no,,
,812D,286087,1935581,812,d,97,Gray fox,1,,6,6,20.44,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,100,Gray fox,1,,6,2,9.24,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,103,Gray fox,1,,6,2,10.19,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,106,Gray fox,1,,6,2,21.44,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,109,Gray fox,1,,6,3,4.50,,bushnell,810D,Laguna Seca,no,,
,812D,286087,1935581,812,d,109,Gray fox,1,,6,10,4.42,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,121,Gray fox,1,,6,3,23.06,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,130,Gray fox,1,,6,6,0.52,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,133,Gray fox,1,,6,6,21.12,,bushnell,810D,Laguna Seca,no,,
,812D,286087,1935581,812,d,154,Gray fox,1,,6,15,11.05,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,163,Gray fox,1,,6,7,23.20,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,181,Gray fox,1,,6,8,13.27,,bushnell,810D,Laguna Seca,no,,
,812D,286087,1935581,812,d,214,Gray fox,1,,6,21,9.56,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,217,Gray fox,1,,6,10,10.56,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,220,Gray fox,1,,6,10,19.15,,bushnell,810D,Laguna Seca,no,,
,812D,286087,1935581,812,d,220,Gray fox,1,,6,22,5.55,,bushnell,812D,Laguna Seca,no,,
,803D,293723,1956073,803,d,230,Gray fox,1,,5,26,21.19,,bushnell,803D,Yalbac,no,,
,810D,285371,1935931,810,d,232,Gray fox,1,,6,11,9.34,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,241,Gray fox,1,,6,12,7.55,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,247,Gray fox,1,,6,12,9.34,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,256,Gray fox,1,,6,13,13.27,,bushnell,810D,Laguna Seca,no,,
,807D,289277,1956284,807,d,297,Gray fox,1,,6,13,9.38,,bushnell,807D,Yalbac,no,,
,807D,289277,1956284,807,d,317,Gray fox,1,,6,15,12.32,,bushnell,807D,Yalbac,no,,
,810D,285371,1935931,810,d,319,Gray fox,1,,6,16,7.42,,bushnell,810D,Laguna Seca,no,,
,807D,289277,1956284,807,d,329,Gray fox,1,,6,16,12.28,,bushnell,807D,Yalbac,no,,
,807D,289277,1956284,807,d,345,Gray fox,1,,6,17,13.58,,bushnell,807D,Yalbac,no,,
,807D,289277,1956284,807,d,353,Gray fox,1,,6,17,18.56,,bushnell,807D,Yalbac,no,,
,810D,285371,1935931,810,d,364,Gray fox,1,,6,20,19.33,,bushnell,810D,Laguna Seca,no,,
,807D,289277,1956284,807,d,365,Gray fox,1,,6,18,15.18,,bushnell,807D,Yalbac,no,,
,807D,289277,1956284,807,d,373,Gray fox,1,,6,18,16.00,,bushnell,807D,Yalbac,no,,
,807D,289277,1956284,807,d,377,Gray fox,1,,6,19,4.14,,bushnell,807D,Yalbac,no,,
,810D,285371,1935931,810,d,391,Gray fox,1,,6,22,18.42,,bushnell,810D,Laguna Seca,no,,
,803D,293723,1956073,803,d,401,Gray fox,1,,5,28,16.38,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,409,Gray fox,1,,5,28,23.03,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,412,Gray fox,1,,5,28,23.38,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,454,Gray fox,1,,5,30,0.54,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,457,Gray fox,1,,5,30,1.44,,bushnell,803D,Yalbac,no,,
,807D,289277,1956284,807,d,513,Gray fox,2,,5,30,11.50,,bushnell,807D,Yalbac,no,,
,807D,289277,1956284,807,d,546,Gray fox,1,,5,31,11.16,,bushnell,807D,Yalbac,no,,
,807D,289277,1956284,807,d,549,Gray fox,1,,5,31,12.16,,bushnell,807D,Yalbac,no,,
,807D,289277,1956284,807,d,561,Gray fox,1,,6,1,12.22,,bushnell,807D,Yalbac,no,,
,807D,289277,1956284,807,d,565,Gray fox,1,,6,1,12.58,,bushnell,807D,Yalbac,no,,
,807D,289277,1956284,807,d,586,Gray fox,1,,6,23,12.00,,bushnell,807D,Yalbac,no,,
,803D,293723,1956073,803,d,619,Gray fox,1,,6,4,8.11,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,622,Gray fox,1,,6,4,12.08,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,730,Gray fox,1,,6,9,12.00,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,733,Gray fox,1,,6,9,13.14,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,907,Gray fox,1,,6,16,10.09,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,958,Gray fox,1,,6,20,12.55,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,991,Gray fox,1,,6,24,11.31,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,997,Gray fox,1,,6,25,13.42,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,1000,Gray fox,1,,6,25,23.40,,bushnell,803D,Yalbac,no,,
,812E,287809,1935980,812,e,4,Gray fox,1,,9,10,10.11,,bushnell,812E,Laguna Seca,no,,
,812E,287809,1935980,812,e,7,Gray fox,1,,9,11,11.07,,bushnell,812E,Laguna Seca,no,,
,807E,289279,1956285,807,e,29,Gray fox,1,,7,1,11.15,,bushnell,807E,Yalbac,no,,
,807E,289279,1956285,807,e,37,Gray fox,1,,7,1,13.18,,bushnell,807E,Yalbac,no,,
,812E,287809,1935980,812,e,49,Gray fox,1,,9,16,11.57,,bushnell,812E,Laguna Seca,no,,
,812E,287809,1935980,812,e,52,Gray fox,1,,9,16,12.43,,bushnell,812E,Laguna Seca,no,,
,812E,287809,1935980,812,e,67,Gray fox,1,,9,17,18.41,,bushnell,812E,Laguna Seca,no,,
