Name,mean_ARVI,sd_ARVI,mean_NDVI,sd_NDVI,mean_PRI,sd_PRI,mean_RGRI,sd_RGRI,mean_SIPI,sd_SIPI,mean_SR,sd_SR,mean_ARVI100,sd_ARVI100,mean_NDVI100,sd_NDVI100,mean_PRI100,sd_PRI100,mean_RGRI100,sd_RGRI100,mean_SIPI100,sd_SIPI100,mean_SR100,sd_SR100
408F,0.876911301,0.064988359,0.890008576,0.043268648,-0.001078698,0.023857447,0.972595267,0.078388115,1.00910729,0.017050288,19.13072063,5.130350194,0.90831889887,0.04270431198,0.91278861156,0.02882299938,0.01694097756,0.02183484099,0.93245770263,0.05758577753,1.00309530468,0.01145605656,23.12669247350,3.90298085221
409A,0.924914882,0.012008935,0.927271967,0.005665264,0.038139922,0.033684523,0.912394804,0.043902266,1.001360099,0.004612209,26.6665816,2.162728245,0.91999397948,0.01220949482,0.92481454509,0.00480297762,0.02981681280,0.02323114187,0.91822323006,0.03612470195,1.00275778675,0.00534793204,25.71415103520,1.78467262886
409B,0.918835812,0.014372896,0.92371959,0.005091555,0.029148867,0.029375548,0.916780576,0.041011122,1.002817741,0.006258508,25.34296476,1.870573,0.91849966879,0.01270222204,0.92362381647,0.00488191182,0.02976506327,0.02402466499,0.92547304481,0.03619049250,1.00293881301,0.00558147908,25.29829184830,1.76487180180
409C,0.92481482,0.00999534,0.925314666,0.003847048,0.020140208,0.017521233,0.906139749,0.021983486,1.000310156,0.004205857,25.85048227,1.390466899,0.92403639611,0.00952324751,0.92527228809,0.00417280665,0.01985338103,0.01701964269,0.91054695282,0.02447059176,1.00071900748,0.00404842844,25.84772408140,1.50813286315
409C2,0.916585298,0.010113748,0.924123779,0.005746877,0.020104099,0.021341718,0.920348365,0.035510868,1.004279625,0.004102102,25.51741024,2.105428974,0.91745604162,0.01181710546,0.92344637057,0.00499814662,0.02597519404,0.02410056205,0.91992711841,0.03606778928,1.00342271228,0.00506231008,25.24070899500,1.77579837773
409D,0.916585298,0.010113748,0.924123779,0.005746877,0.020104099,0.021341718,0.920348365,0.035510868,1.004279625,0.004102102,25.51741024,2.105428974,0.91745604162,0.01181710546,0.92344637057,0.00499814662,0.02597519404,0.02410056205,0.91992711841,0.03606778928,1.00342271228,0.00506231008,25.24070899500,1.77579837773
409E,0.921574962,0.013145586,0.924369905,0.004317057,0.03001149,0.025426455,0.907771259,0.03672493,1.001624633,0.006114647,25.53352569,1.566416923,0.91915677760,0.01109561390,0.92465623264,0.00468729647,0.02364680678,0.02044841306,0.90957796970,0.03179232533,1.00313410241,0.00468668159,25.64981980780,1.69356119014
409F,0.938876868,0.018344805,0.939636925,0.006425453,0.026523804,0.034858031,0.911580653,0.062146799,1.000514826,0.007872159,32.53920229,3.873393898,0.93675072779,0.01732410592,0.93765066987,0.00679601088,0.02383903289,0.03193237569,0.90651596986,0.05308141012,1.00054452492,0.00715995646,31.38949558560,3.68915544719
410A,0.912857779,0.010416582,0.921491353,0.004381756,0.030787787,0.030472768,0.943811437,0.038450624,1.004929672,0.004365175,24.5574022,1.482409549,0.91732998445,0.01161191949,0.92348029132,0.00513287099,0.02675577972,0.02568609000,0.92823874141,0.03577940019,1.00351049513,0.00501649045,25.25656388210,1.79355506962
410B,0.916068185,0.009843285,0.924405751,0.003788774,0.020448524,0.019111139,0.928771254,0.031347857,1.004736693,0.00404575,25.5270275,1.402190611,0.91834221549,0.01065944636,0.92564491705,0.00446307847,0.02119033035,0.02104441850,0.91644543394,0.03137942945,1.00414450289,0.00464193858,25.99731118900,1.66300811848
410C,0.925474087,0.011650811,0.926165585,0.004905713,0.026361628,0.020282296,0.908598594,0.029089179,1.000428263,0.00431916,26.21201978,1.880274486,0.92508125209,0.01111352336,0.92666837006,0.00470285762,0.02851833446,0.02129259526,0.89971553542,0.03236845183,1.00092436168,0.00463651359,26.38794346540,1.79579157672
410C2,0.91846083,0.010060406,0.919348177,0.003472117,0.021196685,0.016352392,0.916030003,0.019917739,1.000530299,0.005227032,23.84391788,1.069119113,0.91707741954,0.01391750320,0.91657831353,0.00878634232,0.02155266140,0.01646555884,0.91945749734,0.02586869565,0.99975776255,0.00556833658,23.15385809400,1.81419748472
410D,0.91846083,0.010060406,0.919348177,0.003472117,0.021196685,0.016352392,0.916030003,0.019917739,1.000530299,0.005227032,23.84391788,1.069119113,0.91707741954,0.01391750320,0.91657831353,0.00878634232,0.02155266140,0.01646555884,0.91945749734,0.02586869565,0.99975776255,0.00556833658,23.15385809400,1.81419748472
411B,0.9215463,0.016299608,0.921862953,0.007384871,0.037049864,0.030209422,0.915862152,0.048467376,1.000245645,0.007446709,24.81371384,2.335830879,0.92222496852,0.01976976317,0.91947702401,0.01302218452,0.04386913289,0.04217122453,0.91128066191,0.05803304707,0.99831411676,0.00978605492,24.41484729990,3.65545911315
411C,0.915964051,0.012091603,0.923758504,0.004159595,0.024849112,0.019634621,0.920215852,0.034637873,1.004448815,0.005267327,25.31695844,1.564175248,0.91777046951,0.01164058250,0.92461390786,0.00467495329,0.02518268935,0.02217459602,0.91666570013,0.03398820603,1.00389860834,0.00501969960,25.63635754010,1.72317076743
411F,0.896068626,0.052433122,0.900095335,0.03504979,0.020902649,0.021954094,0.963167708,0.068884123,1.003204907,0.015440419,20.28458714,3.901984593,0.89734139011,0.07527540558,0.90303826329,0.05223367533,0.01582649130,0.02187379055,0.94298126581,0.08139098087,1.00619206909,0.03864718126,21.44403526350,3.88329900376
412B,0.918076006,0.01095828,0.923285766,0.004928956,0.021921692,0.019674012,0.914913088,0.032602395,1.002975332,0.004521918,25.17846652,1.682185339,0.91915313736,0.01279955776,0.92430367046,0.00578764473,0.02915144921,0.02381132642,0.91899490769,0.03703367883,1.00294843341,0.00535491630,25.57864560040,2.07434518330
