"Name","Logging.x","Property.x","Easting.x","Northing.x","Lat.x","Long.x","Cam.nr","series","picture","species.name","Species","Type","Nr","Year","Month","Day","Hour.Exact","Comment","Mammal","Logging.y","Property.y","Brand","Date.Placement","Date.Removed","Last.record","Days","Easting.y","Northing.y","Lat.y","Long.y","obsdate","visit","date_time_obs"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",226,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,6,3.46,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-06,10,"2020-07-06 3.46"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",238,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,6,13.09,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-06,10,"2020-07-06 13.09"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",256,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,7,14.49,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-07,11,"2020-07-07 14.49"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",262,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,7,19.36,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-07,11,"2020-07-07 19.36"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",265,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,8,0.2,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-08,12,"2020-07-08 0.20"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",277,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,8,21.15,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-08,12,"2020-07-08 21.15"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",283,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,9,13.25,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-09,13,"2020-07-09 13.25"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",292,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,10,21.27,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-10,14,"2020-07-10 21.27"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",301,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,11,22.43,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-11,15,"2020-07-11 22.43"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",310,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,13,4.54,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-13,17,"2020-07-13 4.54"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",319,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,13,19.25,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-13,17,"2020-07-13 19.25"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",328,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,15,10.56,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-15,19,"2020-07-15 10.56"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",337,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,15,15.13,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-15,19,"2020-07-15 15.13"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",346,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,15,20.15,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-15,19,"2020-07-15 20.15"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",352,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,16,22.4,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-16,20,"2020-07-16 22.40"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",358,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,17,20.26,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-17,21,"2020-07-17 20.26"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",364,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,18,19.54,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-18,22,"2020-07-18 19.54"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",367,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,19,2.47,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-19,23,"2020-07-19 2.47"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",385,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,20,21.09,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-20,24,"2020-07-20 21.09"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",400,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,22,22.3,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-22,26,"2020-07-22 22.30"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",424,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,25,21.16,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-25,29,"2020-07-25 21.16"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",427,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,25,23.11,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-25,29,"2020-07-25 23.11"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",439,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,7,26,21.13,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-26,30,"2020-07-26 21.13"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",502,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,8,5,11.4,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-08-05,40,"2020-08-05 11.40"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",472,"Ocelot","Leopardus pardalis","Mammal",1,2020,7,31,5.43,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-31,35,"2020-07-31 5.43"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",487,"Ocelot","Leopardus pardalis","Mammal",1,2020,8,2,19.08,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-08-02,37,"2020-08-02 19.08"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",274,"Puma","Puma concolor","Mammal",1,2020,7,8,18.2,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-08,12,"2020-07-08 18.20"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",361,"Puma","Puma concolor","Mammal",1,2020,7,18,5.28,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-18,22,"2020-07-18 5.28"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",388,"Puma","Puma concolor","Mammal",1,2020,7,21,1.18,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-21,25,"2020-07-21 1.18"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",431,"Puma","Puma concolor","Mammal",1,2020,7,26,3.13,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-26,30,"2020-07-26 3.13"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",268,"Red Brocket Deer","Mazama temama","Mammal",1,2020,7,8,9.56,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-08,12,"2020-07-08 9.56"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",37,"White-nosed Coati","Nasua narica","Mammal",1,2020,6,27,15.08,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-06-27,1,"2020-06-27 15.08"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",478,"White-nosed Coati","Nasua narica","Mammal",1,2020,8,1,11.42,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-08-01,36,"2020-08-01 11.42"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",26,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,6,27,11.04,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-06-27,1,"2020-06-27 11.04"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",32,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,6,27,12.52,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-06-27,1,"2020-06-27 12.52"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",40,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,6,27,18.49,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-06-27,1,"2020-06-27 18.49"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",67,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,6,28,9.3,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-06-28,2,"2020-06-28 9.30"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",382,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,7,20,17.01,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-20,24,"2020-07-20 17.01"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",394,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,7,21,15.27,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-21,25,"2020-07-21 15.27"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",403,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,7,23,11.2,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-23,27,"2020-07-23 11.20"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",406,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,7,24,11.33,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-24,28,"2020-07-24 11.33"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",409,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,7,25,14.07,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-25,29,"2020-07-25 14.07"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",415,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,7,25,15.2,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-25,29,"2020-07-25 15.20"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",499,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,8,5,8.04,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-08-05,40,"2020-08-05 8.04"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",508,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,8,5,13.21,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-08-05,40,"2020-08-05 13.21"
"13E","Yes","Laguna Seca",289293,1951344,17.638912,-88.986049,13,"E",58,"Common Opossum","Didelphis marsupialis","Mammal",1,2020,8,29,20.28,"","Yes","Yes","Laguna Seca","Bushnel",2020-08-08,2020-09-19,2020-09-19,43,289293,1951344,17.638912,-88.986049,2020-08-29,22,"2020-08-29 20.28"
"13E","Yes","Laguna Seca",289293,1951344,17.638912,-88.986049,13,"E",22,"Mammal","Mammal","Mammal",1,2020,8,9,15.04,"","Yes","Yes","Laguna Seca","Bushnel",2020-08-08,2020-09-19,2020-09-19,43,289293,1951344,17.638912,-88.986049,2020-08-09,2,"2020-08-09 15.04"
"13E","Yes","Laguna Seca",289293,1951344,17.638912,-88.986049,13,"E",61,"Ocelot","Leopardus pardalis","Mammal",1,2020,9,1,1.4,"","Yes","Yes","Laguna Seca","Bushnel",2020-08-08,2020-09-19,2020-09-19,43,289293,1951344,17.638912,-88.986049,2020-09-01,25,"2020-09-01 1.40"
"13E","Yes","Laguna Seca",289293,1951344,17.638912,-88.986049,13,"E",106,"Paca","Cuniculus paca","Mammal",1,2020,9,8,21.56,"","Yes","Yes","Laguna Seca","Bushnel",2020-08-08,2020-09-19,2020-09-19,43,289293,1951344,17.638912,-88.986049,2020-09-08,32,"2020-09-08 21.56"
"13E","Yes","Laguna Seca",289293,1951344,17.638912,-88.986049,13,"E",112,"Paca","Cuniculus paca","Mammal",1,2020,9,12,23.08,"","Yes","Yes","Laguna Seca","Bushnel",2020-08-08,2020-09-19,2020-09-19,43,289293,1951344,17.638912,-88.986049,2020-09-12,36,"2020-09-12 23.08"
"13E","Yes","Laguna Seca",289293,1951344,17.638912,-88.986049,13,"E",97,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,9,6,17.04,"","Yes","Yes","Laguna Seca","Bushnel",2020-08-08,2020-09-19,2020-09-19,43,289293,1951344,17.638912,-88.986049,2020-09-06,30,"2020-09-06 17.04"
"13F","Yes","Laguna Seca",289288,1951348,17.638948,-88.986102,13,"F",37,"Common Opossum","Didelphis marsupialis","Mammal",1,2020,10,11,22.25,"","Yes","Yes","Laguna Seca","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,289288,1951348,17.638948,-88.986102,2020-10-11,23,"2020-10-11 22.25"
"13F","Yes","Laguna Seca",289288,1951348,17.638948,-88.986102,13,"F",52,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,10,17,5.16,"","Yes","Yes","Laguna Seca","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,289288,1951348,17.638948,-88.986102,2020-10-17,29,"2020-10-17 5.16"
"13F","Yes","Laguna Seca",289288,1951348,17.638948,-88.986102,13,"F",19,"Rodent","Rodent","Mammal",1,2020,9,25,2.23,"","Yes","Yes","Laguna Seca","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,289288,1951348,17.638948,-88.986102,2020-09-25,7,"2020-09-25 2.23"
"13F","Yes","Laguna Seca",289288,1951348,17.638948,-88.986102,13,"F",31,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,10,5,9.59,"","Yes","Yes","Laguna Seca","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,289288,1951348,17.638948,-88.986102,2020-10-05,17,"2020-10-05 9.59"
"13F","Yes","Laguna Seca",289288,1951348,17.638948,-88.986102,13,"F",67,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,10,24,6.42,"","Yes","Yes","Laguna Seca","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,289288,1951348,17.638948,-88.986102,2020-10-24,36,"2020-10-24 6.42"
"01B","Yes","Yalbac",286795,1939898,17.53528,-89.008442,1,"B",3226,"Great Curassow","Crax rubra","Bird",1,2020,4,25,6.45,"","No","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-05-09,53,286795,1939898,17.53528,-89.008442,2020-04-25,43,"2020-04-25 6.45"
"01B","Yes","Yalbac",286795,1939898,17.53528,-89.008442,1,"B",646,"Great Curassow","Crax rubra","Bird",1,2020,3,21,6.38,"","No","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-05-09,53,286795,1939898,17.53528,-89.008442,2020-03-21,8,"2020-03-21 6.38"
"01B","Yes","Yalbac",286795,1939898,17.53528,-89.008442,1,"B",1963,"Great Tinamou","Tinamus major","Bird",1,2020,3,30,8.13,"","No","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-05-09,53,286795,1939898,17.53528,-89.008442,2020-03-30,17,"2020-03-30 8.13"
"01B","Yes","Yalbac",286795,1939898,17.53528,-89.008442,1,"B",2384,"Great Tinamou","Tinamus major","Bird",1,2020,4,1,17.56,"","No","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-05-09,53,286795,1939898,17.53528,-89.008442,2020-04-01,19,"2020-04-01 17.56"
"01B","Yes","Yalbac",286795,1939898,17.53528,-89.008442,1,"B",2923,"Great Tinamou","Tinamus major","Bird",1,2020,4,10,6.48,"","No","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-05-09,53,286795,1939898,17.53528,-89.008442,2020-04-10,28,"2020-04-10 6.48"
"01B","Yes","Yalbac",286795,1939898,17.53528,-89.008442,1,"B",3160,"Great Tinamou","Tinamus major","Bird",1,2020,4,19,7.06,"","No","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-05-09,53,286795,1939898,17.53528,-89.008442,2020-04-19,37,"2020-04-19 7.06"
"01B","Yes","Yalbac",286795,1939898,17.53528,-89.008442,1,"B",3385,"Ocellated Turkey","Meleagris ocellata","Bird",1,2020,5,2,14.02,"","No","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-05-09,53,286795,1939898,17.53528,-89.008442,2020-05-02,50,"2020-05-02 14.02"
"01B","Yes","Yalbac",286795,1939898,17.53528,-89.008442,1,"B",3709,"Ocellated Turkey","Meleagris ocellata","Bird",1,2020,5,7,12.01,"","No","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-05-09,53,286795,1939898,17.53528,-89.008442,2020-05-07,55,"2020-05-07 12.01"
"01C","Yes","Yalbac",286793,1939897,17.535266,-89.008462,1,"C",283,"Crested Guan","Penelope purpurascens","Bird",1,2020,5,30,17.28,"","No","Yes","Yalbac","Bushnel",2020-05-09,2020-06-13,2020-06-13,35,286793,1939897,17.535266,-89.008462,2020-05-30,22,"2020-05-30 17.28"
"01C","Yes","Yalbac",286793,1939897,17.535266,-89.008462,1,"C",175,"Ocellated Turkey","Meleagris ocellata","Bird",1,2020,5,15,15.18,"","No","Yes","Yalbac","Bushnel",2020-05-09,2020-06-13,2020-06-13,35,286793,1939897,17.535266,-89.008462,2020-05-15,7,"2020-05-15 15.18"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",427,"Blue Ground Dove","Claravis pretiosa","Bird",1,2020,7,13,17.23,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-07-13,31,"2020-07-13 17.23"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",321,"Common Pauraque","Nyctidromus albicollis","Bird",1,2020,7,7,3.31,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-07-07,25,"2020-07-07 3.31"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",346,"Common Pauraque","Nyctidromus albicollis","Bird",1,2020,7,8,0.19,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-07-08,26,"2020-07-08 0.19"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",466,"Common Pauraque","Nyctidromus albicollis","Bird",1,2020,7,16,4.55,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-07-16,34,"2020-07-16 4.55"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",505,"Common Pauraque","Nyctidromus albicollis","Bird",1,2020,7,17,4.46,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-07-17,35,"2020-07-17 4.46"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",190,"Gray-headed Dove","Leptotila plumbeiceps","Bird",1,2020,6,27,6.17,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-06-27,15,"2020-06-27 6.17"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",284,"Gray-headed Dove","Leptotila plumbeiceps","Bird",1,2020,7,3,7.15,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-07-03,21,"2020-07-03 7.15"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",289,"Gray-headed Dove","Leptotila plumbeiceps","Bird",1,2020,7,3,7.48,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-07-03,21,"2020-07-03 7.48"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",160,"Great Curassow","Crax rubra","Bird",1,2020,6,26,5.49,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-06-26,14,"2020-06-26 5.49"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",352,"Great Curassow","Crax rubra","Bird",1,2020,7,8,5.44,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-07-08,26,"2020-07-08 5.44"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",355,"Great Curassow","Crax rubra","Bird",1,2020,7,8,7.18,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-07-08,26,"2020-07-08 7.18"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",478,"Great Curassow","Crax rubra","Bird",1,2020,7,16,6.29,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-07-16,34,"2020-07-16 6.29"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",511,"Great Curassow","Crax rubra","Bird",1,2020,7,17,5.26,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-07-17,35,"2020-07-17 5.26"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",52,"Ocellated Turkey","Meleagris ocellata","Bird",1,2020,6,16,12.46,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-06-16,4,"2020-06-16 12.46"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",79,"Ocellated Turkey","Meleagris ocellata","Bird",1,2020,6,20,9.27,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-06-20,8,"2020-06-20 9.27"
