"site","Camera","picture","species.name","Nr","Year","Month","Day","Hour.Exact","Comment","camera.brand","Location.1","Logging","Mammal","Easting.y","Northing.y","Site","Active_Log","obsdate","First_Obs","Last.Record_clean","Days","date_time_obs"
"813C","813C",24,"Nine-banded Armadillo",1,2018,4,22,1.48,"","bushnell","Laguna Seca","yes","Yes",293930,1941444,"Laguna Seca","yes",2018-04-22,2018-04-20,2018-05-22,33,"2018-04-22 1.48"
"802C","802C",5170097,"Nine-banded Armadillo",1,2018,5,17,0.23,"","bushnell","Yalbac","yes","Yes",288646,1957213,"Yalbac","yes",2018-05-17,2018-04-20,2018-05-22,33,"2018-05-17 0.23"
"804E","804E",13,"Nine-banded Armadillo",1,2018,6,29,20.57,"","bushnell","Yalbac","yes","Yes",286000,1954721,"Yalbac","yes",2018-06-29,2018-06-27,2018-07-16,19,"2018-06-29 20.57"
"803E","803E",368,"Nine-banded Armadillo",1,2018,8,24,8.17,"","bushnell","Yalbac","yes","Yes",293978,1956571,"Yalbac","yes",2018-08-24,2018-06-27,2018-08-31,65,"2018-08-24 8.17"
"803F","803F",376,"Nine-banded Armadillo",1,2018,10,22,1.52,"","bushnell","Yalbac","yes","Yes",287367,1957733,"Yalbac","yes",2018-10-22,2018-09-10,2018-11-17,68,"2018-10-22 1.52"
"807G","807G",85,"Nothern Waterthrush",1,2018,12,22,10.31,"","bushnell","Yalbac","yes","No",288218,1957304,"Yalbac","yes",2018-12-22,2018-11-17,2018-12-28,34,"2018-12-22 10.31"
"811A","811A",304,"Ocellated Turkey",1,2018,2,4,2.55,"","bushnell","Laguna Seca","yes","No",292245,1941778,"Laguna Seca","yes",2018-02-04,2018-01-02,2018-02-27,54,"2018-02-04 2.55"
"801A","801A",4968,"Ocellated Turkey",1,2018,1,13,11.17,"","Moultrie","Yalbac","yes","No",292707,1955722,"Yalbac","yes",2018-01-13,2018-01-02,2018-03-05,63,"2018-01-13 11.17"
"809B","809B",25,"Ocellated Turkey",6,2018,3,9,8.08,"","bushnell","Laguna Seca","yes","No",290308,1941220,"Laguna Seca","yes",2018-03-09,2018-03-05,2018-04-04,32,"2018-03-09 8.08"
"811B","811B",148,"Ocellated Turkey",1,2018,3,12,6.45,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-03-12,2018-03-05,2018-04-20,46,"2018-03-12 6.45"
"811B","811B",374,"Ocellated Turkey",1,2018,3,18,8.09,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-03-18,2018-03-05,2018-04-20,46,"2018-03-18 8.09"
"811B","811B",379,"Ocellated Turkey",1,2018,3,18,8.42,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-03-18,2018-03-05,2018-04-20,46,"2018-03-18 8.42"
"811B","811B",424,"Ocellated Turkey",1,2018,3,20,6.32,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-03-20,2018-03-05,2018-04-20,46,"2018-03-20 6.32"
"811B","811B",658,"Ocellated Turkey",1,2018,3,26,8.5,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-03-26,2018-03-05,2018-04-20,46,"2018-03-26 8.50"
"811B","811B",694,"Ocellated Turkey",1,2018,3,26,15.41,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-03-26,2018-03-05,2018-04-20,46,"2018-03-26 15.41"
"811B","811B",781,"Ocellated Turkey",1,2018,3,28,7.07,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-03-28,2018-03-05,2018-04-20,46,"2018-03-28 7.07"
"811B","811B",826,"Ocellated Turkey",1,2018,3,28,15.38,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-03-28,2018-03-05,2018-04-20,46,"2018-03-28 15.38"
"811B","811B",865,"Ocellated Turkey",1,2018,3,30,5.56,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-03-30,2018-03-05,2018-04-20,46,"2018-03-30 5.56"
"811B","811B",868,"Ocellated Turkey",1,2018,3,30,10.15,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-03-30,2018-03-05,2018-04-20,46,"2018-03-30 10.15"
"811B","811B",877,"Ocellated Turkey",1,2018,3,31,6.17,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-03-31,2018-03-05,2018-04-20,46,"2018-03-31 6.17"
"811B","811B",889,"Ocellated Turkey",1,2018,3,31,12.25,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-03-31,2018-03-05,2018-04-20,46,"2018-03-31 12.25"
"811B","811B",892,"Ocellated Turkey",1,2018,3,31,13.11,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-03-31,2018-03-05,2018-04-20,46,"2018-03-31 13.11"
"811B","811B",898,"Ocellated Turkey",1,2018,4,1,8.4,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-04-01,2018-03-05,2018-04-20,46,"2018-04-01 8.40"
"811B","811B",901,"Ocellated Turkey",1,2018,4,1,10.05,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-04-01,2018-03-05,2018-04-20,46,"2018-04-01 10.05"
"811B","811B",952,"Ocellated Turkey",1,2018,4,4,6.55,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-04-04,2018-03-05,2018-04-20,46,"2018-04-04 6.55"
"811B","811B",1024,"Ocellated Turkey",1,2018,4,7,6.03,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-04-07,2018-03-05,2018-04-20,46,"2018-04-07 6.03"
"811B","811B",1027,"Ocellated Turkey",1,2018,4,7,16.36,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-04-07,2018-03-05,2018-04-20,46,"2018-04-07 16.36"
"811B","811B",1241,"Ocellated Turkey",1,2018,4,14,16.06,"","bushnell","Laguna Seca","yes","No",292249,1941778,"Laguna Seca","yes",2018-04-14,2018-03-05,2018-04-20,46,"2018-04-14 16.06"
"805C","805C",19,"Ocellated Turkey",1,2018,5,2,9.19,"","bushnell","Yalbac","yes","No",293772,1956551,"Yalbac","yes",2018-05-02,2018-04-20,2018-05-22,33,"2018-05-02 9.19"
"809C","809C",22,"Ocellated Turkey",1,2018,4,21,10.41,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-21,2018-04-20,2018-05-22,33,"2018-04-21 10.41"
"803C","803C",25,"Ocellated Turkey",1,2018,4,22,8.27,"","bushnell","Yalbac","yes","No",293726,1956084,"Yalbac","yes",2018-04-22,2018-04-20,2018-05-22,33,"2018-04-22 8.27"
"805C","805C",28,"Ocellated Turkey",1,2018,5,2,10,"","bushnell","Yalbac","yes","No",293772,1956551,"Yalbac","yes",2018-05-02,2018-04-20,2018-05-22,33,"2018-05-02 10.00"
"805C","805C",34,"Ocellated Turkey",1,2018,5,3,13.04,"","bushnell","Yalbac","yes","No",293772,1956551,"Yalbac","yes",2018-05-03,2018-04-20,2018-05-22,33,"2018-05-03 13.04"
"803C","803C",43,"Ocellated Turkey",1,2018,4,25,10.1,"","bushnell","Yalbac","yes","No",293726,1956084,"Yalbac","yes",2018-04-25,2018-04-20,2018-05-22,33,"2018-04-25 10.10"
"805C","805C",49,"Ocellated Turkey",2,2018,5,5,13.03,"","bushnell","Yalbac","yes","No",293772,1956551,"Yalbac","yes",2018-05-05,2018-04-20,2018-05-22,33,"2018-05-05 13.03"
"809C","809C",52,"Ocellated Turkey",1,2018,4,21,14.27,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-21,2018-04-20,2018-05-22,33,"2018-04-21 14.27"
"809C","809C",55,"Ocellated Turkey",1,2018,4,22,7.59,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-22,2018-04-20,2018-05-22,33,"2018-04-22 7.59"
"813C","813C",55,"Ocellated Turkey",2,2018,5,1,17.18,"","bushnell","Laguna Seca","yes","No",293930,1941444,"Laguna Seca","yes",2018-05-01,2018-04-20,2018-05-22,33,"2018-05-01 17.18"
"809C","809C",58,"Ocellated Turkey",1,2018,4,22,16.22,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-22,2018-04-20,2018-05-22,33,"2018-04-22 16.22"
"809C","809C",67,"Ocellated Turkey",1,2018,4,23,8.17,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-23,2018-04-20,2018-05-22,33,"2018-04-23 8.17"
"809C","809C",70,"Ocellated Turkey",1,2018,4,23,13,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-23,2018-04-20,2018-05-22,33,"2018-04-23 13.00"
"809C","809C",73,"Ocellated Turkey",1,2018,4,23,17.09,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-23,2018-04-20,2018-05-22,33,"2018-04-23 17.09"
"809C","809C",76,"Ocellated Turkey",1,2018,4,24,7.39,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-24,2018-04-20,2018-05-22,33,"2018-04-24 7.39"
"803C","803C",77,"Ocellated Turkey",2,2018,5,14,5.43,"","bushnell","Yalbac","yes","No",293726,1956084,"Yalbac","yes",2018-05-14,2018-04-20,2018-05-22,33,"2018-05-14 5.43"
"809C","809C",79,"Ocellated Turkey",1,2018,4,24,11.03,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-24,2018-04-20,2018-05-22,33,"2018-04-24 11.03"
"809C","809C",85,"Ocellated Turkey",1,2018,4,25,6.53,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-25,2018-04-20,2018-05-22,33,"2018-04-25 6.53"
"809C","809C",88,"Ocellated Turkey",1,2018,4,25,8.37,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-25,2018-04-20,2018-05-22,33,"2018-04-25 8.37"
"809C","809C",100,"Ocellated Turkey",1,2018,4,25,10.11,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-25,2018-04-20,2018-05-22,33,"2018-04-25 10.11"
"809C","809C",115,"Ocellated Turkey",1,2018,4,26,10.56,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-26,2018-04-20,2018-05-22,33,"2018-04-26 10.56"
"809C","809C",118,"Ocellated Turkey",1,2018,4,27,8.2,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-27,2018-04-20,2018-05-22,33,"2018-04-27 8.20"
"809C","809C",121,"Ocellated Turkey",1,2018,4,27,9.52,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-27,2018-04-20,2018-05-22,33,"2018-04-27 9.52"
"809C","809C",136,"Ocellated Turkey",1,2018,4,28,8.36,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-28,2018-04-20,2018-05-22,33,"2018-04-28 8.36"
"809C","809C",139,"Ocellated Turkey",1,2018,4,28,12.37,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-28,2018-04-20,2018-05-22,33,"2018-04-28 12.37"
"809C","809C",148,"Ocellated Turkey",1,2018,4,30,13.29,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-04-30,2018-04-20,2018-05-22,33,"2018-04-30 13.29"
"809C","809C",160,"Ocellated Turkey",1,2018,5,1,15.3,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-01,2018-04-20,2018-05-22,33,"2018-05-01 15.30"
"809C","809C",169,"Ocellated Turkey",1,2018,5,2,10.41,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-02,2018-04-20,2018-05-22,33,"2018-05-02 10.41"
"809C","809C",172,"Ocellated Turkey",1,2018,5,2,16.18,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-02,2018-04-20,2018-05-22,33,"2018-05-02 16.18"
"803C","803C",176,"Ocellated Turkey",1,2018,5,17,6.07,"","bushnell","Yalbac","yes","No",293726,1956084,"Yalbac","yes",2018-05-17,2018-04-20,2018-05-22,33,"2018-05-17 6.07"
"809C","809C",178,"Ocellated Turkey",1,2018,5,3,8.55,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-03,2018-04-20,2018-05-22,33,"2018-05-03 8.55"
"809C","809C",181,"Ocellated Turkey",1,2018,5,3,12.29,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-03,2018-04-20,2018-05-22,33,"2018-05-03 12.29"
"803C","803C",182,"Ocellated Turkey",1,2018,5,17,7.13,"","bushnell","Yalbac","yes","No",293726,1956084,"Yalbac","yes",2018-05-17,2018-04-20,2018-05-22,33,"2018-05-17 7.13"
"803C","803C",188,"Ocellated Turkey",1,2018,5,18,7.32,"","bushnell","Yalbac","yes","No",293726,1956084,"Yalbac","yes",2018-05-18,2018-04-20,2018-05-22,33,"2018-05-18 7.32"
"809C","809C",190,"Ocellated Turkey",1,2018,5,4,11.19,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-04,2018-04-20,2018-05-22,33,"2018-05-04 11.19"
"809C","809C",193,"Ocellated Turkey",1,2018,5,4,14.41,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-04,2018-04-20,2018-05-22,33,"2018-05-04 14.41"
"803C","803C",194,"Ocellated Turkey",2,2018,5,18,8.15,"","bushnell","Yalbac","yes","No",293726,1956084,"Yalbac","yes",2018-05-18,2018-04-20,2018-05-22,33,"2018-05-18 8.15"
"809C","809C",196,"Ocellated Turkey",1,2018,5,5,9.29,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-05,2018-04-20,2018-05-22,33,"2018-05-05 9.29"
"809C","809C",202,"Ocellated Turkey",1,2018,5,5,14.21,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-05,2018-04-20,2018-05-22,33,"2018-05-05 14.21"
"809C","809C",205,"Ocellated Turkey",1,2018,5,5,15.46,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-05,2018-04-20,2018-05-22,33,"2018-05-05 15.46"
"809C","809C",208,"Ocellated Turkey",1,2018,5,5,17.14,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-05,2018-04-20,2018-05-22,33,"2018-05-05 17.14"
"803C","803C",215,"Ocellated Turkey",1,2018,5,20,7.52,"","bushnell","Yalbac","yes","No",293726,1956084,"Yalbac","yes",2018-05-20,2018-04-20,2018-05-22,33,"2018-05-20 7.52"
"809C","809C",223,"Ocellated Turkey",1,2018,5,6,7.43,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-06,2018-04-20,2018-05-22,33,"2018-05-06 7.43"
"803C","803C",224,"Ocellated Turkey",1,2018,5,20,13.1,"","bushnell","Yalbac","yes","No",293726,1956084,"Yalbac","yes",2018-05-20,2018-04-20,2018-05-22,33,"2018-05-20 13.10"
"803C","803C",230,"Ocellated Turkey",1,2018,5,20,14.24,"","bushnell","Yalbac","yes","No",293726,1956084,"Yalbac","yes",2018-05-20,2018-04-20,2018-05-22,33,"2018-05-20 14.24"
"803C","803C",233,"Ocellated Turkey",1,2018,5,21,7.36,"","bushnell","Yalbac","yes","No",293726,1956084,"Yalbac","yes",2018-05-21,2018-04-20,2018-05-22,33,"2018-05-21 7.36"
"809C","809C",238,"Ocellated Turkey",1,2018,5,6,17.11,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-06,2018-04-20,2018-05-22,33,"2018-05-06 17.11"
"809C","809C",241,"Ocellated Turkey",1,2018,5,7,12,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-07,2018-04-20,2018-05-22,33,"2018-05-07 12.00"
"809C","809C",247,"Ocellated Turkey",1,2018,5,7,12.58,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-07,2018-04-20,2018-05-22,33,"2018-05-07 12.58"
"809C","809C",253,"Ocellated Turkey",1,2018,5,7,15.13,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-07,2018-04-20,2018-05-22,33,"2018-05-07 15.13"
"809C","809C",262,"Ocellated Turkey",1,2018,5,8,14.18,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-08,2018-04-20,2018-05-22,33,"2018-05-08 14.18"
"809C","809C",265,"Ocellated Turkey",1,2018,5,9,17.35,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-09,2018-04-20,2018-05-22,33,"2018-05-09 17.35"
"809C","809C",268,"Ocellated Turkey",1,2018,5,10,8.03,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-10,2018-04-20,2018-05-22,33,"2018-05-10 8.03"
"809C","809C",274,"Ocellated Turkey",1,2018,5,10,10.19,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-10,2018-04-20,2018-05-22,33,"2018-05-10 10.19"
"809C","809C",277,"Ocellated Turkey",1,2018,5,10,11.03,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-10,2018-04-20,2018-05-22,33,"2018-05-10 11.03"
"809C","809C",289,"Ocellated Turkey",1,2018,5,11,14.13,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-11,2018-04-20,2018-05-22,33,"2018-05-11 14.13"
"809C","809C",292,"Ocellated Turkey",2,2018,5,11,15.49,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-11,2018-04-20,2018-05-22,33,"2018-05-11 15.49"
"809C","809C",301,"Ocellated Turkey",1,2018,5,12,7.19,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-12,2018-04-20,2018-05-22,33,"2018-05-12 7.19"
"809C","809C",319,"Ocellated Turkey",1,2018,5,13,6.4,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-13,2018-04-20,2018-05-22,33,"2018-05-13 6.40"
"809C","809C",322,"Ocellated Turkey",1,2018,5,13,10.18,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-13,2018-04-20,2018-05-22,33,"2018-05-13 10.18"
"809C","809C",325,"Ocellated Turkey",1,2018,5,13,11.1,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-13,2018-04-20,2018-05-22,33,"2018-05-13 11.10"
"809C","809C",328,"Ocellated Turkey",1,2018,5,13,14.34,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-13,2018-04-20,2018-05-22,33,"2018-05-13 14.34"
"809C","809C",334,"Ocellated Turkey",1,2018,5,14,7.39,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-14,2018-04-20,2018-05-22,33,"2018-05-14 7.39"
"809C","809C",337,"Ocellated Turkey",1,2018,5,14,14.37,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-14,2018-04-20,2018-05-22,33,"2018-05-14 14.37"
"809C","809C",340,"Ocellated Turkey",1,2018,5,14,16.01,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-14,2018-04-20,2018-05-22,33,"2018-05-14 16.01"
"809C","809C",343,"Ocellated Turkey",1,2018,5,15,7.16,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-15,2018-04-20,2018-05-22,33,"2018-05-15 7.16"
"809C","809C",346,"Ocellated Turkey",1,2018,5,15,13.19,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-15,2018-04-20,2018-05-22,33,"2018-05-15 13.19"
"809C","809C",355,"Ocellated Turkey",1,2018,5,16,7.23,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-16,2018-04-20,2018-05-22,33,"2018-05-16 7.23"
"809C","809C",358,"Ocellated Turkey",1,2018,5,16,15.49,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-16,2018-04-20,2018-05-22,33,"2018-05-16 15.49"
"809C","809C",361,"Ocellated Turkey",1,2018,5,16,17.07,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-16,2018-04-20,2018-05-22,33,"2018-05-16 17.07"
"809C","809C",370,"Ocellated Turkey",1,2018,5,17,6.5,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-17,2018-04-20,2018-05-22,33,"2018-05-17 6.50"
"809C","809C",373,"Ocellated Turkey",1,2018,5,17,12.46,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-17,2018-04-20,2018-05-22,33,"2018-05-17 12.46"
"809C","809C",379,"Ocellated Turkey",1,2018,5,19,9.35,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-19,2018-04-20,2018-05-22,33,"2018-05-19 9.35"
"809C","809C",388,"Ocellated Turkey",1,2018,5,20,11.02,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-20,2018-04-20,2018-05-22,33,"2018-05-20 11.02"
"809C","809C",397,"Ocellated Turkey",1,2018,5,21,8.03,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-21,2018-04-20,2018-05-22,33,"2018-05-21 8.03"
"809C","809C",406,"Ocellated Turkey",1,2018,5,21,17.52,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-21,2018-04-20,2018-05-22,33,"2018-05-21 17.52"
"809C","809C",409,"Ocellated Turkey",1,2018,5,22,8.16,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-22,2018-04-20,2018-05-22,33,"2018-05-22 8.16"
"801C","801C",5141,"Ocellated Turkey",1,2018,4,30,5.4,"","Moultrie","Yalbac","yes","No",292710,1955731,"Yalbac","yes",2018-04-30,2018-03-12,2018-05-22,33,"2018-04-30 5.40"
"801C","801C",5165,"Ocellated Turkey",1,2018,5,22,8.47,"","Moultrie","Yalbac","yes","No",292710,1955731,"Yalbac","yes",2018-05-22,2018-03-12,2018-05-22,33,"2018-05-22 8.47"
"802C","802C",4230009,"Ocellated Turkey",6,2018,4,23,17.56,"","bushnell","Yalbac","yes","No",288646,1957213,"Yalbac","yes",2018-04-23,2018-04-20,2018-05-22,33,"2018-04-23 17.56"
"813D","813D",1,"Ocellated Turkey",1,2018,5,22,15.31,"","bushnell","Laguna Seca","yes","No",290557,1941423,"Laguna Seca","yes",2018-05-22,2018-05-22,2018-06-27,36,"2018-05-22 15.31"
"804D","804D",9,"Ocellated Turkey",1,2018,5,22,17.4,"","bushnell","Yalbac","yes","No",286002,1954720,"Yalbac","yes",2018-05-22,2018-05-22,2018-06-27,36,"2018-05-22 17.40"
"809D","809D",10,"Ocellated Turkey",1,2018,5,25,8.21,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-05-25,2018-05-22,2018-06-27,36,"2018-05-25 8.21"
"813D","813D",10,"Ocellated Turkey",1,2018,5,24,10.42,"","bushnell","Laguna Seca","yes","No",290557,1941423,"Laguna Seca","yes",2018-05-24,2018-05-22,2018-06-27,36,"2018-05-24 10.42"
"809D","809D",13,"Ocellated Turkey",2,2018,5,25,10.26,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-05-25,2018-05-22,2018-06-27,36,"2018-05-25 10.26"
"811D","811D",13,"Ocellated Turkey",2,2018,5,22,14.53,"","bushnell","Laguna Seca","yes","No",290809,1941357,"Laguna Seca","yes",2018-05-22,2018-05-22,2018-05-25,3,"2018-05-22 14.53"
"814D","814D",13,"Ocellated Turkey",1,2018,5,23,5.59,"","bushnell","Laguna Seca","yes","No",291294,1941520,"Laguna Seca","yes",2018-05-23,2018-05-22,2018-06-27,36,"2018-05-23 5.59"
"813D","813D",16,"Ocellated Turkey",1,2018,5,25,8.25,"","bushnell","Laguna Seca","yes","No",290557,1941423,"Laguna Seca","yes",2018-05-25,2018-05-22,2018-06-27,36,"2018-05-25 8.25"
"814D","814D",17,"Ocellated Turkey",1,2018,5,23,7.07,"","bushnell","Laguna Seca","yes","No",291294,1941520,"Laguna Seca","yes",2018-05-23,2018-05-22,2018-06-27,36,"2018-05-23 7.07"
"813D","813D",19,"Ocellated Turkey",2,2018,5,26,9.24,"","bushnell","Laguna Seca","yes","No",290557,1941423,"Laguna Seca","yes",2018-05-26,2018-05-22,2018-06-27,36,"2018-05-26 9.24"
"804D","804D",21,"Ocellated Turkey",4,2018,5,23,7.1,"","bushnell","Yalbac","yes","No",286002,1954720,"Yalbac","yes",2018-05-23,2018-05-22,2018-06-27,36,"2018-05-23 7.10"
"811D","811D",22,"Ocellated Turkey",1,2018,5,22,15.24,"","bushnell","Laguna Seca","yes","No",290809,1941357,"Laguna Seca","yes",2018-05-22,2018-05-22,2018-05-25,3,"2018-05-22 15.24"
