"","site","picture","Species","Number_recorded","Year","Month","Day","Hour","obsdate","Mammal","Easting","Northing","date_time_obs"
"15423","03E",67,"Gray Fox",1,2020,7,23,8,"2020-07-23","Yes",284206,1939118,"2020-07-23 8.00"
"15424","03E",112,"Gray Fox",1,2020,8,1,2.17,"2020-08-01","Yes",284206,1939118,"2020-08-01 2.17"
"15425","03E",115,"Gray Fox",1,2020,8,1,11.59,"2020-08-01","Yes",284206,1939118,"2020-08-01 11.59"
"15426","03E",142,"Gray Fox",1,2020,8,4,22.11,"2020-08-04","Yes",284206,1939118,"2020-08-04 22.11"
"15427","03E",145,"Gray Fox",1,2020,8,5,1.29,"2020-08-05","Yes",284206,1939118,"2020-08-05 1.29"
"15428","03E",169,"Gray Fox",1,2020,8,9,7.41,"2020-08-09","Yes",284206,1939118,"2020-08-09 7.41"
"15429","03E",172,"Gray Fox",1,2020,8,9,10.5,"2020-08-09","Yes",284206,1939118,"2020-08-09 10.50"
"15430","03E",175,"Gray Fox",1,2020,8,10,9.19,"2020-08-10","Yes",284206,1939118,"2020-08-10 9.19"
"15431","03E",205,"Gray Fox",1,2020,8,11,8.01,"2020-08-11","Yes",284206,1939118,"2020-08-11 8.01"
"15432","03E",208,"Gray Fox",1,2020,8,11,11.24,"2020-08-11","Yes",284206,1939118,"2020-08-11 11.24"
"15433","03E",244,"Gray Fox",1,2020,8,12,12.3,"2020-08-12","Yes",284206,1939118,"2020-08-12 12.30"
"15434","03E",250,"Gray Fox",1,2020,8,13,5.2,"2020-08-13","Yes",284206,1939118,"2020-08-13 5.20"
"15435","03E",271,"Gray Fox",1,2020,8,13,10.2,"2020-08-13","Yes",284206,1939118,"2020-08-13 10.20"
"15436","03E",274,"Gray Fox",1,2020,8,13,12.29,"2020-08-13","Yes",284206,1939118,"2020-08-13 12.29"
"15437","03E",280,"Gray Fox",1,2020,8,15,5.14,"2020-08-15","Yes",284206,1939118,"2020-08-15 5.14"
"15438","03E",283,"Gray Fox",1,2020,8,15,9.49,"2020-08-15","Yes",284206,1939118,"2020-08-15 9.49"
"15439","03E",343,"Gray Fox",1,2020,8,17,10.24,"2020-08-17","Yes",284206,1939118,"2020-08-17 10.24"
"15440","03E",346,"Gray Fox",1,2020,8,18,6.46,"2020-08-18","Yes",284206,1939118,"2020-08-18 6.46"
"15441","03E",292,"Jaguar",1,2020,8,16,4.08,"2020-08-16","Yes",284206,1939118,"2020-08-16 4.08"
"15442","03E",355,"Jaguar",1,2020,8,21,6.36,"2020-08-21","Yes",284206,1939118,"2020-08-21 6.36"
"15443","03E",22,"Nine-banded Armadillo",1,2020,7,19,2.55,"2020-07-19","Yes",284206,1939118,"2020-07-19 2.55"
"15444","03E",64,"Ocelot",1,2020,7,22,23.42,"2020-07-22","Yes",284206,1939118,"2020-07-22 23.42"
"15445","03E",103,"Ocelot",1,2020,7,28,0.36,"2020-07-28","Yes",284206,1939118,"2020-07-28 0.36"
"15446","03E",25,"Puma",1,2020,7,20,4.44,"2020-07-20","Yes",284206,1939118,"2020-07-20 4.44"
"15447","03E",73,"Puma",1,2020,7,24,23.56,"2020-07-24","Yes",284206,1939118,"2020-07-24 23.56"
"15448","03E",295,"Puma",1,2020,8,16,5,"2020-08-16","Yes",284206,1939118,"2020-08-16 5.00"
"15449","03E",55,"White-tailed Deer",1,2020,7,22,8.26,"2020-07-22","Yes",284206,1939118,"2020-07-22 8.26"
"15450","03E",58,"White-tailed Deer",1,2020,7,22,9.46,"2020-07-22","Yes",284206,1939118,"2020-07-22 9.46"
"15451","03E",124,"White-tailed Deer",1,2020,8,4,11.45,"2020-08-04","Yes",284206,1939118,"2020-08-04 11.45"
"15452","03E",157,"White-tailed Deer",1,2020,8,5,14.33,"2020-08-05","Yes",284206,1939118,"2020-08-05 14.33"
"15453","03E",163,"White-tailed Deer",1,2020,8,6,12.14,"2020-08-06","Yes",284206,1939118,"2020-08-06 12.14"
"15454","03G",28,"Baird's Tapir",1,2020,9,22,18.37,"2020-09-22","Yes",284578,1939508,"2020-09-22 18.37"
"15455","03G",124,"Baird's Tapir",1,2020,9,27,18.25,"2020-09-27","Yes",284578,1939508,"2020-09-27 18.25"
"15456","03G",130,"Baird's Tapir",1,2020,9,29,5.38,"2020-09-29","Yes",284578,1939508,"2020-09-29 5.38"
"15457","03G",142,"Baird's Tapir",1,2020,9,30,5.09,"2020-09-30","Yes",284578,1939508,"2020-09-30 5.09"
"15458","03G",205,"Baird's Tapir",1,2020,10,4,18.06,"2020-10-04","Yes",284578,1939508,"2020-10-04 18.06"
"15459","03G",220,"Baird's Tapir",1,2020,10,6,4.2,"2020-10-06","Yes",284578,1939508,"2020-10-06 4.20"
"15460","03G",232,"Baird's Tapir",1,2020,10,10,5.29,"2020-10-10","Yes",284578,1939508,"2020-10-10 5.29"
"15461","03G",235,"Baird's Tapir",1,2020,10,10,19.54,"2020-10-10","Yes",284578,1939508,"2020-10-10 19.54"
"15462","03G",238,"Baird's Tapir",1,2020,10,11,4.46,"2020-10-11","Yes",284578,1939508,"2020-10-11 4.46"
"15463","03G",250,"Baird's Tapir",1,2020,10,13,5.52,"2020-10-13","Yes",284578,1939508,"2020-10-13 5.52"
"15464","03G",262,"Baird's Tapir",1,2020,10,14,5.18,"2020-10-14","Yes",284578,1939508,"2020-10-14 5.18"
"15465","03G",268,"Baird's Tapir",1,2020,10,18,19,"2020-10-18","Yes",284578,1939508,"2020-10-18 19.00"
"15466","03G",25,"Gray Fox",1,2020,9,22,13.52,"2020-09-22","Yes",284578,1939508,"2020-09-22 13.52"
"15467","03G",31,"Gray Fox",1,2020,9,24,9.58,"2020-09-24","Yes",284578,1939508,"2020-09-24 9.58"
"15468","03G",58,"Gray Fox",1,2020,9,25,14.51,"2020-09-25","Yes",284578,1939508,"2020-09-25 14.51"
"15469","03G",133,"Gray Fox",1,2020,9,29,9.39,"2020-09-29","Yes",284578,1939508,"2020-09-29 9.39"
"15470","03G",139,"Gray Fox",1,2020,9,29,18.25,"2020-09-29","Yes",284578,1939508,"2020-09-29 18.25"
"15471","03G",148,"Gray Fox",1,2020,9,30,8.25,"2020-09-30","Yes",284578,1939508,"2020-09-30 8.25"
"15472","03G",202,"Gray Fox",1,2020,10,4,10.38,"2020-10-04","Yes",284578,1939508,"2020-10-04 10.38"
"15473","03G",226,"Gray Fox",1,2020,10,8,11.28,"2020-10-08","Yes",284578,1939508,"2020-10-08 11.28"
"15474","03G",229,"Gray Fox",1,2020,10,8,12.44,"2020-10-08","Yes",284578,1939508,"2020-10-08 12.44"
"15475","03G",241,"Gray Fox",1,2020,10,11,5.17,"2020-10-11","Yes",284578,1939508,"2020-10-11 5.17"
"15476","03G",265,"Gray Fox",1,2020,10,15,11.25,"2020-10-15","Yes",284578,1939508,"2020-10-15 11.25"
"15477","03G",274,"Gray Fox",1,2020,10,23,6.48,"2020-10-23","Yes",284578,1939508,"2020-10-23 6.48"
"15478","03G",277,"Gray Fox",1,2020,10,23,7.08,"2020-10-23","Yes",284578,1939508,"2020-10-23 7.08"
"15479","03G",223,"Jaguar",1,2020,10,7,15.17,"2020-10-07","Yes",284578,1939508,"2020-10-07 15.17"
"15480","03G",247,"Ocelot",1,2020,10,12,23.32,"2020-10-12","Yes",284578,1939508,"2020-10-12 23.32"
"15481","03G",271,"Puma",1,2020,10,22,8.55,"2020-10-22","Yes",284578,1939508,"2020-10-22 8.55"
"15482","03H",28,"Baird's Tapir",1,2020,10,30,20.2,"2020-10-30","Yes",284100,1939133,"2020-10-30 20.20"
"15483","03H",58,"Baird's Tapir",1,2020,11,8,1.13,"2020-11-08","Yes",284100,1939133,"2020-11-08 1.13"
"15484","03H",115,"Baird's Tapir",1,2020,11,19,0.5,"2020-11-19","Yes",284100,1939133,"2020-11-19 0.50"
"15485","03H",118,"Baird's Tapir",1,2020,11,19,2.28,"2020-11-19","Yes",284100,1939133,"2020-11-19 2.28"
"15486","03H",134,"Baird's Tapir",1,2020,11,25,21.03,"2020-11-25","Yes",284100,1939133,"2020-11-25 21.03"
"15487","03H",136,"Baird's Tapir",1,2020,11,25,21.21,"2020-11-25","Yes",284100,1939133,"2020-11-25 21.21"
"15488","03H",4,"Collared Peccary",1,2020,10,26,13.17,"2020-10-26","Yes",284100,1939133,"2020-10-26 13.17"
"15489","03H",7,"Collared Peccary",1,2020,10,27,6.44,"2020-10-27","Yes",284100,1939133,"2020-10-27 6.44"
"15490","03H",19,"Gray Fox",1,2020,10,28,5.15,"2020-10-28","Yes",284100,1939133,"2020-10-28 5.15"
"15491","03H",25,"Gray Fox",1,2020,10,30,10.29,"2020-10-30","Yes",284100,1939133,"2020-10-30 10.29"
"15492","03H",31,"Gray Fox",1,2020,10,31,22.38,"2020-10-31","Yes",284100,1939133,"2020-10-31 22.38"
"15493","03H",43,"Gray Fox",1,2020,11,7,9.24,"2020-11-07","Yes",284100,1939133,"2020-11-07 9.24"
"15494","03H",88,"Gray Fox",1,2020,11,8,17.19,"2020-11-08","Yes",284100,1939133,"2020-11-08 17.19"
"15495","03H",91,"Gray Fox",1,2020,11,8,18.56,"2020-11-08","Yes",284100,1939133,"2020-11-08 18.56"
"15496","03H",94,"Gray Fox",1,2020,11,8,20.01,"2020-11-08","Yes",284100,1939133,"2020-11-08 20.01"
"15497","03H",100,"Gray Fox",1,2020,11,9,18.16,"2020-11-09","Yes",284100,1939133,"2020-11-09 18.16"
"15498","03H",109,"Gray Fox",1,2020,11,14,10.36,"2020-11-14","Yes",284100,1939133,"2020-11-14 10.36"
"15499","03H",130,"Gray Fox",1,2020,11,24,10.19,"2020-11-24","Yes",284100,1939133,"2020-11-24 10.19"
"15500","03H",34,"Ocelot",1,2020,11,1,5.51,"2020-11-01","Yes",284100,1939133,"2020-11-01 5.51"
"15501","03H",106,"Striped Hog-nosed Skunk",1,2020,11,12,3.41,"2020-11-12","Yes",284100,1939133,"2020-11-12 3.41"
"15502","03H",37,"White-tailed Deer",1,2020,11,6,9.37,"2020-11-06","Yes",284100,1939133,"2020-11-06 9.37"
"15503","03H",52,"White-tailed Deer",1,2020,11,7,17.13,"2020-11-07","Yes",284100,1939133,"2020-11-07 17.13"
"15504","03H",62,"White-tailed Deer",1,2020,11,8,10.1,"2020-11-08","Yes",284100,1939133,"2020-11-08 10.10"
"15505","03H",112,"White-tailed Deer",1,2020,11,18,14.16,"2020-11-18","Yes",284100,1939133,"2020-11-18 14.16"
"15506","06C",55,"Agouti",1,2020,5,10,7.58,"2020-05-10","Yes",286216,1936445,"2020-05-10 7.58"
"15507","06C",634,"Baird's Tapir",1,2020,6,6,0.37,"2020-06-06","Yes",286216,1936445,"2020-06-06 0.37"
"15508","06C",577,"Gray Fox",1,2020,5,30,19.14,"2020-05-30","Yes",286216,1936445,"2020-05-30 19.14"
"15509","06C",649,"Gray Fox",1,2020,6,10,1.23,"2020-06-10","Yes",286216,1936445,"2020-06-10 1.23"
"15510","06C",661,"Gray Fox",1,2020,6,10,19.51,"2020-06-10","Yes",286216,1936445,"2020-06-10 19.51"
"15511","06C",367,"Margay",1,2020,5,18,3.06,"2020-05-18","Yes",286216,1936445,"2020-05-18 3.06"
"15512","06C",61,"Ocelot",1,2020,5,10,23.37,"2020-05-10","Yes",286216,1936445,"2020-05-10 23.37"
"15513","06C",573,"Ocelot",1,2020,5,30,2.28,"2020-05-30","Yes",286216,1936445,"2020-05-30 2.28"
"15514","06E",22,"Rodent",1,2020,7,23,4.28,"2020-07-23","Yes",285420,1935916,"2020-07-23 4.28"
"15515","06E",49,"White-tailed Deer",1,2020,8,3,15.41,"2020-08-03","Yes",285420,1935916,"2020-08-03 15.41"
"15516","06G",25,"Gray Fox",1,2020,9,20,5.58,"2020-09-20","Yes",285950,1936022,"2020-09-20 5.58"
"15517","06G",31,"Gray Fox",1,2020,9,20,10.22,"2020-09-20","Yes",285950,1936022,"2020-09-20 10.22"
"15518","06G",112,"Gray Fox",1,2020,10,5,4.53,"2020-10-05","Yes",285950,1936022,"2020-10-05 4.53"
"15519","06G",154,"Gray Fox",1,2020,10,19,17.39,"2020-10-19","Yes",285950,1936022,"2020-10-19 17.39"
"15520","06G",172,"Gray Fox",1,2020,10,23,18.46,"2020-10-23","Yes",285950,1936022,"2020-10-23 18.46"
"15521","06G",130,"Ocelot",1,2020,10,11,2.58,"2020-10-11","Yes",285950,1936022,"2020-10-11 2.58"
"15522","06G",145,"Ocelot",1,2020,10,13,20.37,"2020-10-13","Yes",285950,1936022,"2020-10-13 20.37"
"15523","06H",736,"Gray Fox",1,2020,10,27,9.09,"2020-10-27","Yes",285400,1935914,"2020-10-27 9.09"
"15524","06H",838,"Gray Fox",1,2020,10,28,13,"2020-10-28","Yes",285400,1935914,"2020-10-28 13.00"
"15525","06H",841,"Gray Fox",1,2020,10,30,12.26,"2020-10-30","Yes",285400,1935914,"2020-10-30 12.26"
"15526","06H",850,"Gray Fox",1,2020,11,1,10.23,"2020-11-01","Yes",285400,1935914,"2020-11-01 10.23"
"15527","06H",862,"Gray Fox",1,2020,11,8,9.34,"2020-11-08","Yes",285400,1935914,"2020-11-08 9.34"
"15528","06H",877,"Gray Fox",1,2020,11,13,9.36,"2020-11-13","Yes",285400,1935914,"2020-11-13 9.36"
"15529","06H",883,"Gray Fox",1,2020,11,14,13.29,"2020-11-14","Yes",285400,1935914,"2020-11-14 13.29"
"15530","06H",913,"Gray Fox",1,2020,11,24,12.51,"2020-11-24","Yes",285400,1935914,"2020-11-24 12.51"
"15531","06H",922,"Gray Fox",1,2020,11,24,22.5,"2020-11-24","Yes",285400,1935914,"2020-11-24 22.50"
"15532","06H",925,"Gray Fox",1,2020,11,25,6.13,"2020-11-25","Yes",285400,1935914,"2020-11-25 6.13"
"15533","06H",934,"Gray Fox",1,2020,11,28,4.45,"2020-11-28","Yes",285400,1935914,"2020-11-28 4.45"
"15534","06H",859,"Margay",1,2020,11,8,6.16,"2020-11-08","Yes",285400,1935914,"2020-11-08 6.16"
"15535","06H",871,"Margay",1,2020,11,9,23.53,"2020-11-09","Yes",285400,1935914,"2020-11-09 23.53"
"15536","06H",910,"Margay",1,2020,11,23,18.1,"2020-11-23","Yes",285400,1935914,"2020-11-23 18.10"
"15537","06H",904,"Ocelot",1,2020,11,22,3.34,"2020-11-22","Yes",285400,1935914,"2020-11-22 3.34"
"15538","06H",853,"Paca",1,2020,11,3,19.05,"2020-11-03","Yes",285400,1935914,"2020-11-03 19.05"
"15539","06H",901,"Paca",1,2020,11,22,0.48,"2020-11-22","Yes",285400,1935914,"2020-11-22 0.48"
"15540","06H",931,"Puma",1,2020,11,26,10.06,"2020-11-26","Yes",285400,1935914,"2020-11-26 10.06"
"15541","06H",829,"White-nosed Coati",1,2020,10,28,6.03,"2020-10-28","Yes",285400,1935914,"2020-10-28 6.03"
"15542","06H",844,"White-nosed Coati",1,2020,10,31,6.38,"2020-10-31","Yes",285400,1935914,"2020-10-31 6.38"
"15543","05D",1031,"White-lipped Peccary",95,2020,7,24,12.24,"2020-07-24","Yes",285350,1956957,"2020-07-24 12.24"
"15544","05D",1121,"White-lipped Peccary",58,2020,7,24,16.13,"2020-07-24","Yes",285350,1956957,"2020-07-24 16.13"
"15545","11A",211,"White-lipped Peccary",21,2020,3,2,6.45,"2020-03-02","Yes",290901,1952397,"2020-03-02 6.45"
"15546","13A",686,"White-lipped Peccary",19,2020,3,1,10.21,"2020-03-01","Yes",289492,1951376,"2020-03-01 10.21"
"15547","05D",1001,"White-lipped Peccary",12,2020,7,24,10.56,"2020-07-24","Yes",285350,1956957,"2020-07-24 10.56"
"15548","11A",118,"White-lipped Peccary",6,2020,2,20,9.44,"2020-02-20","Yes",290901,1952397,"2020-02-20 9.44"
"15549","04A",357,"Ocellated Turkey",4,2020,3,10,12,"2020-03-10","No",286227,1954694,"2020-03-10 12.00"
"15550","11A",136,"Ocellated Turkey",4,2020,2,20,10.43,"2020-02-20","No",290901,1952397,"2020-02-20 10.43"
"15551","11A",187,"Ocellated Turkey",4,2020,2,26,16.31,"2020-02-26","No",290901,1952397,"2020-02-26 16.31"
"15552","12B",100,"Great Curassow",3,2020,3,18,7.44,"2020-03-18","No",286513,1952783,"2020-03-18 7.44"
"15553","12B",457,"Great Curassow",3,2020,5,17,6.07,"2020-05-17","No",286513,1952783,"2020-05-17 6.07"
"15554","12B",220,"Ocellated Turkey",3,2020,5,2,7.27,"2020-05-02","No",286513,1952783,"2020-05-02 7.27"
"15555","12C",160,"Ocellated Turkey",3,2020,6,5,13.43,"2020-06-05","No",286025,1953545,"2020-06-05 13.43"
"15556","11A",161,"Collared Peccary",3,2020,2,23,11.35,"2020-02-23","Yes",290901,1952397,"2020-02-23 11.35"
"15557","12B",731,"Collared Peccary",3,2020,4,8,8.56,"2020-04-08","Yes",286513,1952783,"2020-04-08 8.56"
"15558","13G",91,"White-tailed Deer",3,2020,11,2,11.53,"2020-11-02","Yes",288353,1950631,"2020-11-02 11.53"
"15559","01A",164,"Ocellated Turkey",3,2020,2,11,7.51,"2020-02-11","No",284283,1938201,"2020-02-11 7.51"
"15560","01A",227,"Ocellated Turkey",3,2020,2,16,13.5,"2020-02-16","No",284283,1938201,"2020-02-16 13.50"
"15561","01A",242,"Ocellated Turkey",3,2020,2,16,15.51,"2020-02-16","No",284283,1938201,"2020-02-16 15.51"
"15562","01A",569,"Ocellated Turkey",3,2020,3,9,7.09,"2020-03-09","No",284283,1938201,"2020-03-09 7.09"
"15563","01A",623,"Ocellated Turkey",3,2020,3,11,8.04,"2020-03-11","No",284283,1938201,"2020-03-11 8.04"
"15564","01A",659,"Ocellated Turkey",3,2020,3,13,7.13,"2020-03-13","No",284283,1938201,"2020-03-13 7.13"
"15565","01A",677,"Ocellated Turkey",3,2020,3,14,7.53,"2020-03-14","No",284283,1938201,"2020-03-14 7.53"
"15566","02A",61,"Ocellated Turkey",3,2020,2,10,12.4,"2020-02-10","No",284995,1938088,"2020-02-10 12.40"
"15567","03A",364,"Great Curassow",3,2020,2,23,6.19,"2020-02-23","No",284479,1939227,"2020-02-23 6.19"
"15568","03A",739,"Ocellated Turkey",3,2020,3,12,6.39,"2020-03-12","No",284479,1939227,"2020-03-12 6.39"
"15569","01A",662,"White-lipped Peccary",3,2020,3,13,7.3,"2020-03-13","Yes",284283,1938201,"2020-03-13 7.30"
"15570","02A",97,"Collared Peccary",2,2020,2,15,15.06,"2020-02-15","Yes",284995,1938088,"2020-02-15 15.06"
"15571","05D",28,"White-tailed Deer",2,2020,7,2,15.24,"2020-07-02","Yes",285350,1956957,"2020-07-02 15.24"
"15572","05D",34,"White-tailed Deer",2,2020,7,3,5.52,"2020-07-03","Yes",285350,1956957,"2020-07-03 5.52"
"15573","05D",94,"White-tailed Deer",2,2020,7,4,23.31,"2020-07-04","Yes",285350,1956957,"2020-07-04 23.31"
"15574","05D",316,"White-tailed Deer",2,2020,7,6,13.35,"2020-07-06","Yes",285350,1956957,"2020-07-06 13.35"
"15575","05D",325,"White-tailed Deer",2,2020,7,7,3.02,"2020-07-07","Yes",285350,1956957,"2020-07-07 3.02"
"15576","05D",496,"White-tailed Deer",2,2020,7,7,6.08,"2020-07-07","Yes",285350,1956957,"2020-07-07 6.08"
"15577","05D",688,"White-tailed Deer",2,2020,7,14,7.59,"2020-07-14","Yes",285350,1956957,"2020-07-14 7.59"
"15578","06A",199,"Gray Fox",2,2020,2,19,2.02,"2020-02-19","Yes",286075,1935603,"2020-02-19 2.02"
"15579","04A",141,"Ocellated Turkey",2,2020,2,20,15.02,"2020-02-20","No",286227,1954694,"2020-02-20 15.02"
"15580","04A",145,"Ocellated Turkey",2,2020,2,20,16.45,"2020-02-20","No",286227,1954694,"2020-02-20 16.45"
"15581","04A",177,"Ocellated Turkey",2,2020,2,23,15.05,"2020-02-23","No",286227,1954694,"2020-02-23 15.05"
"15582","04A",433,"Ocellated Turkey",2,2020,3,14,6.45,"2020-03-14","No",286227,1954694,"2020-03-14 6.45"
"15583","05A",70,"Great Curassow",2,2020,2,12,16.53,"2020-02-12","No",285539,1956765,"2020-02-12 16.53"
"15584","05B",76,"Great Curassow",2,2020,3,29,8.07,"2020-03-29","No",285537,1956759,"2020-03-29 8.07"
"15585","05B",88,"Great Curassow",2,2020,3,31,9.55,"2020-03-31","No",285537,1956759,"2020-03-31 9.55"
"15586","05B",100,"Great Curassow",2,2020,4,4,11.29,"2020-04-04","No",285537,1956759,"2020-04-04 11.29"
"15587","05B",109,"Great Curassow",2,2020,4,6,9.28,"2020-04-06","No",285537,1956759,"2020-04-06 9.28"
"15588","05B",136,"Great Curassow",2,2020,4,9,6.46,"2020-04-09","No",285537,1956759,"2020-04-09 6.46"
"15589","05B",169,"Great Curassow",2,2020,4,15,5.27,"2020-04-15","No",285537,1956759,"2020-04-15 5.27"
"15590","05B",193,"Great Curassow",2,2020,4,17,5.58,"2020-04-17","No",285537,1956759,"2020-04-17 5.58"
"15591","05B",241,"Great Curassow",2,2020,4,22,6,"2020-04-22","No",285537,1956759,"2020-04-22 6.00"
"15592","05B",307,"Great Curassow",2,2020,4,29,5.21,"2020-04-29","No",285537,1956759,"2020-04-29 5.21"
"15593","05B",328,"Great Curassow",2,2020,5,2,5.22,"2020-05-02","No",285537,1956759,"2020-05-02 5.22"
"15594","05B",352,"Great Curassow",2,2020,5,3,16.28,"2020-05-03","No",285537,1956759,"2020-05-03 16.28"
"15595","05B",391,"Great Curassow",2,2020,5,6,18.08,"2020-05-06","No",285537,1956759,"2020-05-06 18.08"
"15596","05B",49,"Ocellated Turkey",2,2020,3,20,7.36,"2020-03-20","No",285537,1956759,"2020-03-20 7.36"
"15597","05B",61,"Ocellated Turkey",2,2020,3,24,9.53,"2020-03-24","No",285537,1956759,"2020-03-24 9.53"
"15598","05B",127,"Ocellated Turkey",2,2020,4,7,8.39,"2020-04-07","No",285537,1956759,"2020-04-07 8.39"
"15599","05B",157,"Ocellated Turkey",2,2020,4,14,7.43,"2020-04-14","No",285537,1956759,"2020-04-14 7.43"
"15600","05B",334,"Ocellated Turkey",2,2020,5,2,6.1,"2020-05-02","No",285537,1956759,"2020-05-02 6.10"
"15601","05B",442,"Ocellated Turkey",2,2020,5,11,6.53,"2020-05-11","No",285537,1956759,"2020-05-11 6.53"
"15602","05C",25,"Great Curassow",2,2020,6,12,10.27,"2020-06-12","No",285349,1956946,"2020-06-12 10.27"
"15603","11A",175,"Ocellated Turkey",2,2020,2,25,18.09,"2020-02-25","No",290901,1952397,"2020-02-25 18.09"
"15604","11A",313,"Ocellated Turkey",2,2020,3,9,17.24,"2020-03-09","No",290901,1952397,"2020-03-09 17.24"
"15605","12A",167,"Great Curassow",2,2020,2,13,8.49,"2020-02-13","No",286165,1950274,"2020-02-13 8.49"
"15606","12B",40,"Ocellated Turkey",2,2020,3,15,13.1,"2020-03-15","No",286513,1952783,"2020-03-15 13.10"
"15607","12B",73,"Ocellated Turkey",2,2020,3,16,5.49,"2020-03-16","No",286513,1952783,"2020-03-16 5.49"
"15608","12B",203,"Ocellated Turkey",2,2020,3,19,8.51,"2020-03-19","No",286513,1952783,"2020-03-19 8.51"
"15609","13A",34,"Great Curassow",2,2020,2,2,16.25,"2020-02-02","No",289492,1951376,"2020-02-02 16.25"
"15610","13A",277,"Great Curassow",2,2020,2,15,8.19,"2020-02-15","No",289492,1951376,"2020-02-15 8.19"
"15611","04A",349,"Puma",2,2020,3,9,23.27,"2020-03-09","Yes",286227,1954694,"2020-03-09 23.27"
"15612","04A",41,"White-tailed Deer",2,2020,2,6,15.13,"2020-02-06","Yes",286227,1954694,"2020-02-06 15.13"
"15613","04A",313,"White-tailed Deer",2,2020,3,2,17.27,"2020-03-02","Yes",286227,1954694,"2020-03-02 17.27"
"15614","04A",329,"White-tailed Deer",2,2020,3,8,14.07,"2020-03-08","Yes",286227,1954694,"2020-03-08 14.07"
"15615","05A",196,"Puma",2,2020,3,6,6.24,"2020-03-06","Yes",285539,1956765,"2020-03-06 6.24"
"15616","05A",211,"White-tailed Deer",2,2020,3,9,6.25,"2020-03-09","Yes",285539,1956765,"2020-03-09 6.25"
"15617","05B",37,"Puma",2,2020,3,19,17.2,"2020-03-19","Yes",285537,1956759,"2020-03-19 17.20"
"15618","05D",667,"White-tailed Deer",2,2020,7,13,20.26,"2020-07-13","Yes",285350,1956957,"2020-07-13 20.26"
"15619","05F",28,"White-tailed Deer",2,2020,8,16,11.45,"2020-08-16","Yes",285912,1955271,"2020-08-16 11.45"
"15620","11A",52,"Collared Peccary",2,2020,2,7,8.08,"2020-02-07","Yes",290901,1952397,"2020-02-07 8.08"
"15621","12A",245,"White-tailed Deer",2,2020,2,17,9.01,"2020-02-17","Yes",286165,1950274,"2020-02-17 9.01"
"15622","12B",280,"White-tailed Deer",2,2020,3,20,16.32,"2020-03-20","Yes",286513,1952783,"2020-03-20 16.32"
"15623","12B",754,"White-tailed Deer",2,2020,4,9,9.08,"2020-04-09","Yes",286513,1952783,"2020-04-09 9.08"
"15624","12B",895,"White-tailed Deer",2,2020,4,19,11.41,"2020-04-19","Yes",286513,1952783,"2020-04-19 11.41"
"15625","12B",355,"White-tailed Deer",2,2020,5,7,14.01,"2020-05-07","Yes",286513,1952783,"2020-05-07 14.01"
"15626","12C",607,"Puma",2,2020,6,26,5.09,"2020-06-26","Yes",286025,1953545,"2020-06-26 5.09"
"15627","12C",232,"White-nosed Coati",2,2020,6,10,11.21,"2020-06-10","Yes",286025,1953545,"2020-06-10 11.21"
"15628","12C",16,"White-tailed Deer",2,2020,5,23,11.16,"2020-05-23","Yes",286025,1953545,"2020-05-23 11.16"
"15629","12C",133,"White-tailed Deer",2,2020,6,3,16.05,"2020-06-03","Yes",286025,1953545,"2020-06-03 16.05"
"15630","12C",184,"White-tailed Deer",2,2020,6,6,12.22,"2020-06-06","Yes",286025,1953545,"2020-06-06 12.22"
"15631","12C",301,"White-tailed Deer",2,2020,6,14,12.46,"2020-06-14","Yes",286025,1953545,"2020-06-14 12.46"
"15632","12C",542,"White-tailed Deer",2,2020,6,21,9.18,"2020-06-21","Yes",286025,1953545,"2020-06-21 9.18"
"15633","12D",4,"White-tailed Deer",2,2020,6,27,15.33,"2020-06-27","Yes",286018,1953549,"2020-06-27 15.33"
"15634","12D",16,"White-tailed Deer",2,2020,6,28,9.44,"2020-06-28","Yes",286018,1953549,"2020-06-28 9.44"
"15635","12D",52,"White-tailed Deer",2,2020,6,30,13.4,"2020-06-30","Yes",286018,1953549,"2020-06-30 13.40"
"15636","13A",88,"White-nosed Coati",2,2020,2,5,14.33,"2020-02-05","Yes",289492,1951376,"2020-02-05 14.33"
"15637","13G",82,"White-tailed Deer",2,2020,11,2,7.58,"2020-11-02","Yes",288353,1950631,"2020-11-02 7.58"
"15638","13G",110,"White-tailed Deer",2,2020,11,3,6.55,"2020-11-03","Yes",288353,1950631,"2020-11-03 6.55"
"15639","13G",145,"White-tailed Deer",2,2020,11,6,9.22,"2020-11-06","Yes",288353,1950631,"2020-11-06 9.22"
"15640","13G",200,"White-tailed Deer",2,2020,11,18,7.49,"2020-11-18","Yes",288353,1950631,"2020-11-18 7.49"
"15641","13G",211,"White-tailed Deer",2,2020,11,19,5.46,"2020-11-19","Yes",288353,1950631,"2020-11-19 5.46"
"15642","01A",548,"Great Curassow",2,2020,3,8,6.09,"2020-03-08","No",284283,1938201,"2020-03-08 6.09"
"15643","01A",152,"Ocellated Turkey",2,2020,2,10,7.29,"2020-02-10","No",284283,1938201,"2020-02-10 7.29"
"15644","02A",149,"Ocellated Turkey",2,2020,2,19,9.57,"2020-02-19","No",284995,1938088,"2020-02-19 9.57"
"15645","03A",46,"Great Curassow",2,2020,2,4,17.4,"2020-02-04","No",284479,1939227,"2020-02-04 17.40"
