site,Location,Cam.nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour,Hour_BERDS,Comment,Camera.Brand,Brand,obsdate,Last_Record_clean,Date.Placement,Date.Removed,Functioning.,visit,Mammal,Days,date_time_obs
406B,Yalbac406B,406,B,283558,1934171,749,Ocellated Turkey,1,2014,5,24,7.21,7,,Bushnell,Bushnell,5/24/2014,5/29/2014,4/23/2014,5/28/2014,,32,No,35,2014-05-24 7.21
412B,Yalbac412B,412,B,283420,1931719,266,Ocellated Turkey,3,2014,5,24,13.01,13,2 chicks 1 adult,HCO ScoutGuard,Scoutguard,5/24/2014,5/29/2014,4/23/2014,5/28/2014,,32,No,35,2014-05-24 13.01
405B,Yalbac405B,405,B,283454,1932033,337,Ocellated Turkey,1,2014,5,26,8.54,8.5,male,Moultrie,Moultry,5/26/2014,5/29/2014,4/23/2014,5/28/2014,,34,No,35,2014-05-26 8.54
406B,Yalbac406B,406,B,283558,1934171,773,Ocellated Turkey,1,2014,5,26,10.15,10,,Bushnell,Bushnell,5/26/2014,5/29/2014,4/23/2014,5/28/2014,,34,No,35,2014-05-26 10.15
411B,Yalbac411B,411,B,283544,1931474,1154,Ocellated Turkey,1,2014,5,26,6.2,6,,HCO ScoutGuard,Scoutguard,5/26/2014,5/29/2014,4/23/2014,5/28/2014,,34,No,35,2014-05-26 6.20
406B,Yalbac406B,406,B,283558,1934171,804,Ocellated Turkey,1,2014,5,27,9.42,9.5,,Bushnell,Bushnell,5/27/2014,5/29/2014,4/23/2014,5/28/2014,,35,No,35,2014-05-27 9.42
406B,Yalbac406B,406,B,283558,1934171,809,Ocellated Turkey,1,2014,5,27,16.46,16.5,,Bushnell,Bushnell,5/27/2014,5/29/2014,4/23/2014,5/28/2014,,35,No,35,2014-05-27 16.46
411B,Yalbac411B,411,B,283544,1931474,1209,Ocellated Turkey,1,2014,5,27,6.55,6.5,,HCO ScoutGuard,Scoutguard,5/27/2014,5/29/2014,4/23/2014,5/28/2014,,35,No,35,2014-05-27 6.55
405C,Yalbac405C,405,C,283406,1933798,4,Ocellated Turkey,1,2014,5,28,17.27,17,,Moultrie,Moultry,5/28/2014,7/16/2014,5/28/2014,7/18/2014,,1,No,48,2014-05-28 17.27
413C,Yalbac413C,413,C,302854,1927594,61,Ocellated Turkey,1,2014,5,28,12.48,12.5,,Bushnell,Bushnell,5/28/2014,7/16/2014,5/28/2014,7/18/2014,,1,No,48,2014-05-28 12.48
405C,Yalbac405C,405,C,283406,1933798,10,Ocellated Turkey,1,2014,5,29,6.57,6.5,,Moultrie,Moultry,5/29/2014,7/16/2014,5/28/2014,7/18/2014,,2,No,48,2014-05-29 6.57
409C,Yalbac409C,409,C,287509,1932206,4,Ocellated Turkey,1,2014,5,29,5.24,5,,Moultrie,Moultry,5/29/2014,7/17/2014,5/28/2014,7/18/2014,,2,No,48,2014-05-29 5.24
410C,Yalbac410C,410,C,286612,1934360,11,Ocellated Turkey,1,2014,5,30,18.12,18,,Moultrie,Moultry,5/30/2014,7/18/2014,5/28/2014,7/18/2014,,3,No,50,2014-05-30 18.12
410C,Yalbac410C,410,C,286612,1934360,13,Ocellated Turkey,1,2014,5,31,5.29,5,,Moultrie,Moultry,5/31/2014,7/18/2014,5/28/2014,7/18/2014,,4,No,50,2014-05-31 5.29
410C,Yalbac410C,410,C,286612,1934360,30,Ocellated Turkey,1,2014,5,31,15.53,15.5,,Moultrie,Moultry,5/31/2014,7/18/2014,5/28/2014,7/18/2014,,4,No,50,2014-05-31 15.53
403C,Yalbac403C,403,C,290976,1926510,9,Ocellated Turkey,1,2014,6,1,13.24,13,,Bushnell,Bushnell,6/1/2014,7/28/2014,5/28/2014,7/18/2014,,5,No,60,2014-06-01 13.24
410C,Yalbac410C,410,C,286612,1934360,37,Ocellated Turkey,1,2014,6,1,7.48,7.5,male,Moultrie,Moultry,6/1/2014,7/18/2014,5/28/2014,7/18/2014,,5,No,50,2014-06-01 7.48
410C,Yalbac410C,410,C,286612,1934360,40,Ocellated Turkey,1,2014,6,2,13.22,13,,Moultrie,Moultry,6/2/2014,7/18/2014,5/28/2014,7/18/2014,,6,No,50,2014-06-02 13.22
413C,Yalbac413C,413,C,302854,1927594,143,Ocellated Turkey,2,2014,6,2,8.08,8,1 chick 1 adult,Bushnell,Bushnell,6/2/2014,7/16/2014,5/28/2014,7/18/2014,,6,No,48,2014-06-02 8.08
413C,Yalbac413C,413,C,302854,1927594,148,Ocellated Turkey,1,2014,6,2,15.53,15.5,,Bushnell,Bushnell,6/2/2014,7/16/2014,5/28/2014,7/18/2014,,6,No,48,2014-06-02 15.53
410C,Yalbac410C,410,C,286612,1934360,64,Ocellated Turkey,1,2014,6,3,7.06,7,,Moultrie,Moultry,6/3/2014,7/18/2014,5/28/2014,7/18/2014,,7,No,50,2014-06-03 7.06
410C,Yalbac410C,410,C,286612,1934360,79,Ocellated Turkey,1,2014,6,3,7.27,7,,Moultrie,Moultry,6/3/2014,7/18/2014,5/28/2014,7/18/2014,,7,No,50,2014-06-03 7.27
405C,Yalbac405C,405,C,283406,1933798,54,Ocellated Turkey,1,2014,6,4,7.37,7.5,,Moultrie,Moultry,6/4/2014,7/16/2014,5/28/2014,7/18/2014,,8,No,48,2014-06-04 7.37
410C,Yalbac410C,410,C,286612,1934360,84,Ocellated Turkey,1,2014,6,4,18.07,18,,Moultrie,Moultry,6/4/2014,7/18/2014,5/28/2014,7/18/2014,,8,No,50,2014-06-04 18.07
410C,Yalbac410C,410,C,286612,1934360,91,Ocellated Turkey,1,2014,6,5,6.27,6,male,Moultrie,Moultry,6/5/2014,7/18/2014,5/28/2014,7/18/2014,,9,No,50,2014-06-05 6.27
410C,Yalbac410C,410,C,286612,1934360,112,Ocellated Turkey,2,2014,6,5,6.56,6.5,,Moultrie,Moultry,6/5/2014,7/18/2014,5/28/2014,7/18/2014,,9,No,50,2014-06-05 6.56
409C,Yalbac409C,409,C,287509,1932206,16,Ocellated Turkey,1,2014,6,6,15.48,15.5,male,Moultrie,Moultry,6/6/2014,7/17/2014,5/28/2014,7/18/2014,,10,No,48,2014-06-06 15.48
405C,Yalbac405C,405,C,283406,1933798,77,Ocellated Turkey,1,2014,6,7,5.04,5,,Moultrie,Moultry,6/7/2014,7/16/2014,5/28/2014,7/18/2014,,11,No,48,2014-06-07 5.04
407C,Yalbac407C,407,C,287745,1932109,46,Ocellated Turkey,1,2014,6,7,5.57,5.5,,Bushnell,Bushnell,6/7/2014,7/16/2014,5/28/2014,7/18/2014,,11,No,45,2014-06-07 5.57
407C,Yalbac407C,407,C,287745,1932109,57,Ocellated Turkey,1,2014,6,7,12.58,12.5,,Bushnell,Bushnell,6/7/2014,7/16/2014,5/28/2014,7/18/2014,,11,No,45,2014-06-07 12.58
409C,Yalbac409C,409,C,287509,1932206,19,Ocellated Turkey,1,2014,6,7,6.31,6.5,,Moultrie,Moultry,6/7/2014,7/17/2014,5/28/2014,7/18/2014,,11,No,48,2014-06-07 6.31
409C,Yalbac409C,409,C,287509,1932206,22,Ocellated Turkey,1,2014,6,7,12.42,12.5,male,Moultrie,Moultry,6/7/2014,7/17/2014,5/28/2014,7/18/2014,,11,No,48,2014-06-07 12.42
409C,Yalbac409C,409,C,287509,1932206,26,Ocellated Turkey,1,2014,6,7,17.16,17,,Moultrie,Moultry,6/7/2014,7/17/2014,5/28/2014,7/18/2014,,11,No,48,2014-06-07 17.16
405C,Yalbac405C,405,C,283406,1933798,82,Ocellated Turkey,1,2014,6,8,7.05,1,,Moultrie,Moultry,6/8/2014,7/16/2014,5/28/2014,7/18/2014,,12,No,48,2014-06-08 7.05
407C,Yalbac407C,407,C,287745,1932109,58,Ocellated Turkey,1,2014,6,8,6.19,6,,Bushnell,Bushnell,6/8/2014,7/16/2014,5/28/2014,7/18/2014,,12,No,45,2014-06-08 6.19
407C,Yalbac407C,407,C,287745,1932109,67,Ocellated Turkey,1,2014,6,8,18.17,18,,Bushnell,Bushnell,6/8/2014,7/16/2014,5/28/2014,7/18/2014,,12,No,45,2014-06-08 18.17
408C,Yalbac408C,408,C,283344,1933425,133,Ocellated Turkey,4,2014,6,8,12.36,12.5,3 chick and one adult,HCO ScoutGuard,Scoutguard,6/8/2014,7/18/2014,5/28/2014,7/18/2014,,12,No,48,2014-06-08 12.36
409C,Yalbac409C,409,C,287509,1932206,34,Ocellated Turkey,1,2014,6,8,6.35,6.5,,Moultrie,Moultry,6/8/2014,7/17/2014,5/28/2014,7/18/2014,,12,No,48,2014-06-08 6.35
409C,Yalbac409C,409,C,287509,1932206,40,Ocellated Turkey,1,2014,6,8,17.51,17.5,,Moultrie,Moultry,6/8/2014,7/17/2014,5/28/2014,7/18/2014,,12,No,48,2014-06-08 17.51
411C,Yalbac411C,411,C,283393,1933215,64,Ocellated Turkey,5,2014,6,8,13.04,13,4 chichs and 1 adult,HCO ScoutGuard,Scoutguard,6/8/2014,7/16/2014,5/28/2014,7/18/2014,,12,No,48,2014-06-08 13.04
405C,Yalbac405C,405,C,283406,1933798,90,Ocellated Turkey,1,2014,6,9,6.45,6.5,,Moultrie,Moultry,6/9/2014,7/16/2014,5/28/2014,7/18/2014,,13,No,48,2014-06-09 6.45
405C,Yalbac405C,405,C,283406,1933798,91,Ocellated Turkey,1,2014,6,9,10.29,10,,Moultrie,Moultry,6/9/2014,7/16/2014,5/28/2014,7/18/2014,,13,No,48,2014-06-09 10.29
407C,Yalbac407C,407,C,287745,1932109,74,Ocellated Turkey,1,2014,6,9,11.41,11.5,,Bushnell,Bushnell,6/9/2014,7/16/2014,5/28/2014,7/18/2014,,13,No,45,2014-06-09 11.41
