"picture","species.name","Nr","Year","Month","Day","Hour.Exact","Comment","Location.1","Mammal","site","Brand","Date.Placement","Date.Removed","Days","Northing","Easting","Conservati","Active_Log","Logged_in","Hurricane","Fire_Damag","Location_d","Landscape","Location.y","Last.Record","obsdate","visit","date_time_obs"
91,"Crested Guan",4,2016,7,18,"7.18","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-18,14,"2016-07-18 7.18"
10,"Gray Fox",1,2016,7,7,"19.16","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-07,3,"2016-07-07 19.16"
82,"Gray Fox",1,2016,7,15,"18.59","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-15,11,"2016-07-15 18.59"
88,"Gray Fox",1,2016,7,17,"22.25","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-17,13,"2016-07-17 22.25"
133,"Gray Fox",1,2016,7,19,"13.15","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-19,15,"2016-07-19 13.15"
136,"Gray Fox",2,2016,7,21,"11.04","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-21,17,"2016-07-21 11.04"
166,"Gray Fox",1,2016,7,25,"10.05","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-25,21,"2016-07-25 10.05"
208,"Gray Fox",1,2016,7,29,"19.1","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-29,25,"2016-07-29 19.10"
1,"Great Curassow",1,2016,7,6,"7.32","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-06,2,"2016-07-06 7.32"
19,"Great Curassow",1,2016,7,8,"7.21","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-08,4,"2016-07-08 7.21"
28,"Great Curassow",1,2016,7,9,"8.33","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-09,5,"2016-07-09 8.33"
37,"Great Curassow",1,2016,7,11,"13.18","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-11,7,"2016-07-11 13.18"
40,"Great Curassow",1,2016,7,12,"9.58","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-12,8,"2016-07-12 9.58"
46,"Great Curassow",1,2016,7,13,"6.17","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-13,9,"2016-07-13 6.17"
49,"Great Curassow",1,2016,7,13,"16.29","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-13,9,"2016-07-13 16.29"
55,"Great Curassow",1,2016,7,14,"5.29","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-14,10,"2016-07-14 5.29"
58,"Great Curassow",1,2016,7,14,"11.48","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-14,10,"2016-07-14 11.48"
61,"Great Curassow",1,2016,7,14,"13.48","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-14,10,"2016-07-14 13.48"
160,"Great Curassow",1,2016,7,23,"5.32","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-23,19,"2016-07-23 5.32"
226,"Great Curassow",2,2016,8,2,"7.06","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-02,29,"2016-08-02 7.06"
247,"Great Curassow",1,2016,8,2,"9.52","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-02,29,"2016-08-02 9.52"
256,"Great Curassow",1,2016,8,2,"16.59","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-02,29,"2016-08-02 16.59"
124,"Ocellated Turkey",3,2016,7,19,"12.43","","Laguna Seca","No","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-19,15,"2016-07-19 12.43"
194,"Ocelot",1,2016,7,26,"6.29","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-26,22,"2016-07-26 6.29"
205,"Paca",1,2016,7,27,"22.04","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-27,23,"2016-07-27 22.04"
31,"Puma",1,2016,7,9,"16.49","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-09,5,"2016-07-09 16.49"
211,"Puma",1,2016,7,30,"6.51","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-30,26,"2016-07-30 6.51"
277,"Puma",1,2016,8,3,"17.59","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-03,30,"2016-08-03 17.59"
220,"Racoon",1,2016,8,1,"4.28","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-01,28,"2016-08-01 4.28"
121,"White-nosed Coati",1,2016,7,19,"11.34","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-19,15,"2016-07-19 11.34"
73,"White-tailed Deer",2,2016,7,15,"14.33","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-15,11,"2016-07-15 14.33"
103,"White-tailed Deer",1,2016,7,18,"9.5","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-18,14,"2016-07-18 9.50"
118,"White-tailed Deer",1,2016,7,19,"11.03","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-19,15,"2016-07-19 11.03"
148,"White-tailed Deer",2,2016,7,22,"16.05","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-22,18,"2016-07-22 16.05"
274,"White-tailed Deer",1,2016,8,3,"17.07","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-03,30,"2016-08-03 17.07"
280,"White-tailed Deer",1,2016,8,3,"21.02","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-03,30,"2016-08-03 21.02"
22,"Collared Peccary",1,2016,1,12,"3.14","","Laguna Seca","Yes","605H","Moultrycam",2016-01-09,2016-04-21,9,1955929,290556,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-01-19,2016-01-12,4,"2016-01-12 3.14"
31,"Crested Guan",1,2016,1,16,"7.42","","Laguna Seca","No","605H","Moultrycam",2016-01-09,2016-04-21,9,1955929,290556,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-01-19,2016-01-16,8,"2016-01-16 7.42"
37,"Crested Guan",2,2016,1,16,"10.54","","Laguna Seca","No","605H","Moultrycam",2016-01-09,2016-04-21,9,1955929,290556,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-01-19,2016-01-16,8,"2016-01-16 10.54"
40,"Crested Guan",1,2016,1,16,"2.36","","Laguna Seca","No","605H","Moultrycam",2016-01-09,2016-04-21,9,1955929,290556,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-01-19,2016-01-16,8,"2016-01-16 2.36"
43,"Crested Guan",1,2016,1,16,"5.25","","Laguna Seca","No","605H","Moultrycam",2016-01-09,2016-04-21,9,1955929,290556,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-01-19,2016-01-16,8,"2016-01-16 5.25"
46,"Crested Guan",1,2016,1,17,"8.08","","Laguna Seca","No","605H","Moultrycam",2016-01-09,2016-04-21,9,1955929,290556,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-01-19,2016-01-17,9,"2016-01-17 8.08"
49,"Crested Guan",1,2016,1,17,"8.59","","Laguna Seca","No","605H","Moultrycam",2016-01-09,2016-04-21,9,1955929,290556,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-01-19,2016-01-17,9,"2016-01-17 8.59"
52,"Crested Guan",1,2016,1,17,"9.57","","Laguna Seca","No","605H","Moultrycam",2016-01-09,2016-04-21,9,1955929,290556,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-01-19,2016-01-17,9,"2016-01-17 9.57"
58,"Crested Guan",1,2016,1,17,"1.31","","Laguna Seca","No","605H","Moultrycam",2016-01-09,2016-04-21,9,1955929,290556,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-01-19,2016-01-17,9,"2016-01-17 1.31"
61,"Crested Guan",1,2016,1,17,"1.53","","Laguna Seca","No","605H","Moultrycam",2016-01-09,2016-04-21,9,1955929,290556,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-01-19,2016-01-17,9,"2016-01-17 1.53"
66,"Crested Guan",1,2016,1,17,"3.29","","Laguna Seca","No","605H","Moultrycam",2016-01-09,2016-04-21,9,1955929,290556,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-01-19,2016-01-17,9,"2016-01-17 3.29"
67,"Crested Guan",1,2016,1,17,"3.3","","Laguna Seca","No","605H","Moultrycam",2016-01-09,2016-04-21,9,1955929,290556,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-01-19,2016-01-17,9,"2016-01-17 3.30"
75,"Gray Fox",1,2016,1,18,"6.19","","Laguna Seca","Yes","605H","Moultrycam",2016-01-09,2016-04-21,9,1955929,290556,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-01-19,2016-01-18,10,"2016-01-18 6.19"
28,"Jaguar",1,2016,1,14,"1.29","","Laguna Seca","Yes","605H","Moultrycam",2016-01-09,2016-04-21,9,1955929,290556,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-01-19,2016-01-14,6,"2016-01-14 1.29"
69,"Ocellated Turkey",1,2016,1,17,"4.01","","Laguna Seca","No","605H","Moultrycam",2016-01-09,2016-04-21,9,1955929,290556,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-01-19,2016-01-17,9,"2016-01-17 4.01"
252,"Agouti",1,2016,7,1,"16.31","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-07-01,72,"2016-07-01 16.31"
34,"Gray Fox",1,2016,5,4,"11.11","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-05-04,14,"2016-05-04 11.11"
73,"Gray Fox",1,2016,5,23,"5.12","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-05-23,33,"2016-05-23 5.12"
154,"Gray Fox",1,2016,6,7,"12.33","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-07,48,"2016-06-07 12.33"
172,"Gray Fox",1,2016,6,10,"13","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-10,51,"2016-06-10 13.00"
226,"Gray Fox",1,2016,6,25,"10.56","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-25,66,"2016-06-25 10.56"
229,"Gray Fox",1,2016,6,25,"11.44","Defecating","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-25,66,"2016-06-25 11.44"
235,"Gray Fox",1,2016,6,26,"3.37","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-26,67,"2016-06-26 3.37"
241,"Gray Fox",1,2016,6,29,"7.23","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-29,70,"2016-06-29 7.23"
25,"Great Curassow",2,2016,4,29,"6.46","pair","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-04-29,9,"2016-04-29 6.46"
28,"Great Curassow",1,2016,5,1,"10.41","Male","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-05-01,11,"2016-05-01 10.41"
196,"Great Curassow",1,2016,6,18,"6.25","Male","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-18,59,"2016-06-18 6.25"
199,"Great Curassow",1,2016,6,18,"6.26","","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-18,59,"2016-06-18 6.26"
211,"Great Curassow",2,2016,6,20,"8.45","Pair","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-20,61,"2016-06-20 8.45"
220,"Great Curassow",1,2016,6,23,"11.13","Male","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-23,64,"2016-06-23 11.13"
232,"Great Curassow",1,2016,6,25,"14.22","Male","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-25,66,"2016-06-25 14.22"
244,"Great Curassow",1,2016,6,29,"8.09","Male","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-29,70,"2016-06-29 8.09"
247,"Great Curassow",1,2016,6,29,"10.03","Female","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-29,70,"2016-06-29 10.03"
265,"Great Curassow",1,2016,7,3,"11.36","Female","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-07-03,74,"2016-07-03 11.36"
271,"Great Curassow",1,2016,7,4,"13.58","Female","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-07-04,75,"2016-07-04 13.58"
274,"Great Curassow",1,2016,7,5,"6.08","Male","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-07-05,76,"2016-07-05 6.08"
16,"Ocellated Turkey",1,2016,4,22,"12.08","","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-04-22,2,"2016-04-22 12.08"
52,"Ocellated Turkey",1,2016,5,13,"9.59","","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-05-13,23,"2016-05-13 9.59"
61,"Ocellated Turkey",1,2016,5,19,"17.31","","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-05-19,29,"2016-05-19 17.31"
64,"Ocellated Turkey",1,2016,5,22,"12.04","","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-05-22,32,"2016-05-22 12.04"
79,"Ocellated Turkey",1,2016,5,24,"16.26","","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-05-24,34,"2016-05-24 16.26"
85,"Ocellated Turkey",1,2016,5,24,"17.18","","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-05-24,34,"2016-05-24 17.18"
109,"Ocellated Turkey",1,2016,5,31,"18.36","","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-05-31,41,"2016-05-31 18.36"
115,"Ocellated Turkey",1,2016,6,1,"7.46","","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-01,42,"2016-06-01 7.46"
124,"Ocellated Turkey",2,2016,6,3,"10.22","","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-03,44,"2016-06-03 10.22"
133,"Ocellated Turkey",2,2016,6,5,"12.54","","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-05,46,"2016-06-05 12.54"
190,"Ocellated Turkey",1,2016,6,14,"18.26","","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-14,55,"2016-06-14 18.26"
202,"Ocellated Turkey",1,2016,6,18,"8.53","","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-18,59,"2016-06-18 8.53"
205,"Ocellated Turkey",1,2016,6,18,"18.51","","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-18,59,"2016-06-18 18.51"
262,"Ocellated Turkey",1,2016,7,3,"9.58","","Laguna Seca","No","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-07-03,74,"2016-07-03 9.58"
19,"Ocelot",1,2016,4,27,"22.39","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-04-27,7,"2016-04-27 22.39"
40,"Ocelot",1,2016,5,9,"20.55","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-05-09,19,"2016-05-09 20.55"
46,"Ocelot",1,2016,5,9,"21.17","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-05-09,19,"2016-05-09 21.17"
49,"Ocelot",1,2016,5,13,"2.47","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-05-13,23,"2016-05-13 2.47"
166,"Ocelot",1,2016,6,9,"22.52","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-09,50,"2016-06-09 22.52"
170,"Ocelot",1,2016,6,10,"4.28","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-10,51,"2016-06-10 4.28"
181,"Ocelot",1,2016,6,14,"0.43","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-14,55,"2016-06-14 0.43"
145,"Paca",1,2016,6,6,"3.3","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-06,47,"2016-06-06 3.30"
13,"Puma",1,2016,4,22,"10.56","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-04-22,2,"2016-04-22 10.56"
55,"Red Brocket Deer",1,2016,5,14,"18.58","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-05-14,24,"2016-05-14 18.58"
88,"Red Brocket Deer",1,2016,5,26,"12.5","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-05-26,36,"2016-05-26 12.50"
121,"Red Brocket Deer",1,2016,6,2,"4.04","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-06-02,43,"2016-06-02 4.04"
76,"White-tailed Deer",1,2016,5,23,"7.15","","Laguna Seca","Yes","605I","Moultrycam",2016-04-21,2016-07-05,75,1955489.141,290611.8585,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-07-06,2016-05-23,33,"2016-05-23 7.15"
