"picture","species.name","Nr","Year","Month","Day","Hour.Exact","Comment","Location.1","Mammal","site","Brand","Date.Placement","Date.Removed","Days","Northing","Easting","Conservati","Active_Log","Logged_in","Hurricane","Fire_Damag","Location_d","Landscape","Location.y","Last.Record","obsdate","visit","date_time_obs"
151,"Baird's Tapir",1,2016,4,4,"8.54","male","Yalbac","Yes","610A","Moultrycam",2016-02-29,2016-05-20,75,1935522.766,282719,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-05-15,2016-04-04,36,"2016-04-04 8.54"
161,"Baird's Tapir",1,2016,4,6,"5.41","","Yalbac","Yes","610A","Moultrycam",2016-02-29,2016-05-20,75,1935522.766,282719,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-05-15,2016-04-06,38,"2016-04-06 5.41"
57,"Great Curassow",3,2016,3,9,"6.54","2females/1male","Yalbac","No","610A","Moultrycam",2016-02-29,2016-05-20,75,1935522.766,282719,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-05-15,2016-03-09,10,"2016-03-09 6.54"
84,"Great Curassow",2,2016,3,9,"7.15","male/female","Yalbac","No","610A","Moultrycam",2016-02-29,2016-05-20,75,1935522.766,282719,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-05-15,2016-03-09,10,"2016-03-09 7.15"
94,"Great Curassow",1,2016,3,14,"3.18","male","Yalbac","No","610A","Moultrycam",2016-02-29,2016-05-20,75,1935522.766,282719,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-05-15,2016-03-14,15,"2016-03-14 3.18"
124,"Great Curassow",1,2016,3,23,"5.2","male","Yalbac","No","610A","Moultrycam",2016-02-29,2016-05-20,75,1935522.766,282719,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-05-15,2016-03-23,24,"2016-03-23 5.20"
155,"Ocellated Turkey",1,2016,4,5,"2.4","","Yalbac","No","610A","Moultrycam",2016-02-29,2016-05-20,75,1935522.766,282719,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-05-15,2016-04-05,37,"2016-04-05 2.40"
112,"Red Brocket Deer",1,2016,3,22,"5.28","","Yalbac","Yes","610A","Moultrycam",2016-02-29,2016-05-20,75,1935522.766,282719,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-05-15,2016-03-22,23,"2016-03-22 5.28"
118,"Red Brocket Deer",1,2016,3,23,"4.14","","Yalbac","Yes","610A","Moultrycam",2016-02-29,2016-05-20,75,1935522.766,282719,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-05-15,2016-03-23,24,"2016-03-23 4.14"
157,"Red Brocket Deer",1,2016,4,6,"2.37","","Yalbac","Yes","610A","Moultrycam",2016-02-29,2016-05-20,75,1935522.766,282719,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-05-15,2016-04-06,38,"2016-04-06 2.37"
92,"White-tailed Deer",1,2016,3,12,"6.52","","Yalbac","Yes","610A","Moultrycam",2016-02-29,2016-05-20,75,1935522.766,282719,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-05-15,2016-03-12,13,"2016-03-12 6.52"
145,"White-tailed Deer",1,2016,3,31,"7.28","","Yalbac","Yes","610A","Moultrycam",2016-02-29,2016-05-20,75,1935522.766,282719,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-05-15,2016-03-31,32,"2016-03-31 7.28"
13,"Baird's Tapir",1,2016,5,20,"11.3","","Yalbac","Yes","610B","Moultrycam",2016-05-20,2016-07-30,11,1935159.596,282106.5015,"No","No",2015,"Yes","No","Along narrow logging trail","Disturbed High Forest","Yalbac",2016-06-01,2016-05-20,1,"2016-05-20 11.30"
79,"Great Curassow",1,2016,5,23,"6","","Yalbac","No","610B","Moultrycam",2016-05-20,2016-07-30,11,1935159.596,282106.5015,"No","No",2015,"Yes","No","Along narrow logging trail","Disturbed High Forest","Yalbac",2016-06-01,2016-05-23,4,"2016-05-23 6.00"
52,"Agouti",1,2016,9,7,"7.4","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-07,40,"2016-09-07 7.40"
38,"Baird's Tapir",1,2016,7,30,"23.59","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-07-30,1,"2016-07-30 23.59"
64,"Baird's Tapir",2,2016,8,2,"20.32","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-02,4,"2016-08-02 20.32"
394,"Baird's Tapir",1,2016,8,12,"20.02","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-12,14,"2016-08-12 20.02"
409,"Baird's Tapir",1,2016,8,13,"3.12","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-13,15,"2016-08-13 3.12"
715,"Baird's Tapir",2,2016,8,24,"22.31","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-24,26,"2016-08-24 22.31"
805,"Baird's Tapir",1,2016,8,29,"5.44","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-29,31,"2016-08-29 5.44"
77,"Baird's Tapir",1,2016,9,8,"3.58","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-08,41,"2016-09-08 3.58"
388,"Baird's Tapir",2,2016,9,19,"19.49","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-19,52,"2016-09-19 19.49"
514,"Baird's Tapir",1,2016,9,25,"21.17","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-25,58,"2016-09-25 21.17"
889,"Collared Peccary",1,2016,9,2,"9.54","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-02,35,"2016-09-02 9.54"
170,"Common Opossum",1,2016,8,9,"3.49","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-09,11,"2016-08-09 3.49"
200,"Common Opossum",1,2016,8,9,"18.44","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-09,11,"2016-08-09 18.44"
460,"Common Opossum",1,2016,8,14,"21.1","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-14,16,"2016-08-14 21.10"
73,"Gray Fox",1,2016,8,4,"16.14","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-04,6,"2016-08-04 16.14"
88,"Gray Fox",1,2016,8,6,"11.25","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-06,8,"2016-08-06 11.25"
175,"Gray Fox",1,2016,8,9,"9.5","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-09,11,"2016-08-09 9.50"
454,"Gray Fox",1,2016,8,14,"19.16","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-14,16,"2016-08-14 19.16"
739,"Gray Fox",1,2016,8,25,"19.52","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-25,27,"2016-08-25 19.52"
151,"Gray Fox",1,2016,9,11,"11.2","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-11,44,"2016-09-11 11.20"
103,"Great Curassow",1,2016,8,7,"8.58","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-07,9,"2016-08-07 8.58"
127,"Great Curassow",1,2016,8,8,"6.12","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-08,10,"2016-08-08 6.12"
310,"Great Curassow",1,2016,8,11,"9.25","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-11,13,"2016-08-11 9.25"
361,"Great Curassow",1,2016,8,12,"6.22","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-12,14,"2016-08-12 6.22"
364,"Great Curassow",1,2016,8,12,"7.01","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-12,14,"2016-08-12 7.01"
613,"Great Curassow",2,2016,8,19,"6.53","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-19,21,"2016-08-19 6.53"
652,"Great Curassow",2,2016,8,21,"7.02","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-21,23,"2016-08-21 7.02"
760,"Great Curassow",1,2016,8,26,"17.12","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-26,28,"2016-08-26 17.12"
835,"Great Curassow",1,2016,8,29,"15.18","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-29,31,"2016-08-29 15.18"
85,"Ocellated Turkey",1,2016,8,6,"8.23","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-06,8,"2016-08-06 8.23"
106,"Ocellated Turkey",1,2016,8,7,"10.24","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-07,9,"2016-08-07 10.24"
367,"Ocellated Turkey",1,2016,8,12,"7.22","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-12,14,"2016-08-12 7.22"
418,"Ocellated Turkey",1,2016,8,13,"6.51","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-13,15,"2016-08-13 6.51"
421,"Ocellated Turkey",1,2016,8,13,"7.34","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-13,15,"2016-08-13 7.34"
451,"Ocellated Turkey",1,2016,8,14,"16.52","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-14,16,"2016-08-14 16.52"
469,"Ocellated Turkey",1,2016,8,15,"15.26","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-15,17,"2016-08-15 15.26"
481,"Ocellated Turkey",1,2016,8,16,"6.29","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-16,18,"2016-08-16 6.29"
496,"Ocellated Turkey",1,2016,8,17,"16.03","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-17,19,"2016-08-17 16.03"
697,"Ocellated Turkey",1,2016,8,24,"11.58","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-24,26,"2016-08-24 11.58"
755,"Ocellated Turkey",1,2016,8,26,"15.42","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-26,28,"2016-08-26 15.42"
764,"Ocellated Turkey",1,2016,8,27,"8.27","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-27,29,"2016-08-27 8.27"
802,"Ocellated Turkey",1,2016,8,28,"17.27","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-28,30,"2016-08-28 17.27"
811,"Ocellated Turkey",1,2016,8,29,"5.52","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-29,31,"2016-08-29 5.52"
832,"Ocellated Turkey",1,2016,8,29,"14.02","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-29,31,"2016-08-29 14.02"
838,"Ocellated Turkey",1,2016,8,30,"6.22","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-30,32,"2016-08-30 6.22"
859,"Ocellated Turkey",1,2016,8,30,"15.28","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-30,32,"2016-08-30 15.28"
925,"Ocellated Turkey",1,2016,9,3,"15.17","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-03,36,"2016-09-03 15.17"
952,"Ocellated Turkey",1,2016,9,4,"13.18","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-04,37,"2016-09-04 13.18"
961,"Ocellated Turkey",1,2016,9,4,"17.41","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-04,37,"2016-09-04 17.41"
976,"Ocellated Turkey",1,2016,9,5,"9.09","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-05,38,"2016-09-05 9.09"
2,"Ocellated Turkey",1,2016,9,5,"13.41","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-05,38,"2016-09-05 13.41"
18,"Ocellated Turkey",2,2016,9,5,"14.55","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-05,38,"2016-09-05 14.55"
71,"Ocellated Turkey",1,2016,9,7,"15.39","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-07,40,"2016-09-07 15.39"
88,"Ocellated Turkey",1,2016,9,8,"12.43","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-08,41,"2016-09-08 12.43"
105,"Ocellated Turkey",1,2016,9,9,"6.29","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-09,42,"2016-09-09 6.29"
121,"Ocellated Turkey",1,2016,9,10,"12.51","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-10,43,"2016-09-10 12.51"
128,"Ocellated Turkey",2,2016,9,10,"14.31","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-10,43,"2016-09-10 14.31"
157,"Ocellated Turkey",2,2016,9,11,"11.57","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-11,44,"2016-09-11 11.57"
172,"Ocellated Turkey",1,2016,9,12,"11.45","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-12,45,"2016-09-12 11.45"
236,"Ocellated Turkey",2,2016,9,13,"9.17","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-13,46,"2016-09-13 9.17"
248,"Ocellated Turkey",1,2016,9,13,"13","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-13,46,"2016-09-13 13.00"
265,"Ocellated Turkey",2,2016,9,13,"14.34","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-13,46,"2016-09-13 14.34"
271,"Ocellated Turkey",2,2016,9,14,"12.05","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-14,47,"2016-09-14 12.05"
278,"Ocellated Turkey",1,2016,9,14,"14.03","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-14,47,"2016-09-14 14.03"
301,"Ocellated Turkey",1,2016,9,15,"14.51","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-15,48,"2016-09-15 14.51"
331,"Ocellated Turkey",2,2016,9,16,"10.45","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-16,49,"2016-09-16 10.45"
340,"Ocellated Turkey",1,2016,9,18,"9.45","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-18,51,"2016-09-18 9.45"
356,"Ocellated Turkey",1,2016,9,18,"15.32","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-18,51,"2016-09-18 15.32"
382,"Ocellated Turkey",1,2016,9,19,"16.51","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-19,52,"2016-09-19 16.51"
406,"Ocellated Turkey",2,2016,9,20,"6.13","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-20,53,"2016-09-20 6.13"
415,"Ocellated Turkey",2,2016,9,21,"12.42","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-21,54,"2016-09-21 12.42"
451,"Ocellated Turkey",1,2016,9,23,"13.26","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-23,56,"2016-09-23 13.26"
469,"Ocellated Turkey",1,2016,9,24,"6.52","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-24,57,"2016-09-24 6.52"
480,"Ocellated Turkey",1,2016,9,24,"14.45","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-24,57,"2016-09-24 14.45"
497,"Ocellated Turkey",1,2016,9,25,"6.49","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-25,58,"2016-09-25 6.49"
505,"Ocellated Turkey",1,2016,9,25,"13.06","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-25,58,"2016-09-25 13.06"
521,"Ocellated Turkey",1,2016,9,27,"6.09","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-27,60,"2016-09-27 6.09"
532,"Ocellated Turkey",1,2016,9,28,"7.38","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-28,61,"2016-09-28 7.38"
541,"Ocellated Turkey",1,2016,9,28,"14.49","","Yalbac","No","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-28,61,"2016-09-28 14.49"
670,"Ocelot",1,2016,8,21,"20.22","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-21,23,"2016-08-21 20.22"
844,"Ocelot",1,2016,8,30,"6.57","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-30,32,"2016-08-30 6.57"
907,"Ocelot",1,2016,9,3,"2.33","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-09-03,36,"2016-09-03 2.33"
58,"Paca",1,2016,8,1,"20.57","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-01,3,"2016-08-01 20.57"
82,"Paca",1,2016,8,5,"22.15","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-05,7,"2016-08-05 22.15"
706,"Paca",1,2016,8,24,"19.54","","Yalbac","Yes","610C","Bushnell",2016-07-30,2016-10-21,83,1935517.445,282719.2885,"No","No",2015,"Yes","No","Along large logging road","Disturbed High Forest","Yalbac",2016-10-22,2016-08-24,26,"2016-08-24 19.54"
