site,Location,Cam.nr,series,picture,Species,Nr,Year,Month,Day,Hour,Comment,camera.brand,Location.1,Logging,Date.Placement,Date.Removed,obsdate,Days,Northing,Easting,Conservati,Active_Log,Logged_in,Hurricane,Fire_Damag,Location_d,Landscape,Area,Last_Record_clean,First_Obs,Last.Record_clean,date_time_obs
702D,Yalbac 702D,702,D,250,Jaguar,1,2017,8,23,23.05,,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,8/23/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-08-23 23.05
702D,Yalbac 702D,702,D,157,Ocellated Turkey,3,2017,8,7,18.39,,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,8/7/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-08-07 18.39
702D,Yalbac 702D,702,D,172,Ocellated Turkey,5,2017,8,10,6.2,,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,8/10/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-08-10 6.20
702D,Yalbac 702D,702,D,187,Ocellated Turkey,2,2017,8,13,8.28,,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,8/13/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-08-13 8.28
702D,Yalbac 702D,702,D,259,Ocellated Turkey,2,2017,8,26,16.52,,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,8/26/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-08-26 16.52
702D,Yalbac 702D,702,D,55,Ocelot,1,2017,7,22,3.04,,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,7/22/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-07-22 3.04
702D,Yalbac 702D,702,D,76,Ocelot,1,2017,7,25,3.49,,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,7/25/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-07-25 3.49
702D,Yalbac 702D,702,D,121,Ocelot,1,2017,8,1,0.29,,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,8/1/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-08-01 0.29
702D,Yalbac 702D,702,D,133,Ocelot,1,2017,8,3,2.14,,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,8/3/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-08-03 2.14
702D,Yalbac 702D,702,D,166,Ocelot,1,2017,8,8,23.52,unknown cat,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,8/8/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-08-08 23.52
702D,Yalbac 702D,702,D,73,Paca,1,2017,7,24,23.42,,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,7/24/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-07-24 23.42
702D,Yalbac 702D,702,D,31,Puma,1,2017,7,18,21.54,,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,7/18/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-07-18 21.54
702D,Yalbac 702D,702,D,64,Puma,1,2017,7,24,2.44,,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,7/24/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-07-24 2.44
702D,Yalbac 702D,702,D,46,Red Brocket Deer,1,2017,7,20,9.27,,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,7/20/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-07-20 9.27
702D,Yalbac 702D,702,D,209,Tayra,1,2017,8,16,17.39,,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,8/16/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-08-16 17.39
702D,Yalbac 702D,702,D,63,White-nosed Coati,2,2017,7,23,16.55,,Moultrie,Laguna Seca,Yes,7/18/2017,9/27/2017,7/23/2017,70,1955450,291966,,,NA,,,,,,9/27/2017,7/18/2017,9/27/2017,2017-07-23 16.55
702E,Yalbac 702E,702,E,25,Gray Fox,1,2017,9,27,23.28,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,9/27/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-09-27 23.28
702E,Yalbac 702E,702,E,28,Gray Fox,1,2017,9,28,5.16,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,9/28/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-09-28 5.16
702E,Yalbac 702E,702,E,37,Gray Fox,1,2017,9,29,9.35,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,9/29/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-09-29 9.35
702E,Yalbac 702E,702,E,40,Gray Fox,1,2017,9,29,9.57,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,9/29/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-09-29 9.57
702E,Yalbac 702E,702,E,46,Gray Fox,1,2017,10,2,7.32,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,10/2/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-10-02 7.32
702E,Yalbac 702E,702,E,52,Gray Fox,1,2017,10,2,13.03,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,10/2/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-10-02 13.03
702E,Yalbac 702E,702,E,58,Gray Fox,1,2017,10,6,12.28,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,10/6/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-10-06 12.28
702E,Yalbac 702E,702,E,72,Gray Fox,1,2017,10,8,13.18,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,10/8/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-10-08 13.18
702E,Yalbac 702E,702,E,78,Gray Fox,1,2017,10,11,10.06,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,10/11/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-10-11 10.06
702E,Yalbac 702E,702,E,81,Gray Fox,1,2017,10,12,9.31,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,10/12/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-10-12 9.31
702E,Yalbac 702E,702,E,84,Gray Fox,1,2017,10,12,11.39,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,10/12/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-10-12 11.39
702E,Yalbac 702E,702,E,87,Gray Fox,2,2017,10,13,8.2,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,10/13/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-10-13 8.20
702E,Yalbac 702E,702,E,90,Gray Fox,1,2017,10,13,9.44,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,10/13/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-10-13 9.44
702E,Yalbac 702E,702,E,60,Great Curassow,1,2017,10,7,7.54,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,10/7/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-10-07 7.54
702E,Yalbac 702E,702,E,75,Great Curassow,1,2017,10,10,16.22,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,10/10/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-10-10 16.22
702E,Yalbac 702E,702,E,49,Ocellated Turkey,1,2017,10,2,10.59,,Moultrie,Laguna Seca,Yes,9/27/2017,10/31/2017,10/2/2017,13,1954868,291991,,,NA,,,,,,10/11/2017,9/27/2017,10/13/2017,2017-10-02 10.59
702F,Yalbac 702F,702,F,28,Agouti,1,2017,11,3,6.56,,Moultrie,Laguna Seca,Yes,10/31/2017,12/1/2017,11/3/2017,4,1954869,291995,,,NA,,,,,,11/5/2017,10/31/2017,11/5/2017,2017-11-03 6.56
702F,Yalbac 702F,702,F,19,Gray Fox,1,2017,11,1,6.09,,Moultrie,Laguna Seca,Yes,10/31/2017,12/1/2017,11/1/2017,4,1954869,291995,,,NA,,,,,,11/5/2017,10/31/2017,11/5/2017,2017-11-01 6.09
702F,Yalbac 702F,702,F,25,Unknown,1,2017,11,1,14.39,,Moultrie,Laguna Seca,Yes,10/31/2017,12/1/2017,11/1/2017,4,1954869,291995,,,NA,,,,,,11/5/2017,10/31/2017,11/5/2017,2017-11-01 14.39
702G,Yalbac 702G,702,G,22,Agouti,1,2017,12,4,16.07,,Moultrie,Laguna Seca,Yes,12/1/2017,1/2/2018,12/4/2017,30,1954864,292003,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-04 16.07
702G,Yalbac 702G,702,G,34,Gray-headed Dove,1,2017,12,29,12.4,,Moultrie,Laguna Seca,Yes,12/1/2017,1/2/2018,12/29/2017,30,1954864,292003,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-29 12.40
702G,Yalbac 702G,702,G,37,Great Curassow,1,2017,12,29,14.35,,Moultrie,Laguna Seca,Yes,12/1/2017,1/2/2018,12/29/2017,30,1954864,292003,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-29 14.35
702G,Yalbac 702G,702,G,28,Red Brocket Deer,1,2017,12,29,10.2,,Moultrie,Laguna Seca,Yes,12/1/2017,1/2/2018,12/29/2017,30,1954864,292003,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-29 10.20
703A,Yalbac 703A,703,A,86,Chachalaca,1,2017,5,4,6.44,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/4/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-04 6.44
703A,Yalbac 703A,703,A,1,Gray Fox,1,2017,2,2,11.39,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,2/2/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-02-02 11.39
703A,Yalbac 703A,703,A,28,Gray Fox,1,2017,3,2,19.53,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,3/2/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-03-02 19.53
703A,Yalbac 703A,703,A,152,Gray Fox,1,2017,5,8,4.43,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/8/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-08 4.43
703A,Yalbac 703A,703,A,161,Gray Fox,1,2017,5,8,5.06,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/8/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-08 5.06
703A,Yalbac 703A,703,A,167,Gray Fox,1,2017,5,9,20.31,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/9/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-09 20.31
703A,Yalbac 703A,703,A,212,Gray Fox,1,2017,5,15,5.1,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/15/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-15 5.10
703A,Yalbac 703A,703,A,25,Great Curassow,1,2017,3,1,7.13,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,3/1/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-03-01 7.13
703A,Yalbac 703A,703,A,188,Great Curassow,1,2017,5,12,5.38,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/12/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-12 5.38
703A,Yalbac 703A,703,A,191,Great Curassow,1,2017,5,12,6.39,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/12/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-12 6.39
703A,Yalbac 703A,703,A,40,Ocellated Turkey,1,2017,2,8,16.43,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,2/8/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-02-08 16.43
703A,Yalbac 703A,703,A,4,Paca,1,2017,2,3,4.03,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,2/3/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-02-03 4.03
703A,Yalbac 703A,703,A,28,Paca,2,2017,2,4,3.53,Plus juvenile,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,2/4/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-02-04 3.53
703A,Yalbac 703A,703,A,43,Paca,1,2017,2,9,19.17,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,2/9/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-02-09 19.17
703A,Yalbac 703A,703,A,94,Paca,1,2017,2,20,2.28,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,2/20/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-02-20 2.28
703A,Yalbac 703A,703,A,40,Paca,1,2017,3,5,0.49,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,3/5/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-03-05 0.49
703A,Yalbac 703A,703,A,173,Ruddy Quail-dove,1,2017,5,10,7.09,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/10/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-10 7.09
703A,Yalbac 703A,703,A,194,White-nosed Coati,1,2017,5,12,8.15,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/12/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-12 8.15
703A,Yalbac 703A,703,A,49,White-tailed Deer,1,2017,2,10,16.29,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,2/10/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-02-10 16.29
703A,Yalbac 703A,703,A,55,White-tailed Deer,1,2017,2,10,17.51,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,2/10/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-02-10 17.51
703A,Yalbac 703A,703,A,69,White-tailed Deer,1,2017,2,11,6.37,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,2/11/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-02-11 6.37
703A,Yalbac 703A,703,A,70,White-tailed Deer,1,2017,2,13,10.13,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,2/13/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-02-13 10.13
703A,Yalbac 703A,703,A,73,White-tailed Deer,1,2017,2,16,14.2,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,2/16/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-02-16 14.20
703A,Yalbac 703A,703,A,85,White-tailed Deer,1,2017,2,16,15.37,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,2/16/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-02-16 15.37
703A,Yalbac 703A,703,A,88,White-tailed Deer,2,2017,2,17,14.28,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,2/17/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-02-17 14.28
703A,Yalbac 703A,703,A,2,White-tailed Deer,1,2017,2,27,10.45,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,2/27/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-02-27 10.45
703A,Yalbac 703A,703,A,13,White-tailed Deer,2,2017,2,27,17.11,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,2/27/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-02-27 17.11
703A,Yalbac 703A,703,A,34,White-tailed Deer,1,2017,3,4,15.45,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,3/4/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-03-04 15.45
703A,Yalbac 703A,703,A,43,White-tailed Deer,1,2017,3,5,10.27,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,3/5/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-03-05 10.27
703A,Yalbac 703A,703,A,46,White-tailed Deer,1,2017,3,5,17.23,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,3/5/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-03-05 17.23
703A,Yalbac 703A,703,A,50,White-tailed Deer,1,2017,4,24,5.27,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,4/24/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-04-24 5.27
703A,Yalbac 703A,703,A,65,White-tailed Deer,1,2017,4,25,5.12,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,4/25/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-04-25 5.12
703A,Yalbac 703A,703,A,71,White-tailed Deer,1,2017,4,26,5.1,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,4/26/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-04-26 5.10
703A,Yalbac 703A,703,A,77,White-tailed Deer,1,2017,5,3,5.21,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/3/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-03 5.21
703A,Yalbac 703A,703,A,92,White-tailed Deer,1,2017,5,4,18.24,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/4/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-04 18.24
703A,Yalbac 703A,703,A,119,White-tailed Deer,1,2017,5,6,21.02,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/6/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-06 21.02
703A,Yalbac 703A,703,A,125,White-tailed Deer,1,2017,5,7,0.47,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/7/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-07 0.47
703A,Yalbac 703A,703,A,131,White-tailed Deer,1,2017,5,7,13.11,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/7/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-07 13.11
703A,Yalbac 703A,703,A,134,White-tailed Deer,1,2017,5,7,18.32,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/7/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-07 18.32
703A,Yalbac 703A,703,A,140,White-tailed Deer,1,2017,5,7,19.36,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/7/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-07 19.36
703A,Yalbac 703A,703,A,146,White-tailed Deer,1,2017,5,8,2.25,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/8/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-08 2.25
703A,Yalbac 703A,703,A,164,White-tailed Deer,1,2017,5,8,19.51,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/8/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-08 19.51
703A,Yalbac 703A,703,A,176,White-tailed Deer,1,2017,5,10,20.58,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/10/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-10 20.58
703A,Yalbac 703A,703,A,182,White-tailed Deer,1,2017,5,10,23.31,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/10/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-10 23.31
703A,Yalbac 703A,703,A,197,White-tailed Deer,1,2017,5,13,5.47,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/13/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-13 5.47
703A,Yalbac 703A,703,A,206,White-tailed Deer,1,2017,5,13,17.58,,Bushnell,Laguna Seca,Yes,1/27/2017,5/15/2017,5/13/2017,113,1956465,293867,No,Yes,NA,No,No,In secondary bush along drillplatform,Mature Forest,Laguna Seca,5/21/2017,1/27/2017,5/21/2017,2017-05-13 17.58
703B,Yalbac 703B,703,B,40,Agouti,1,2017,5,18,5.31,,Bushnell,Laguna Seca,Yes,5/15/2017,7/18/2017,5/18/2017,4,1957726,294490,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/20/2017,5/15/2017,5/20/2017,2017-05-18 5.31
703B,Yalbac 703B,703,B,28,Gray Fox,1,2017,5,15,14.14,,Bushnell,Laguna Seca,Yes,5/15/2017,7/18/2017,5/15/2017,4,1957726,294490,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/20/2017,5/15/2017,5/20/2017,2017-05-15 14.14
703B,Yalbac 703B,703,B,43,Gray Fox,1,2017,5,19,5.54,,Bushnell,Laguna Seca,Yes,5/15/2017,7/18/2017,5/19/2017,4,1957726,294490,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/20/2017,5/15/2017,5/20/2017,2017-05-19 5.54
703B,Yalbac 703B,703,B,37,Great Curassow,1,2017,5,17,13.48,,Bushnell,Laguna Seca,Yes,5/15/2017,7/18/2017,5/17/2017,4,1957726,294490,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/20/2017,5/15/2017,5/20/2017,2017-05-17 13.48
703B,Yalbac 703B,703,B,46,Ocellated Turkey,1,2017,5,19,6.11,,Bushnell,Laguna Seca,Yes,5/15/2017,7/18/2017,5/19/2017,4,1957726,294490,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/20/2017,5/15/2017,5/20/2017,2017-05-19 6.11
703B,Yalbac 703B,703,B,31,White-tailed Deer,2,2017,5,16,6.21,With a bambi,Bushnell,Laguna Seca,Yes,5/15/2017,7/18/2017,5/16/2017,4,1957726,294490,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/20/2017,5/15/2017,5/20/2017,2017-05-16 6.21
703E,Yalbac 703E,703,E,19,Black-faced Antthrush,1,2017,10,4,5.48,,Bushnell,Laguna Seca,Yes,9/27/2017,10/31/2017,10/4/2017,16,1956550,293764,,,NA,,,,,,10/14/2017,9/27/2017,10/14/2017,2017-10-04 5.48
703E,Yalbac 703E,703,E,16,Common Opossum,1,2017,9,30,22.18,,Bushnell,Laguna Seca,Yes,9/27/2017,10/31/2017,9/30/2017,16,1956550,293764,,,NA,,,,,,10/14/2017,9/27/2017,10/14/2017,2017-09-30 22.18
703E,Yalbac 703E,703,E,22,Ocellated Turkey,4,2017,10,5,7.06,,Bushnell,Laguna Seca,Yes,9/27/2017,10/31/2017,10/5/2017,16,1956550,293764,,,NA,,,,,,10/14/2017,9/27/2017,10/14/2017,2017-10-05 7.06
